,index,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,method,eps,minsize,spike_x,label_reference,fold
0,tcrvalid,179,14,15.879828326180258,0.6131207847946045,15.879828326180258,91.98201240100681,12.691600245248313,79.92277992277992,tcrvalid,1.74,2,0,gliph,0
0,tcrvalid,61,9,8.645003065603923,0.6131207847946045,8.645003065603923,92.86524950459376,6.683016554261189,77.30496453900709,tcrvalid,1.74,3,0,gliph,0
