,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,fold,method,eps,minsize,spike_x,label_reference,index
1,76,18,2.5440613026819925,0.06130268199233716,2.529123237277744,92.76315789473684,2.1919068056407114,86.66666666666667,1,tcrvalid,0.60,2,1,gliph,
0,12,7,0.5823754789272031,0.06130268199233716,0.5824647455548743,100.0,0.5824647455548743,100.0,1,tcrvalid,0.60,3,1,gliph,1.0
2,77,21,2.589641434262948,0.06129328838492185,2.589641434262948,91.34199134199135,2.175911737664726,84.02366863905326,2,tcrvalid,0.60,2,1,gliph,
0,13,8,0.628256205945449,0.06129328838492185,0.628256205945449,94.87179487179489,0.5822862396567576,92.6829268292683,2,tcrvalid,0.60,3,1,gliph,2.0
3,74,17,2.4977015016855653,0.06129328838492185,2.4827586206896552,93.24324324324324,2.1762452107279695,87.65432098765432,3,tcrvalid,0.60,2,1,gliph,
0,13,8,0.628256205945449,0.06129328838492185,0.6130268199233716,100.0,0.6130268199233716,100.0,3,tcrvalid,0.60,3,1,gliph,3.0
4,74,17,2.4827586206896552,0.06130268199233716,2.4827586206896552,93.24324324324324,2.1762452107279695,87.65432098765432,4,tcrvalid,0.60,2,1,gliph,
0,12,7,0.5823754789272031,0.06130268199233716,0.5823754789272031,100.0,0.5823754789272031,100.0,4,tcrvalid,0.60,3,1,gliph,4.0
5,73,16,2.4521072796934864,0.06130268199233716,2.4521072796934864,93.83561643835617,2.1762452107279695,88.75,5,tcrvalid,0.60,2,1,gliph,
0,12,7,0.5823754789272031,0.06130268199233716,0.5823754789272031,100.0,0.5823754789272031,100.0,5,tcrvalid,0.60,3,1,gliph,5.0
6,74,16,2.4831391784181482,0.061312078479460456,2.468189483366549,93.91891891891892,2.1922428330522767,88.81987577639751,6,tcrvalid,0.60,2,1,gliph,
0,12,7,0.5824647455548743,0.061312078479460456,0.5825540395523532,100.0,0.5825540395523532,100.0,6,tcrvalid,0.60,3,1,gliph,6.0
7,74,16,2.4831391784181482,0.061312078479460456,2.468189483366549,93.91891891891892,2.1922428330522767,88.81987577639751,7,tcrvalid,0.60,2,1,gliph,
0,12,7,0.5824647455548743,0.061312078479460456,0.5825540395523532,100.0,0.5825540395523532,100.0,7,tcrvalid,0.60,3,1,gliph,7.0
8,77,21,2.590435315757204,0.061312078479460456,2.590435315757204,91.34199134199135,2.1765787860208463,84.02366863905326,8,tcrvalid,0.60,2,1,gliph,
0,13,8,0.6284488044144696,0.061312078479460456,0.6284488044144696,94.87179487179489,0.5824647455548743,92.6829268292683,8,tcrvalid,0.60,3,1,gliph,8.0
9,73,16,2.4521072796934864,0.06130268199233716,2.4521072796934864,93.83561643835617,2.1762452107279695,88.75,9,tcrvalid,0.60,2,1,gliph,
0,12,7,0.5823754789272031,0.06130268199233716,0.5823754789272031,100.0,0.5823754789272031,100.0,9,tcrvalid,0.60,3,1,gliph,9.0
10,74,17,2.482378179589335,0.06129328838492185,2.482378179589335,93.24324324324324,2.175911737664726,87.65432098765432,10,tcrvalid,0.60,2,1,gliph,
0,12,7,0.5822862396567576,0.06129328838492185,0.5822862396567576,100.0,0.5822862396567576,100.0,10,tcrvalid,0.60,3,1,gliph,10.0
