,index,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,method,eps,minsize,spike_x,label_reference,fold
0,tcrdist,190,15,17.964438994481913,1.1342734518700184,17.964438994481913,94.25532581453633,15.542611894543224,86.51877133105802,tcrdist,20.00,2,0,gliph,0
0,tcrdist,64,10,10.239117106069896,1.1342734518700184,10.239117106069896,94.66424851190476,8.736971183323115,85.32934131736526,tcrdist,20.00,3,0,gliph,0
