,index,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,c-CSI,c-precision,method,minsize,spike_x,label_reference,fold
178,,574,370,9.00398406374502,0.06129328838492185,9.005087966652363,61.67392566782811,2.464292282228897,27.36555479918312,clustcr,2,4,gliph,8
179,8.0,168,97,4.0269690468893655,0.06129328838492185,4.027462759762153,57.147817460317455,1.1156746153374608,27.701674277016743,clustcr,3,4,gliph,8
180,,556,357,8.717508582638548,0.0674350171652771,8.717508582638548,62.30185981085262,2.415399705738107,27.70745428973277,clustcr,2,4,gliph,9
181,9.0,150,74,3.739578224619912,0.0674350171652771,3.739578224619912,61.59889369889368,1.1647866601275134,31.147540983606557,clustcr,3,4,gliph,9
182,,521,319,8.276623137759794,0.07356998344675372,8.276623137759794,62.96019559455261,2.3603703022500153,28.51851851851852,clustcr,2,4,gliph,10
183,10.0,148,76,3.7030225001532706,0.07356998344675372,3.7030225001532706,60.150418275418275,1.072895591931825,28.973509933774835,clustcr,3,4,gliph,10
184,,665,464,8.473797119215446,0.05107774032076821,8.473797119215446,59.800811552691265,1.8694452957401164,22.06148282097649,clustcr,2,5,gliph,1
185,1.0,164,84,3.3558075390744713,0.05107774032076821,3.3558075390744713,59.253290747193184,0.8478904893247523,25.266362252663622,clustcr,3,5,gliph,1
186,,645,453,8.260114425827544,0.05619125459746629,8.255427841634738,59.794551271295454,1.9565772669220944,23.70049504950495,clustcr,2,5,gliph,2
187,2.0,174,99,3.4480997139354312,0.05619125459746629,3.443167305236271,57.28439982750328,0.9246487867177522,26.85459940652819,clustcr,3,5,gliph,2
188,,671,471,8.647461436306058,0.05618551435284503,8.642795116718599,59.019667615047645,1.9461613117433723,22.5177304964539,clustcr,2,5,gliph,3
189,3.0,185,110,3.682705077127388,0.05618551435284503,3.6777851560504673,55.41728091728091,0.9143382540736579,24.86111111111111,clustcr,3,5,gliph,3
190,,677,473,8.758937691521961,0.056179775280898875,8.754724690979671,58.767427386334326,1.9051997139646542,21.76196032672112,clustcr,2,5,gliph,4
191,4.0,191,113,3.794688457609806,0.056179775280898875,3.7899683318010013,54.636378746326386,0.8734293594851363,23.045822102425877,clustcr,3,5,gliph,4
192,,670,470,8.707865168539326,0.056179775280898875,8.708309923898055,58.86292563158234,1.7774145768425353,20.410557184750733,clustcr,2,5,gliph,5
193,5.0,163,88,3.529111338100102,0.056179775280898875,3.529291587925839,56.369080816933575,0.7763419990806476,21.99710564399421,clustcr,3,5,gliph,5
194,,640,437,8.366106542724348,0.06129015782215639,8.356745160136896,59.35385101010102,1.9512693466823312,23.34963325183374,clustcr,2,5,gliph,6
195,6.0,188,104,3.7489146534552327,0.06129015782215639,3.739081575317975,56.310982162045995,0.9705266384022067,25.956284153005466,clustcr,3,5,gliph,6
196,,662,458,8.442288049029623,0.056179775280898875,8.443150475022986,59.46793681310297,1.8898763918684238,22.383545069570477,clustcr,2,5,gliph,7
197,7.0,176,98,3.4780388151174666,0.056179775280898875,3.4783941158443152,57.20326233110324,0.8683215854530596,24.963289280469898,clustcr,3,5,gliph,7
198,,693,493,8.855975485188969,0.056179775280898875,8.851320292149753,59.055859564517576,2.0123601818274683,22.735141373341026,clustcr,2,5,gliph,8
199,8.0,175,103,3.564862104187947,0.056179775280898875,3.5599366668369172,56.146918161203864,0.9499974462434241,26.685796269727405,clustcr,3,5,gliph,8
200,,688,486,8.78582009500945,0.05108034938958982,8.776949013998161,59.33624031007752,2.0333094921835086,23.166472642607683,clustcr,2,5,gliph,9
201,9.0,173,101,3.524544107881698,0.05108034938958982,3.5148666598549094,56.20423892100192,0.9400224787984061,26.74418604651163,clustcr,3,5,gliph,9
202,,667,468,8.64367816091954,0.06641123882503193,8.634343227916007,59.17632758712219,2.023195217902212,23.431952662721894,clustcr,2,5,gliph,10
203,10.0,181,105,3.67816091954023,0.06641123882503193,3.6683186021560314,55.91497514149447,0.9911612936187605,27.01949860724234,clustcr,3,5,gliph,10
