,Unnamed: 0,index,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,c-CSI,c-precision,method,eps,minsize,spike_x,label_reference,fold,epsilon_scaled
13,0,7.0,288,243,8.577340920848423,1.562338334195551,8.568324106172712,38.94472719413372,2.302478398095928,26.8719806763285,ismart,7.0,3,5,tcrvalid,7,0.6
14,8,,1264,1107,18.28246249353337,1.536471805483704,18.28246249353337,51.72161970320887,3.548887739265391,19.41143180531975,ismart,7.0,2,5,tcrvalid,8,0.6
15,0,8.0,277,229,8.070356958096223,1.536471805483704,8.070356958096223,39.98601915110477,2.5245732022762546,31.28205128205128,ismart,7.0,3,5,tcrvalid,8,0.6
16,9,,1241,1082,18.20768872561701,1.5367103016505408,18.190757128810223,51.650738180784685,3.5967499870620503,19.7724039829303,ismart,7.0,2,5,tcrvalid,9,0.6
17,0,9.0,291,246,8.376882082061364,1.5367103016505408,8.368265797236454,39.17033017990993,2.530662940537184,30.24118738404453,ismart,7.0,3,5,tcrvalid,9,0.6
18,10,,1238,1079,18.266494178525228,1.5265200517464423,18.25803446669772,51.70600708600881,3.503596749987062,19.18934240362812,ismart,7.0,2,5,tcrvalid,10,0.6
19,0,10.0,282,234,8.372574385510996,1.5265200517464423,8.363090617398955,39.22708075347131,2.4375097034621955,29.1460396039604,ismart,7.0,3,5,tcrvalid,10,0.6
0,1,,526,399,6.632864238410596,0.1603890728476821,6.632864238410596,60.97938922083409,2.085057947019868,31.43525741029641,ismart,7.5,2,5,tcrvalid,1,0.8
1,0,1.0,79,41,2.007450331125828,0.1603890728476821,2.007450331125828,66.77416114124972,1.164114238410596,57.98969072164948,ismart,7.5,3,5,tcrvalid,1,0.8
2,2,,526,398,6.618027527682914,0.1604056711166304,6.6083626578348165,60.96926837421135,2.06996481059822,31.323414252153484,ismart,7.5,2,5,tcrvalid,2,0.8
3,0,2.0,86,47,2.064576218565662,0.1604056711166304,2.0647898985717243,64.76552517250191,1.148830469882012,55.6390977443609,ismart,7.5,3,5,tcrvalid,2,0.8
4,3,,526,399,6.67942880794702,0.1603890728476821,6.669771292559247,60.755333069971854,2.0749249715409293,31.109387121799845,ismart,7.5,2,5,tcrvalid,3,0.8
5,0,3.0,91,51,2.178187086092715,0.1603890728476821,2.178412501293594,63.26709005280432,1.164234709717479,53.44418052256532,ismart,7.5,3,5,tcrvalid,3,0.8
6,4,,581,454,7.247801345059493,0.1603724780134506,7.243002741993895,59.41097724230255,2.0797765016296754,28.714285714285715,ismart,7.5,2,5,tcrvalid,4,0.8
7,0,4.0,101,62,2.2814278323848938,0.1603724780134506,2.281545863728077,60.07700770077008,1.1640540121061618,51.02040816326531,ismart,7.5,3,5,tcrvalid,4,0.8
8,5,,553,426,6.906363166063114,0.1603724780134506,6.896730132450331,60.32686722560141,2.085057947019868,30.232558139534884,ismart,7.5,2,5,tcrvalid,5,0.8
9,0,5.0,84,46,2.0538023797206413,0.1603724780134506,2.0436672185430464,65.00901875901876,1.164114238410596,56.962025316455694,ismart,7.5,3,5,tcrvalid,5,0.8
10,6,,517,390,6.565264628278753,0.1603807750012933,6.545924967658474,60.7707009302754,2.0853816300129364,31.857707509881426,ismart,7.5,2,5,tcrvalid,6,0.8
11,0,6.0,94,55,2.188421542759584,0.1603807750012933,2.168175937904269,62.43034447821682,1.1746442432082795,54.17661097852029,ismart,7.5,3,5,tcrvalid,6,0.8
12,7,,542,415,6.735644076564925,0.1603724780134506,6.721167278936203,60.70549991214198,2.100688156465049,31.254811393379523,ismart,7.5,2,5,tcrvalid,7,0.8
13,0,7.0,84,47,1.9968960165545784,0.1603724780134506,1.986857763750194,64.90929705215419,1.1641744709473794,58.59375,ismart,7.5,3,5,tcrvalid,7,0.8
14,8,,569,442,7.040869115364719,0.1603724780134506,7.040869115364719,59.97937312007404,2.079668908432488,29.537105069801616,ismart,7.5,2,5,tcrvalid,8,0.8
15,0,8.0,89,50,2.074495602690119,0.1603724780134506,2.074495602690119,64.36250904856324,1.1691670977754784,56.35910224438903,ismart,7.5,3,5,tcrvalid,8,0.8
16,9,,565,438,7.062658457080768,0.16039737155275,7.043419758836619,60.14813112158245,2.059721575324742,29.243203526818515,ismart,7.5,2,5,tcrvalid,9,0.8
17,0,9.0,86,46,2.105862265224815,0.16039737155275,2.095947834187238,64.92667539179166,1.1488899239248564,54.81481481481482,ismart,7.5,3,5,tcrvalid,9,0.8
18,10,,523,395,6.504527813712807,0.1604139715394566,6.494850696061688,61.281070745697896,2.085597474512239,32.11155378486056,ismart,7.5,2,5,tcrvalid,10,0.8
19,0,10.0,78,41,1.8990944372574383,0.1604139715394566,1.8941158205247632,67.30769230769228,1.1488899239248564,60.65573770491803,ismart,7.5,3,5,tcrvalid,10,0.8
0,1,,149,128,1.593543046357616,0.0258692052980132,1.593543046357616,58.355704697986575,0.2897350993377483,18.181818181818183,ismart,8.0,2,5,tcrvalid,1,1.0
1,0,1.0,7,7,0.1241721854304635,0.0258692052980132,0.1241721854304635,49.285714285714285,0.0310430463576158,25.0,ismart,8.0,3,5,tcrvalid,1,1.0
2,2,,182,160,1.9145193004242989,0.0155231294628997,1.9043676257503623,57.600732600732606,0.3001448975367419,15.76086956521739,ismart,8.0,2,5,tcrvalid,2,1.0
3,0,2.0,6,6,0.0931387767773983,0.0155231294628997,0.0931484164769198,55.55555555555557,0.0310494721589732,33.333333333333336,ismart,8.0,3,5,tcrvalid,2,1.0
4,3,,177,156,1.91432119205298,0.0258692052980132,1.9093449239366656,56.704331450094166,0.2845907068198282,14.905149051490516,ismart,8.0,2,5,tcrvalid,3,1.0
5,0,3.0,12,12,0.2069536423841059,0.0258692052980132,0.2069750595053296,44.72222222222222,0.0310462589257994,15.0,ismart,8.0,3,5,tcrvalid,3,1.0
6,4,,193,172,2.0382824624935334,0.0155199172271081,2.038387914532568,56.47668393782384,0.2897201096797558,14.213197969543147,ismart,8.0,2,5,tcrvalid,4,1.0
7,0,4.0,8,8,0.1241593378168649,0.0155199172271081,0.1241657612913239,50.0,0.0310414403228309,25.0,ismart,8.0,3,5,tcrvalid,4,1.0
8,5,,161,139,1.702017589239524,0.0155199172271081,1.6918460264900663,58.48861283643893,0.3000827814569536,17.737003058103976,ismart,8.0,2,5,tcrvalid,5,1.0
9,0,5.0,7,7,0.1086394205897568,0.0155199172271081,0.1086506622516556,52.38095238095237,0.0310430463576158,28.571428571428573,ismart,8.0,3,5,tcrvalid,5,1.0
10,6,,167,145,1.7900563919499195,0.0206942935485539,1.77490297542044,58.03393213572855,0.3053040103492885,17.20116618075802,ismart,8.0,2,5,tcrvalid,6,1.0
11,0,6.0,11,11,0.1759014951627089,0.0206942935485539,0.1759379042690815,44.696969696969695,0.0310478654592496,17.647058823529413,ismart,8.0,3,5,tcrvalid,6,1.0
12,7,,148,127,1.5933781686497672,0.0206932229694774,1.583277280488436,58.502252252252255,0.2949241993066694,18.62745098039216,ismart,8.0,2,5,tcrvalid,7,1.0
13,0,7.0,11,11,0.1758923952405587,0.0206932229694774,0.1707455890722823,46.21212121212121,0.0310446525585967,18.181818181818183,ismart,8.0,3,5,tcrvalid,7,1.0
14,8,,189,168,2.007242628039317,0.0155199172271081,2.007242628039317,56.43738977072311,0.2897051215726849,14.43298969072165,ismart,8.0,2,5,tcrvalid,8,1.0
15,0,8.0,10,10,0.1551991722710812,0.0155199172271081,0.1551991722710812,46.66666666666666,0.0310398344542162,20.0,ismart,8.0,3,5,tcrvalid,8,1.0
16,9,,176,154,1.867853262275573,0.0155223262792983,1.857889561662268,57.57575757575758,0.3001604305749625,16.15598885793872,ismart,8.0,2,5,tcrvalid,9,1.0
17,0,9.0,9,9,0.1397009365136855,0.0155223262792983,0.1397298556124825,48.14814814814815,0.0310510790249961,22.22222222222222,ismart,8.0,3,5,tcrvalid,9,1.0
18,10,,154,131,1.6248382923674,0.0155239327296248,1.6146561092997982,58.98268398268399,0.3001604305749625,18.58974358974359,ismart,8.0,2,5,tcrvalid,10,1.0
19,0,10.0,6,6,0.093143596377749,0.0155239327296248,0.0931532370749883,55.55555555555557,0.0310510790249961,33.333333333333336,ismart,8.0,3,5,tcrvalid,10,1.0
0,0,tcrdist,90,12,6.5297363580625385,0.2452483139178418,6.5297363580625385,97.77777777777776,6.284488044144696,96.24413145539906,tcrdist,10.0,2,0,gliph,0,0.0
1,0,tcrdist,21,7,2.299202942979767,0.2452483139178418,2.299202942979767,100.0,2.299202942979767,100.0,tcrdist,10.0,3,0,gliph,0,0.0
0,0,tcrdist,177,15,16.30901287553648,1.1036174126302882,16.30901287553648,94.77266612859832,14.408338442673209,88.34586466165413,tcrdist,12.0,2,0,gliph,0,0.05
1,0,tcrdist,59,10,9.074187614960149,1.1036174126302882,9.074187614960149,94.48748991121872,7.909258123850399,87.16216216216216,tcrdist,12.0,3,0,gliph,0,0.05
0,0,tcrdist,177,15,16.30901287553648,1.1036174126302882,16.30901287553648,94.77266612859832,14.408338442673209,88.34586466165413,tcrdist,14.0,2,0,gliph,0,0.1
1,0,tcrdist,59,10,9.074187614960149,1.1036174126302882,9.074187614960149,94.48748991121872,7.909258123850399,87.16216216216216,tcrdist,14.0,3,0,gliph,0,0.1
0,0,tcrdist,181,15,16.799509503372164,1.1036174126302882,16.799509503372164,94.71454880294658,14.714898835070509,87.5912408759124,tcrdist,16.0,2,0,gliph,0,0.15
1,0,tcrdist,62,10,9.50337216431637,1.1036174126302882,9.50337216431637,95.0537634408602,8.215818516247701,86.45161290322581,tcrdist,16.0,3,0,gliph,0,0.15
0,0,tcrdist,190,15,17.872470876762723,1.1342734518700184,17.872470876762723,94.40570175438596,15.665236051502148,87.6500857632933,tcrdist,18.0,2,0,gliph,0,0.2
1,0,tcrdist,64,10,10.147148988350706,1.1342734518700184,10.147148988350706,95.11067708333331,8.859595340282036,87.31117824773413,tcrdist,18.0,3,0,gliph,0,0.2
0,0,tcrdist,190,15,17.964438994481913,1.1342734518700184,17.964438994481913,94.25532581453632,15.542611894543224,86.51877133105802,tcrdist,20.0,2,0,gliph,0,0.25
1,0,tcrdist,64,10,10.239117106069896,1.1342734518700184,10.239117106069896,94.66424851190476,8.736971183323115,85.32934131736526,tcrdist,20.0,3,0,gliph,0,0.25
0,0,tcrdist,205,15,20.539546290619253,1.226241569589209,20.539546290619253,93.1050135501355,16.922133660331085,82.38805970149254,tcrdist,22.0,2,0,gliph,0,0.3
1,0,tcrdist,75,10,12.568976088289393,1.226241569589209,12.568976088289393,93.82037037037036,10.116492949110976,80.48780487804878,tcrdist,22.0,3,0,gliph,0,0.3
0,0,tcrdist,233,15,27.988963825873697,1.6554261189454322,27.988963825873697,88.40867535341785,16.554261189454323,59.14567360350493,tcrdist,24.0,2,0,gliph,0,0.35
1,0,tcrdist,81,14,18.669527896995707,1.6554261189454322,18.669527896995707,87.02742416476984,9.258123850398528,49.589490968801314,tcrdist,24.0,3,0,gliph,0,0.35
0,0,tcrdist,234,15,28.05027590435316,1.6554261189454322,28.05027590435316,88.45821092883058,16.615573267933783,59.23497267759563,tcrdist,26.0,2,0,gliph,0,0.4
1,0,tcrdist,81,14,18.669527896995707,1.6554261189454322,18.669527896995707,87.02742416476984,9.258123850398528,49.589490968801314,tcrdist,26.0,3,0,gliph,0,0.4
0,0,tcrdist,242,15,29.24586143470264,1.6554261189454322,29.24586143470264,87.96534340469684,17.167381974248926,58.700209643605874,tcrdist,28.0,2,0,gliph,0,0.45
1,0,tcrdist,87,14,19.742489270386265,1.6554261189454322,19.742489270386265,86.06451843605325,9.748620478234212,49.37888198757764,tcrdist,28.0,3,0,gliph,0,0.45
0,0,tcrdist,249,15,31.514408338442674,2.0846106683016554,31.514408338442674,86.74449660536729,16.462293071735132,52.23735408560312,tcrdist,30.0,2,0,gliph,0,0.5
1,0,tcrdist,89,14,21.704475781729,2.0846106683016554,21.704475781729,84.26269274984779,8.982219497240957,41.38418079096045,tcrdist,30.0,3,0,gliph,0,0.5
0,0,tcrdist,269,15,37.15511955855303,2.7283874923359903,37.15511955855303,81.78250980381185,15.603923973022685,41.99669966996699,tcrdist,34.0,2,0,gliph,0,0.6
1,0,tcrdist,100,15,26.793378295524217,2.7283874923359903,26.793378295524217,79.49495137225384,8.736971183323115,32.608695652173914,tcrdist,34.0,3,0,gliph,0,0.6
0,0,tcrdist,267,15,48.89638258736972,4.230533415082771,48.89638258736972,76.88825494776626,13.825873697118332,28.27586206896552,tcrdist,38.0,2,0,gliph,0,0.7
1,0,tcrdist,111,15,39.33169834457388,4.230533415082771,39.33169834457388,70.98346009958189,7.878602084610669,20.031176929072487,tcrdist,38.0,3,0,gliph,0,0.7
0,0,tcrdist,267,15,53.9546290619252,4.567749846719804,53.9546290619252,74.08494231868082,11.925199264255058,22.102272727272727,tcrdist,42.0,2,0,gliph,0,0.8
1,0,tcrdist,110,15,44.32863274064991,4.567749846719804,44.32863274064991,68.9152690826162,6.591048436541999,14.868603042876902,tcrdist,42.0,3,0,gliph,0,0.8
0,0,tcrdist,224,15,60.82158185162477,26.241569589209075,60.82158185162477,71.92426169532962,7.449417535254445,12.247983870967742,tcrdist,46.0,2,0,gliph,0,0.9
1,0,tcrdist,86,14,52.36051502145923,26.241569589209075,52.36051502145923,66.4073792994632,3.1575720416922133,6.030444964871195,tcrdist,46.0,3,0,gliph,0,0.9
0,0,tcrdist,145,15,72.22562844880441,40.37400367872471,72.22562844880441,70.21844204009322,4.07725321888412,5.645161290322581,tcrdist,50.0,2,0,gliph,0,1.0
1,0,tcrdist,58,15,66.89147762109135,40.37400367872471,66.89147762109135,59.16679475540546,1.1342734518700184,1.695692025664528,tcrdist,50.0,3,0,gliph,0,1.0
0,1,,98,19,3.5095785440613025,0.1226053639846743,3.494788473329246,94.3877551020408,3.1575720416922133,90.35087719298244,tcrdist,10.0,2,1,gliph,1,0.0
1,0,1.0,21,7,1.1494252873563218,0.1226053639846743,1.1496014714898837,100.0,1.1496014714898837,100.0,tcrdist,10.0,3,1,gliph,1,0.0
2,2,,101,23,3.6009806926141588,0.1225865767698437,3.6009806926141588,92.57425742574256,3.141281029727245,87.23404255319149,tcrdist,10.0,2,1,gliph,2,0.0
3,0,2.0,21,7,1.1492491572172847,0.1225865767698437,1.1492491572172847,100.0,1.1492491572172847,100.0,tcrdist,10.0,3,1,gliph,2,0.0
4,3,,100,22,3.6009806926141588,0.1225865767698437,3.586206896551724,92.83333333333334,3.14176245210728,87.6068376068376,tcrdist,10.0,2,1,gliph,3,0.0
5,0,3.0,22,8,1.2105424456022065,0.1225865767698437,1.1954022988505748,96.96969696969698,1.1494252873563218,96.15384615384616,tcrdist,10.0,3,1,gliph,3,0.0
6,4,,99,21,3.5402298850574714,0.1226053639846743,3.5402298850574714,93.43434343434345,3.14176245210728,88.74458874458874,tcrdist,10.0,2,1,gliph,4,0.0
7,0,4.0,21,7,1.1494252873563218,0.1226053639846743,1.1494252873563218,100.0,1.1494252873563218,100.0,tcrdist,10.0,3,1,gliph,4,0.0
8,5,,99,21,3.555555555555556,0.1226053639846743,3.555555555555556,93.26599326599327,3.14176245210728,88.36206896551724,tcrdist,10.0,2,1,gliph,5,0.0
9,0,5.0,22,8,1.1954022988505748,0.1226053639846743,1.1954022988505748,96.96969696969698,1.1494252873563218,96.15384615384616,tcrdist,10.0,3,1,gliph,5,0.0
10,6,,101,22,3.617412630288167,0.1226241569589209,3.6026368235474475,92.90429042904292,3.1580561091522306,87.65957446808511,tcrdist,10.0,2,1,gliph,6,0.0
11,0,6.0,22,8,1.195585530349479,0.1226241569589209,1.1957688180285144,96.96969696969698,1.1497777096428023,96.15384615384616,tcrdist,10.0,3,1,gliph,6,0.0
12,7,,100,21,3.5867565910484367,0.1226241569589209,3.5719760846236395,93.33333333333334,3.1580561091522306,88.41201716738198,tcrdist,10.0,2,1,gliph,7,0.0
13,0,7.0,22,8,1.195585530349479,0.1226241569589209,1.1957688180285144,96.96969696969698,1.1497777096428023,96.15384615384616,tcrdist,10.0,3,1,gliph,7,0.0
14,8,,96,19,3.464132434089516,0.1226241569589209,3.464132434089516,94.61805555555556,3.142244022072348,90.70796460176992,tcrdist,10.0,2,1,gliph,8,0.0
15,0,8.0,22,8,1.195585530349479,0.1226241569589209,1.195585530349479,96.96969696969698,1.1496014714898837,96.15384615384616,tcrdist,10.0,3,1,gliph,8,0.0
16,9,,105,27,3.724137931034482,0.1226053639846743,3.724137931034482,90.95238095238096,3.14176245210728,84.36213991769547,tcrdist,10.0,2,1,gliph,9,0.0
17,0,9.0,21,7,1.1494252873563218,0.1226053639846743,1.1494252873563218,100.0,1.1494252873563218,100.0,tcrdist,10.0,3,1,gliph,9,0.0
18,10,,102,24,3.63162733680662,0.1225865767698437,3.63162733680662,92.15686274509804,3.141281029727245,86.49789029535864,tcrdist,10.0,2,1,gliph,10,0.0
19,0,10.0,21,7,1.1492491572172847,0.1225865767698437,1.1492491572172847,100.0,1.1492491572172847,100.0,tcrdist,10.0,3,1,gliph,10,0.0
0,1,,208,46,9.164750957854404,0.5517241379310345,9.150827713059472,87.82938415750915,7.1888412017167385,78.55946398659967,tcrdist,12.0,2,1,gliph,1,0.05
1,0,1.0,61,11,4.659003831417625,0.5517241379310345,4.644389944819129,92.92642466822794,3.969957081545064,85.47854785478548,tcrdist,12.0,3,1,gliph,1,0.05
2,2,,209,49,9.28593319031566,0.5669629175605271,9.28593319031566,87.12992555097817,7.018081520073552,75.57755775577557,tcrdist,12.0,2,1,gliph,2,0.05
3,0,2.0,62,13,4.780876494023905,0.5669629175605271,4.780876494023905,90.48636193797483,3.8001838798651546,79.48717948717949,tcrdist,12.0,3,1,gliph,2,0.05
4,3,,210,48,9.28593319031566,0.5516395954642966,9.272030651340996,87.10204081632654,7.095785440613027,76.52892561983471,tcrdist,12.0,2,1,gliph,3,0.05
5,0,3.0,65,15,4.842169782408826,0.5516395954642966,4.827586206896552,89.09890109890108,3.8773946360153255,80.31746031746032,tcrdist,12.0,3,1,gliph,3,0.05
6,4,,197,35,8.842911877394636,0.5517241379310345,8.842911877394636,89.78456611070824,7.080459770114943,80.06932409012131,tcrdist,12.0,2,1,gliph,4,0.05
7,0,4.0,61,10,4.674329501915709,0.5517241379310345,4.674329501915709,93.23868071818892,3.89272030651341,83.27868852459017,tcrdist,12.0,3,1,gliph,4,0.05
8,5,,203,42,9.088122605363983,0.5517241379310345,9.088122605363983,88.35679099225898,7.14176245210728,78.58347386172007,tcrdist,12.0,2,1,gliph,5,0.05
9,0,5.0,63,13,4.796934865900383,0.5517241379310345,4.796934865900383,91.0544217687075,3.954022988505747,82.42811501597444,tcrdist,12.0,3,1,gliph,5,0.05
10,6,,216,53,9.426732066217046,0.5518087063151441,9.412846849609076,86.54403659611992,7.205273647094895,76.54723127035831,tcrdist,12.0,2,1,gliph,6,0.05
11,0,6.0,62,12,4.70570202329859,0.5518087063151441,4.706423424804537,91.83083717357913,3.970565690633144,84.36482084690553,tcrdist,12.0,3,1,gliph,6,0.05
12,7,,201,40,9.012875536480689,0.5518087063151441,8.998926874137666,88.69225302061123,7.051969952475854,78.36456558773425,tcrdist,12.0,2,1,gliph,7,0.05
13,0,7.0,66,14,4.874310239117106,0.5518087063151441,4.859727119423578,89.80519480519479,3.893913843323624,80.12618296529969,tcrdist,12.0,3,1,gliph,7,0.05
14,8,,210,49,9.242795830778665,0.5518087063151441,9.242795830778665,87.37981859410431,7.127529123237278,77.11442786069652,tcrdist,12.0,2,1,gliph,8,0.05
15,0,8.0,61,13,4.675045984058859,0.5518087063151441,4.675045984058859,91.79937548790006,3.8779889638258735,82.95081967213115,tcrdist,12.0,3,1,gliph,8,0.05
16,9,,215,55,9.50191570881226,0.5517241379310345,9.50191570881226,85.83361018826135,7.019157088122605,73.87096774193549,tcrdist,12.0,2,1,gliph,9,0.05
17,0,9.0,64,15,4.873563218390805,0.5517241379310345,4.873563218390805,88.34728422619048,3.800766283524904,77.9874213836478,tcrdist,12.0,3,1,gliph,9,0.05
18,10,,210,49,9.301256512411893,0.5516395954642966,9.301256512411893,86.96665332799786,6.864848299111247,73.80560131795717,tcrdist,12.0,2,1,gliph,10,0.05
19,0,10.0,63,12,4.796199816120135,0.5516395954642966,4.796199816120135,90.68249522031036,3.677597303095311,76.6773162939297,tcrdist,12.0,3,1,gliph,10,0.05
0,1,,208,46,9.164750957854404,0.5517241379310345,9.150827713059472,87.82938415750915,7.1888412017167385,78.55946398659967,tcrdist,14.0,2,1,gliph,1,0.1
1,0,1.0,61,11,4.659003831417625,0.5517241379310345,4.644389944819129,92.92642466822794,3.969957081545064,85.47854785478548,tcrdist,14.0,3,1,gliph,1,0.1
2,2,,209,49,9.28593319031566,0.5669629175605271,9.28593319031566,87.12992555097817,7.018081520073552,75.57755775577557,tcrdist,14.0,2,1,gliph,2,0.1
3,0,2.0,62,13,4.780876494023905,0.5669629175605271,4.780876494023905,90.48636193797483,3.8001838798651546,79.48717948717949,tcrdist,14.0,3,1,gliph,2,0.1
4,3,,210,48,9.28593319031566,0.5516395954642966,9.272030651340996,87.10204081632654,7.095785440613027,76.52892561983471,tcrdist,14.0,2,1,gliph,3,0.1
5,0,3.0,65,15,4.842169782408826,0.5516395954642966,4.827586206896552,89.09890109890108,3.8773946360153255,80.31746031746032,tcrdist,14.0,3,1,gliph,3,0.1
6,4,,197,35,8.842911877394636,0.5517241379310345,8.842911877394636,89.78456611070824,7.080459770114943,80.06932409012131,tcrdist,14.0,2,1,gliph,4,0.1
7,0,4.0,61,10,4.674329501915709,0.5517241379310345,4.674329501915709,93.23868071818892,3.89272030651341,83.27868852459017,tcrdist,14.0,3,1,gliph,4,0.1
8,5,,203,42,9.088122605363983,0.5517241379310345,9.088122605363983,88.35679099225898,7.14176245210728,78.58347386172007,tcrdist,14.0,2,1,gliph,5,0.1
9,0,5.0,63,13,4.796934865900383,0.5517241379310345,4.796934865900383,91.0544217687075,3.954022988505747,82.42811501597444,tcrdist,14.0,3,1,gliph,5,0.1
10,6,,216,53,9.426732066217046,0.5518087063151441,9.412846849609076,86.54403659611992,7.205273647094895,76.54723127035831,tcrdist,14.0,2,1,gliph,6,0.1
11,0,6.0,62,12,4.70570202329859,0.5518087063151441,4.706423424804537,91.83083717357913,3.970565690633144,84.36482084690553,tcrdist,14.0,3,1,gliph,6,0.1
12,7,,201,40,9.012875536480689,0.5518087063151441,8.998926874137666,88.69225302061123,7.051969952475854,78.36456558773425,tcrdist,14.0,2,1,gliph,7,0.1
13,0,7.0,66,14,4.874310239117106,0.5518087063151441,4.859727119423578,89.80519480519479,3.893913843323624,80.12618296529969,tcrdist,14.0,3,1,gliph,7,0.1
14,8,,211,50,9.273451870018391,0.5518087063151441,9.273451870018391,87.20266305574363,7.127529123237278,76.85950413223141,tcrdist,14.0,2,1,gliph,8,0.1
15,0,8.0,61,13,4.675045984058859,0.5518087063151441,4.675045984058859,91.79937548790006,3.8779889638258735,82.95081967213115,tcrdist,14.0,3,1,gliph,8,0.1
16,9,,215,55,9.50191570881226,0.5517241379310345,9.50191570881226,85.83361018826135,7.019157088122605,73.87096774193549,tcrdist,14.0,2,1,gliph,9,0.1
17,0,9.0,64,15,4.873563218390805,0.5517241379310345,4.873563218390805,88.34728422619048,3.800766283524904,77.9874213836478,tcrdist,14.0,3,1,gliph,9,0.1
18,10,,210,49,9.301256512411893,0.5516395954642966,9.301256512411893,86.96665332799786,6.864848299111247,73.80560131795717,tcrdist,14.0,2,1,gliph,10,0.1
19,0,10.0,63,12,4.796199816120135,0.5516395954642966,4.796199816120135,90.68249522031036,3.677597303095311,76.6773162939297,tcrdist,14.0,3,1,gliph,10,0.1
0,1,,213,47,9.440613026819925,0.5517241379310345,9.426732066217046,87.73278560250391,7.342121397915389,77.88617886178862,tcrdist,16.0,2,1,gliph,1,0.15
1,0,1.0,64,11,4.873563218390805,0.5517241379310345,4.858982219497241,93.54817708333334,4.123237277743716,84.85804416403785,tcrdist,16.0,3,1,gliph,1,0.15
2,2,,215,51,9.6077229543365,0.5669629175605271,9.6077229543365,86.8157792343839,7.171314741035856,74.64114832535886,tcrdist,16.0,2,1,gliph,2,0.15
3,0,2.0,65,13,5.0107263254673615,0.5669629175605271,5.0107263254673615,91.006039006039,3.9534171008274592,78.89908256880734,tcrdist,16.0,3,1,gliph,2,0.15
4,3,,216,50,9.59239963224027,0.5516395954642966,9.578544061302685,86.85185185185185,7.24904214559387,75.68,tcrdist,16.0,2,1,gliph,3,0.15
5,0,3.0,68,15,5.056696291756053,0.5516395954642966,5.042145593869732,89.85294117647058,4.030651340996169,79.93920972644376,tcrdist,16.0,3,1,gliph,3,0.15
6,4,,201,35,9.088122605363983,0.5517241379310345,9.088122605363983,89.83149727552714,7.233716475095785,79.59527824620574,tcrdist,16.0,2,1,gliph,4,0.15
7,0,4.0,64,10,4.888888888888889,0.5517241379310345,4.888888888888889,93.84579613095238,4.045977011494253,82.75862068965517,tcrdist,16.0,3,1,gliph,4,0.15
8,5,,209,44,9.39463601532567,0.5517241379310345,9.39463601532567,88.0622009569378,7.295019157088123,77.65089722675367,tcrdist,16.0,2,1,gliph,5,0.15
9,0,5.0,66,13,5.011494252873563,0.5517241379310345,5.011494252873563,91.74242424242424,4.10727969348659,81.9571865443425,tcrdist,16.0,3,1,gliph,5,0.15
10,6,,226,59,9.886572654812998,0.5518087063151441,9.872757933466197,85.52544247787611,7.281925494404415,73.75776397515529,tcrdist,16.0,2,1,gliph,6,0.15
11,0,6.0,66,13,4.9816063764561616,0.5518087063151441,4.98237007511881,91.34469696969695,4.0472175379426645,81.23076923076923,tcrdist,16.0,3,1,gliph,6,0.15
12,7,,209,44,9.38074800735745,0.5518087063151441,9.366855741223365,88.01777170198223,7.205273647094895,76.92307692307692,tcrdist,16.0,2,1,gliph,7,0.15
13,0,7.0,69,14,5.088902513795218,0.5518087063151441,5.074352291890235,90.5175983436853,4.0472175379426645,79.75830815709969,tcrdist,16.0,3,1,gliph,7,0.15
14,8,,218,53,9.610668301655426,0.5518087063151441,9.610668301655426,86.78134556574925,7.280809319435929,75.75757575757575,tcrdist,16.0,2,1,gliph,8,0.15
15,0,8.0,64,13,4.889638258736971,0.5518087063151441,4.889638258736971,92.47395833333331,4.031269160024525,82.44514106583073,tcrdist,16.0,3,1,gliph,8,0.15
16,9,,220,56,9.77777777777778,0.5517241379310345,9.77777777777778,85.78544372294373,7.172413793103448,73.35423197492163,tcrdist,16.0,2,1,gliph,9,0.15
17,0,9.0,67,15,5.088122605363985,0.5517241379310345,5.088122605363985,89.14623312011372,3.954022988505747,77.71084337349397,tcrdist,16.0,3,1,gliph,9,0.15
18,10,,215,50,9.577076310144038,0.5516395954642966,9.577076310144038,86.89101687186502,7.018081520073552,73.28,tcrdist,16.0,2,1,gliph,10,0.15
19,0,10.0,66,12,5.0107263254673615,0.5516395954642966,5.0107263254673615,91.38740344622695,3.830830524057616,76.4525993883792,tcrdist,16.0,3,1,gliph,10,0.15
0,1,,231,56,10.268199233716476,0.5670498084291188,10.25444512568976,86.2116967999321,7.556713672593501,73.69207772795217,tcrdist,18.0,2,1,gliph,1,0.2
1,0,1.0,67,12,5.241379310344827,0.5670498084291188,5.226854690374004,92.75973075797484,4.184549356223176,80.05865102639297,tcrdist,18.0,3,1,gliph,1,0.2
2,2,,228,55,10.3125957707631,0.5822862396567576,10.3125957707631,86.0392620806402,7.722954336500154,74.888558692422,tcrdist,18.0,2,1,gliph,2,0.2
3,0,2.0,68,13,5.409132699969353,0.5822862396567576,5.409132699969353,90.6904669762642,4.382470119521912,81.01983002832861,tcrdist,18.0,3,1,gliph,2,0.2
4,3,,232,58,10.404535703340484,0.5669629175605271,10.39080459770115,85.54058908045978,7.724137931034483,74.33628318584071,tcrdist,18.0,2,1,gliph,3,0.2
