,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,fold,method,eps,minsize,spike_x,label_reference,index
1,580,477,10.794322709163346,1.8239541832669324,10.788769221191558,56.15480276885773,3.6668119280333684,33.98730525100981,1,tcrdist,20.00,2,4,tcrvalid,
0,113,84,4.9800796812749,1.8239541832669324,4.980389715495238,48.84766022953525,2.751665317811119,55.25,1,tcrdist,20.00,3,4,tcrvalid,1.0
2,607,502,11.045389452711538,1.855426187659548,11.034310978267639,56.09528337500651,3.7175415654773025,33.690744920993225,2,tcrdist,20.00,2,4,tcrvalid,
0,113,82,4.893842226511425,1.855426187659548,4.894451709321876,50.441035474592525,2.820848122548104,57.63358778625954,2,tcrdist,20.00,3,4,tcrvalid,2.0
3,594,491,10.812998007968128,1.8488545816733069,10.790784557907845,56.7283016181313,3.667496886674969,33.98730525100981,3,tcrdist,20.00,2,4,tcrvalid,
0,102,72,4.6875,1.8488545816733069,4.6824408468244085,53.3981486389214,2.7770859277708593,59.308510638297875,3,tcrdist,20.00,3,4,tcrvalid,3.0
4,611,507,11.161603585657371,1.8239541832669324,11.156072962709333,56.044758301144356,3.760194235198904,33.705357142857146,4,tcrdist,20.00,2,4,tcrvalid,
0,111,84,4.936503984063745,1.8239541832669324,4.936811305484654,49.03916506305583,2.820145676399178,57.12484237074401,4,tcrdist,20.00,3,4,tcrvalid,4.0
5,612,511,11.2162330387153,1.8797460475538403,11.199651372719915,55.960664261457076,3.585880595156571,32.017787659811006,5,tcrdist,20.00,2,4,tcrvalid,
0,105,74,4.904767832690153,1.8797460475538403,4.89945838261844,50.932633600111735,2.7143123949449044,55.4002541296061,5,tcrdist,20.00,3,4,tcrvalid,5.0
6,575,471,10.900149402390438,1.8364043824701195,10.889054912215165,56.23291020511805,3.6794919686215914,33.79073756432247,6,tcrdist,20.00,2,4,tcrvalid,
0,116,87,5.18550796812749,1.8364043824701195,5.18615365458847,48.13727041330067,2.7456107583115426,52.94117647058823,6,tcrdist,20.00,3,4,tcrvalid,6.0
7,579,477,10.7749766573296,1.8300653594771241,10.7749766573296,56.397116809774104,3.6725801431683784,34.084344309647605,7,tcrdist,20.00,2,4,tcrvalid,
0,105,77,4.873949579831932,1.8300653594771241,4.873949579831932,50.51362507484956,2.7637721755368814,56.70498084291188,7,tcrdist,20.00,3,4,tcrvalid,7.0
8,603,498,10.943043884220355,1.8425147836912543,10.920864205217608,56.599634460330975,3.7482099495672747,34.32155074116306,8,tcrdist,20.00,2,4,tcrvalid,
0,107,76,4.768129474011827,1.8425147836912543,4.763090716642799,52.145603547472696,2.8329493804868937,59.47712418300654,8,tcrdist,20.00,3,4,tcrvalid,8.0
9,594,490,10.95131365956917,1.8241812974722948,10.945769254716394,56.1427130395155,3.7295311624431853,34.07281001137657,9,tcrdist,20.00,2,4,tcrvalid,
0,117,90,5.011829161997261,1.8241812974722948,5.0121412116306585,48.70744910660001,2.7893655438640184,55.65217391304348,9,tcrdist,20.00,3,4,tcrvalid,9.0
10,598,496,10.852375319095946,1.842973662910155,10.846824408468244,56.31298268095723,3.6861768368617684,33.98392652123995,10,tcrdist,20.00,2,4,tcrvalid,
0,102,70,4.675923043397049,1.842973662910155,4.6699875466998755,53.18787885502375,2.8268991282689915,60.53333333333333,10,tcrdist,20.00,3,4,tcrvalid,10.0
