,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,c-CSI,c-precision,method,epsilon,chains,minsize,flu_included,feature,sources,mean_features
87,73.0,13.0,27.153234175025943,10.895883777239709,27.153234175025943,64.13423705514862,2.352127291594604,8.662420382165605,ESM,0.97,TRB,3,True,CDR3,both,True
88,50.0,11.0,41.05845728121757,29.782082324455207,41.05845728121757,62.14448315911731,1.694915254237288,4.128053917438922,ESM,1.06,TRB,3,True,CDR3,both,True
89,25.0,8.0,58.906952611553095,55.41335178139053,58.906952611553095,58.28286070982701,0.7263922518159807,1.2331180270111568,ESM,1.14,TRB,3,True,CDR3,both,True
90,14.0,7.0,71.91283292978208,69.9066067104808,71.91283292978208,54.97209852108417,0.3459010722933241,0.481000481000481,ESM,1.22,TRB,3,True,CDR3,both,True
91,8.0,5.0,82.08232445520581,80.94085091663784,82.08232445520581,51.32783882783883,0.2075406433759944,0.2528445006321112,ESM,1.3,TRB,3,True,CDR3,both,True
92,2.0,2.0,89.45001729505361,89.31165686613629,89.45001729505361,40.453137103020914,0.0,0.0,ESM,1.38,TRB,3,True,CDR3,both,True
93,3.0,3.0,93.22033898305084,92.97820823244552,93.22033898305084,60.18105158730159,0.1037703216879972,0.111317254174397,ESM,1.46,TRB,3,True,CDR3,both,True
94,3.0,3.0,95.67623659633344,95.3995157384988,95.67623659633344,63.43727338651197,0.1037703216879972,0.1084598698481561,ESM,1.54,TRB,3,True,CDR3,both,True
95,1.0,1.0,96.88689034936009,96.88689034936009,96.88689034936009,30.09639414494823,0.0,0.0,ESM,1.62,TRB,3,True,CDR3,both,True
96,1.0,1.0,97.68246281563472,97.68246281563472,97.68246281563472,30.02832861189802,0.0,0.0,ESM,1.7,TRB,3,True,CDR3,both,True
97,1.0,1.0,98.47803528190936,98.47803528190936,98.47803528190936,30.207235686687746,0.0,0.0,ESM,1.79,TRB,3,True,CDR3,both,True
98,1.0,1.0,98.85852646143204,98.85852646143204,98.85852646143204,30.16095171448565,0.0,0.0,ESM,1.87,TRB,3,True,CDR3,both,True
99,48.0,9.0,9.344827586206897,1.206896551724138,9.344827586206897,91.19143009768013,7.103448275862069,76.01476014760148,ESM,9.11,TRA,3,True,CDR23,both,False
100,58.0,9.0,12.655172413793103,1.3103448275862069,12.655172413793103,93.19926972603923,9.827586206896552,77.65667574931881,ESM,10.12,TRA,3,True,CDR23,both,False
101,66.0,10.0,15.620689655172416,1.4137931034482758,15.620689655172416,88.4228078988261,11.413793103448276,73.06843267108168,ESM,11.14,TRA,3,True,CDR23,both,False
102,74.0,11.0,18.75862068965517,1.5862068965517242,18.75862068965517,86.722212048299,12.79310344827586,68.19852941176471,ESM,12.15,TRA,3,True,CDR23,both,False
103,81.0,12.0,22.48275862068965,2.206896551724138,22.48275862068965,83.59638074448522,13.689655172413794,60.88957055214724,ESM,13.16,TRA,3,True,CDR23,both,False
104,92.0,14.0,26.379310344827587,3.206896551724138,26.379310344827587,81.00224807009519,15.10344827586207,57.25490196078432,ESM,14.17,TRA,3,True,CDR23,both,False
105,98.0,15.0,31.379310344827587,6.068965517241379,31.379310344827587,78.1625780748222,14.551724137931034,46.37362637362637,ESM,15.18,TRA,3,True,CDR23,both,False
106,111.0,16.0,38.89655172413793,9.06896551724138,38.89655172413793,71.46169491808041,12.448275862068966,32.00354609929078,ESM,16.2,TRA,3,True,CDR23,both,False
107,98.0,14.0,48.06896551724138,19.517241379310345,48.06896551724138,65.79182398742535,8.689655172413794,18.077474892395983,ESM,17.21,TRA,3,True,CDR23,both,False
108,62.0,10.0,59.3448275862069,35.310344827586206,59.3448275862069,64.28639865253906,7.344827586206897,12.376525276002324,ESM,18.22,TRA,3,True,CDR23,both,False
109,31.0,9.0,70.62068965517241,66.75862068965517,70.62068965517241,66.75754719376421,1.137931034482759,1.611328125,ESM,19.23,TRA,3,True,CDR23,both,False
110,20.0,8.0,79.65517241379311,76.79310344827586,79.65517241379311,71.02603687785547,0.9655172413793104,1.2121212121212122,ESM,20.25,TRA,3,True,CDR23,both,False
111,8.0,4.0,85.10344827586206,84.13793103448276,85.10344827586206,67.02698087431693,0.4137931034482758,0.4862236628849271,ESM,21.26,TRA,3,True,CDR23,both,False
112,8.0,4.0,89.3103448275862,88.44827586206897,89.3103448275862,61.63864522417154,0.4137931034482758,0.4633204633204633,ESM,22.27,TRA,3,True,CDR23,both,False
113,7.0,5.0,91.82758620689656,91.0,91.82758620689656,64.49322434544109,0.3103448275862069,0.3379647014645137,ESM,23.28,TRA,3,True,CDR23,both,False
114,7.0,6.0,93.6896551724138,92.79310344827586,93.6896551724138,62.12772734511866,0.3103448275862069,0.3312476996687523,ESM,24.29,TRA,3,True,CDR23,both,False
115,35.0,7.0,7.436918990703851,1.2616201859229748,7.436918990703851,99.02597402597402,7.304116865869854,98.21428571428572,ESM,8.38,TRB,3,True,CDR23,both,False
116,33.0,9.0,9.56175298804781,2.357237715803453,9.56175298804781,98.2257179440278,9.262948207171316,96.875,ESM,9.31,TRB,3,True,CDR23,both,False
117,30.0,9.0,11.48738379814077,5.378486055776892,11.48738379814077,97.88947677836566,11.188579017264276,97.39884393063583,ESM,10.24,TRB,3,True,CDR23,both,False
118,37.0,9.0,14.209827357237716,8.06772908366534,14.209827357237716,96.7166749038094,13.04780876494024,91.82242990654206,ESM,11.17,TRB,3,True,CDR23,both,False
119,50.0,9.0,17.330677290836654,9.362549800796812,17.330677290836654,92.15893279297536,15.0066401062417,86.59003831417624,ESM,12.1,TRB,3,True,CDR23,both,False
120,60.0,13.0,20.551128818061088,10.358565737051793,20.551128818061088,85.78768453768456,16.865869853917662,82.06785137318255,ESM,13.03,TRB,3,True,CDR23,both,False
121,82.0,16.0,25.39840637450199,11.288180610889777,25.39840637450199,79.76908711337319,18.52589641434263,72.94117647058823,ESM,13.96,TRB,3,True,CDR23,both,False
122,104.0,19.0,32.13811420982736,13.114209827357238,32.13811420982736,69.8583516292148,19.09030544488712,59.400826446281,ESM,14.9,TRB,3,True,CDR23,both,False
123,112.0,17.0,42.16467463479416,16.766268260292165,42.16467463479416,61.68620757113501,20.0531208499336,47.55905511811024,ESM,15.83,TRB,3,True,CDR23,both,False
124,80.0,15.0,52.32403718459496,36.786188579017264,52.32403718459496,59.800327361832686,2.556440903054449,4.885786802030457,ESM,16.76,TRB,3,True,CDR23,both,False
125,43.0,13.0,63.778220451527226,56.93891102257636,63.778220451527226,56.66338960833504,1.1620185922974768,1.8219677251431543,ESM,17.69,TRB,3,True,CDR23,both,False
126,30.0,13.0,73.97078353253652,70.0863213811421,73.97078353253652,56.87188047491222,0.9628154050464808,1.3016157989228008,ESM,18.62,TRB,3,True,CDR23,both,False
127,15.0,7.0,81.37450199203187,79.34926958831342,81.37450199203187,65.93976223683336,0.6308100929614874,0.7751937984496124,ESM,19.55,TRB,3,True,CDR23,both,False
128,10.0,6.0,87.61620185922975,86.12217795484727,87.61620185922975,64.21186112782104,0.5312084993359893,0.6062902614626753,ESM,20.48,TRB,3,True,CDR23,both,False
129,9.0,4.0,90.80345285524568,89.27622841965471,90.80345285524568,74.94913630093995,0.3320053120849933,0.3656307129798903,ESM,21.41,TRB,3,True,CDR23,both,False
130,51.0,6.0,11.92573196857891,3.403951440133301,11.92573196857891,99.15032679738565,11.6162818376577,97.40518962075848,ESM,1.11,TR,3,True,CDR23,both,True
131,64.0,9.0,15.020233277791002,4.903594382289931,15.020233277791002,96.71875,14.353725303499166,95.56259904912837,ESM,1.23,TR,3,True,CDR23,both,True
132,69.0,9.0,18.424184717924305,8.164722685074983,18.424184717924305,95.18918033558673,17.638657462508927,95.73643410852712,ESM,1.35,TR,3,True,CDR23,both,True
133,80.0,11.0,23.065936681742443,10.545108307545824,23.065936681742443,94.667674395883,21.92335158295644,95.04643962848296,ESM,1.48,TR,3,True,CDR23,both,True
134,74.0,12.0,28.278981194953584,17.5672458938348,28.278981194953584,92.30108955718713,26.39847655320162,93.35016835016836,ESM,1.6,TR,3,True,CDR23,both,True
135,76.0,12.0,34.92025708164723,25.30349916686503,34.92025708164723,89.57634220099159,6.784099024041895,19.427402862985684,ESM,1.72,TR,3,True,CDR23,both,True
136,79.0,10.0,43.01356819804808,32.75410616519876,43.01356819804808,86.93412245567399,5.831944775053558,13.558384061981185,ESM,1.85,TR,3,True,CDR23,both,True
137,67.0,9.0,53.46346108069508,44.70364199000238,53.46346108069508,88.55835913593896,5.070221375862889,9.483526268922528,ESM,1.97,TR,3,True,CDR23,both,True
138,47.0,10.0,65.48440847417281,60.77124494168055,65.48440847417281,86.38302733816148,3.142109021661509,4.79825517993457,ESM,2.09,TR,3,True,CDR23,both,True
139,34.0,10.0,75.72006665079743,72.24470364199,75.72006665079743,85.60705171689764,2.118543203999048,2.797862307450487,ESM,2.21,TR,3,True,CDR23,both,True
140,27.0,7.0,83.67055462985003,80.7426803142109,83.67055462985003,86.58521139063593,1.880504641751964,2.2475106685633,ESM,2.34,TR,3,True,CDR23,both,True
141,22.0,8.0,88.21709116876934,85.59866698405142,88.21709116876934,92.77345198368558,1.8090930730778385,2.050728548300054,ESM,2.46,TR,3,True,CDR23,both,True
142,20.0,8.0,91.04975005950963,88.62175672458939,91.04975005950963,90.46783766193516,1.5472506546060465,1.699346405228758,ESM,2.58,TR,3,True,CDR23,both,True
143,19.0,6.0,93.00166626993573,90.83551535348728,93.00166626993573,86.64363345470595,1.4520352297072123,1.5613002303557717,ESM,2.71,TR,3,True,CDR23,both,True
144,17.0,6.0,94.54891692454176,92.3589621518686,94.54891692454176,80.84036869245374,0.7617233991906689,0.8056394763343404,ESM,2.83,TR,3,True,CDR23,both,True
145,42.0,8.0,10.862068965517242,1.5517241379310345,10.862068965517242,85.17693946265373,7.206896551724138,66.34920634920636,ESM,0.8,TRA,3,True,CDR23,both,True
146,60.0,10.0,16.655172413793103,1.793103448275862,16.655172413793103,82.10620464476276,7.9655172413793105,47.82608695652174,ESM,0.88,TRA,3,True,CDR23,both,True
147,72.0,13.0,24.89655172413793,2.931034482758621,24.89655172413793,72.51367975495302,7.724137931034483,31.02493074792244,ESM,0.97,TRA,3,True,CDR23,both,True
148,69.0,11.0,37.6551724137931,10.482758620689657,37.6551724137931,58.49415974323001,6.689655172413793,17.765567765567766,ESM,1.06,TRA,3,True,CDR23,both,True
149,50.0,15.0,51.51724137931034,37.0,51.51724137931034,55.0075276617065,0.4482758620689655,0.8701472556894244,ESM,1.15,TRA,3,True,CDR23,both,True
150,29.0,10.0,64.96551724137932,60.13793103448276,64.96551724137932,58.54519399718704,0.3448275862068966,0.5307855626326964,ESM,1.24,TRA,3,True,CDR23,both,True
151,14.0,8.0,74.10344827586206,72.17241379310344,74.10344827586206,59.70240939185039,0.2758620689655172,0.3722661703117729,ESM,1.33,TRA,3,True,CDR23,both,True
152,8.0,5.0,80.75862068965517,79.93103448275862,80.75862068965517,56.52681909692264,0.1379310344827586,0.1707941929974381,ESM,1.41,TRA,3,True,CDR23,both,True
153,5.0,3.0,85.37931034482759,84.86206896551724,85.37931034482759,63.6231884057971,0.1379310344827586,0.1615508885298869,ESM,1.5,TRA,3,True,CDR23,both,True
154,10.0,7.0,88.82758620689656,87.72413793103448,88.82758620689656,64.312106918239,0.3793103448275862,0.4270186335403726,ESM,1.59,TRA,3,True,CDR23,both,True
155,10.0,6.0,90.72413793103448,89.62068965517241,90.72413793103448,63.48980377068104,0.3793103448275862,0.4180919802356518,ESM,1.68,TRA,3,True,CDR23,both,True
156,10.0,7.0,92.06896551724138,90.89655172413794,92.06896551724138,67.81588265048052,0.4827586206896552,0.5243445692883895,ESM,1.77,TRA,3,True,CDR23,both,True
157,10.0,6.0,93.24137931034484,91.93103448275862,93.24137931034484,64.47336834208552,0.3793103448275862,0.4068047337278107,ESM,1.86,TRA,3,True,CDR23,both,True
158,10.0,6.0,94.41379310344828,93.13793103448276,94.41379310344828,69.64685918795507,0.4827586206896552,0.5113221329437546,ESM,1.94,TRA,3,True,CDR23,both,True
159,9.0,5.0,95.3103448275862,93.93103448275862,95.3103448275862,59.44755223022477,0.3103448275862069,0.3256150506512301,ESM,2.03,TRA,3,True,CDR23,both,True
160,39.0,7.0,9.296148738379816,2.058432934926959,9.296148738379816,94.31761786600497,8.300132802124834,89.28571428571429,ESM,0.73,TRB,3,True,CDR23,both,True
161,40.0,10.0,12.98140770252324,6.54050464807437,12.98140770252324,86.79526226734349,11.155378486055778,85.93350383631713,ESM,0.82,TRB,3,True,CDR23,both,True
162,56.0,14.0,18.06108897742364,8.06772908366534,18.06108897742364,77.33847575117417,13.678618857901728,75.73529411764706,ESM,0.9,TRB,3,True,CDR23,both,True
163,60.0,14.0,26.06241699867197,12.51660026560425,26.06241699867197,69.78578790416844,15.471447543160693,59.36305732484077,ESM,0.98,TRB,3,True,CDR23,both,True
164,57.0,12.0,38.54581673306773,24.568393094289508,38.54581673306773,60.29303407021779,1.3280212483399734,3.4453057708871664,ESM,1.06,TRB,3,True,CDR23,both,True
165,39.0,14.0,54.24966799468792,46.54714475431607,54.24966799468792,53.96619068206241,0.5312084993359893,0.9791921664626684,ESM,1.14,TRB,3,True,CDR23,both,True
166,25.0,11.0,67.33067729083665,62.25099601593625,67.33067729083665,61.37827878787879,0.6308100929614874,0.9368836291913216,ESM,1.22,TRB,3,True,CDR23,both,True
167,25.0,12.0,78.12084993359893,75.2324037184595,78.12084993359893,56.116857899382175,0.3320053120849933,0.4249893752656183,ESM,1.31,TRB,3,True,CDR23,both,True
168,13.0,7.0,85.69057104913679,84.22974767596281,85.69057104913679,57.5386838887036,0.2324037184594953,0.2712127082526153,ESM,1.39,TRB,3,True,CDR23,both,True
169,9.0,4.0,90.5046480743692,89.47543160690572,90.5046480743692,58.45667559953275,0.298804780876494,0.3301540719002201,ESM,1.47,TRB,3,True,CDR23,both,True
170,6.0,3.0,93.02788844621514,92.43027888446215,93.02788844621514,71.73132183908046,0.398406374501992,0.4282655246252677,ESM,1.55,TRB,3,True,CDR23,both,True
171,4.0,2.0,94.62151394422312,94.1235059760956,94.62151394422312,63.78086419753086,0.3652058432934927,0.3859649122807017,ESM,1.63,TRB,3,True,CDR23,both,True
172,6.0,4.0,95.78353253652058,94.9867197875166,95.78353253652058,59.44852227270962,0.3652058432934927,0.3812824956672443,ESM,1.71,TRB,3,True,CDR23,both,True
173,5.0,2.0,96.54714475431608,95.78353253652058,96.54714475431608,73.48266897746967,0.3652058432934927,0.3782668500687758,ESM,1.8,TRB,3,True,CDR23,both,True
174,5.0,2.0,96.97875166002656,96.08233731739708,96.97875166002656,69.87368501881288,0.1660026560424966,0.171174255391989,ESM,1.88,TRB,3,True,CDR23,both,True
175,51.0,6.0,8.798140770252324,0.7636122177954847,8.798140770252324,98.61111111111111,8.300132802124834,94.33962264150944,physicochemical_PCA16,1.0,TRB,3,True,CDR23,both,False
176,40.0,7.0,13.346613545816734,5.146082337317397,13.346613545816734,97.04783364958888,12.815405046480745,96.01990049751244,physicochemical_PCA16,1.56,TRB,3,True,CDR23,both,False
177,40.0,11.0,18.12749003984064,11.08897742363878,18.12749003984064,85.46081802560293,16.00265604249668,88.27838827838828,physicochemical_PCA16,2.11,TRB,3,True,CDR23,both,False
178,77.0,14.0,25.43160690571049,12.616201859229747,25.43160690571049,80.9272317073069,19.15670650730412,75.32637075718016,physicochemical_PCA16,2.67,TRB,3,True,CDR23,both,False
179,118.0,16.0,37.68260292164675,14.309428950863214,37.68260292164675,67.01084053466852,19.9867197875166,53.03964757709251,physicochemical_PCA16,3.22,TRB,3,True,CDR23,both,False
180,114.0,16.0,58.134130146082335,18.42629482071713,58.134130146082335,57.9914433330597,20.3187250996016,34.95145631067961,physicochemical_PCA16,3.78,TRB,3,True,CDR23,both,False
181,38.0,13.0,81.00929614873839,39.34262948207172,81.00929614873839,55.42028176325709,0.6972111553784861,0.860655737704918,physicochemical_PCA16,4.33,TRB,3,True,CDR23,both,False
182,12.0,6.0,94.09030544488712,50.46480743691899,94.09030544488712,45.98716163664184,0.099601593625498,0.1058574453069866,physicochemical_PCA16,4.89,TRB,3,True,CDR23,both,False
183,2.0,2.0,99.00398406374502,89.14342629482071,99.00398406374502,28.285085491789403,0.0,0.0,physicochemical_PCA16,5.44,TRB,3,True,CDR23,both,False
184,1.0,1.0,99.9003984063745,99.9003984063745,99.9003984063745,29.976736457294784,0.0,0.0,physicochemical_PCA16,6.0,TRB,3,True,CDR23,both,False
185,66.0,8.0,10.586206896551724,0.6551724137931034,10.586206896551724,93.7550315181894,8.827586206896552,83.38762214983713,physicochemical_PCA16,1.0,TRA,3,True,CDR23,both,False
186,82.0,9.0,16.79310344827586,1.4827586206896552,16.79310344827586,91.81909852925166,12.379310344827584,73.71663244353182,physicochemical_PCA16,1.56,TRA,3,True,CDR23,both,False
187,102.0,14.0,26.6896551724138,3.5517241379310347,26.6896551724138,84.71523319090892,15.20689655172414,56.97674418604651,physicochemical_PCA16,2.11,TRA,3,True,CDR23,both,False
188,133.0,16.0,40.62068965517241,8.137931034482758,40.62068965517241,72.13511063026773,12.89655172413793,31.748726655348047,physicochemical_PCA16,2.67,TRA,3,True,CDR23,both,False
189,127.0,16.0,56.75862068965517,13.413793103448276,56.75862068965517,61.27197939510978,10.586206896551724,18.65127582017011,physicochemical_PCA16,3.22,TRA,3,True,CDR23,both,False
190,66.0,16.0,73.86206896551724,40.82758620689656,73.86206896551724,57.88443792089521,9.551724137931034,12.931839402427638,physicochemical_PCA16,3.78,TRA,3,True,CDR23,both,False
191,27.0,11.0,87.06896551724138,62.3448275862069,87.06896551724138,50.88150960757695,0.3103448275862069,0.3564356435643564,physicochemical_PCA16,4.33,TRA,3,True,CDR23,both,False
192,9.0,4.0,94.75862068965516,93.6896551724138,94.75862068965516,56.63824479613953,0.1379310344827586,0.1455604075691411,physicochemical_PCA16,4.89,TRA,3,True,CDR23,both,False
193,3.0,2.0,99.0,98.72413793103448,99.0,53.36767959017348,0.1379310344827586,0.1393242772553117,physicochemical_PCA16,5.44,TRA,3,True,CDR23,both,False
194,2.0,2.0,99.93103448275862,99.82758620689656,99.93103448275862,34.28324697754749,0.0,0.0,physicochemical_PCA16,6.0,TRA,3,True,CDR23,both,False
195,62.0,7.0,11.592477981432992,1.2139966674601286,11.592477981432992,99.23195084485408,11.354439419185908,97.94661190965093,physicochemical_PCA16,2.0,TR,3,True,CDR23,both,False
196,60.0,8.0,18.06712687455368,3.8800285646274695,18.06712687455368,98.32828282828284,17.805284456081885,98.55072463768116,physicochemical_PCA16,3.11,TR,3,True,CDR23,both,False
197,78.0,9.0,23.803856224708404,5.593906212806474,23.803856224708404,96.85286935286936,22.82789811949536,95.9,physicochemical_PCA16,4.22,TR,3,True,CDR23,both,False
198,108.0,12.0,32.32563675315401,5.927160199952392,32.32563675315401,95.33916986405558,29.7310164246608,91.97349042709868,physicochemical_PCA16,5.33,TR,3,True,CDR23,both,False
199,98.0,15.0,47.917162580338015,26.77933825279696,47.917162580338015,87.19965125133642,33.80147583908593,70.54148037754595,physicochemical_PCA16,6.44,TR,3,True,CDR23,both,False
200,76.0,14.0,69.15020233277791,60.79504879790526,69.15020233277791,75.25978818152088,2.951678171863842,4.268502581755594,physicochemical_PCA16,7.56,TR,3,True,CDR23,both,False
201,6.0,5.0,91.54963104022852,91.1925731968579,91.54963104022852,62.042112590272346,0.1428231373482504,0.15600624024961,physicochemical_PCA16,8.67,TR,3,True,CDR23,both,False
202,1.0,1.0,99.07164960723637,99.07164960723637,99.07164960723637,37.530033637674194,0.0,0.0,physicochemical_PCA16,9.78,TR,3,True,CDR23,both,False
203,1.0,1.0,99.9761961437753,99.9761961437753,99.9761961437753,37.38095238095238,0.0,0.0,physicochemical_PCA16,10.89,TR,3,True,CDR23,both,False
204,1.0,1.0,100.0,100.0,100.0,37.3958581290169,0.0,0.0,physicochemical_PCA16,12.0,TR,3,True,CDR23,both,False
205,39.0,5.0,8.432934926958831,0.7304116865869854,8.432934926958831,97.87434787434786,8.233731739707835,97.63779527559056,TCR-VALID,1.0,TRB,3,True,CDR23,both,False
206,28.0,6.0,11.387782204515272,3.054448871181939,11.387782204515272,97.16740132238029,10.98937583001328,96.50145772594752,TCR-VALID,1.33,TRB,3,True,CDR23,both,False
207,30.0,8.0,13.54581673306773,3.8844621513944224,13.54581673306773,95.0475910693302,12.815405046480745,94.6078431372549,TCR-VALID,1.67,TRB,3,True,CDR23,both,False
208,35.0,8.0,16.00265604249668,9.594953519256308,16.00265604249668,92.09803814573958,14.674634794156706,91.701244813278,TCR-VALID,2.0,TRB,3,True,CDR23,both,False
209,42.0,9.0,18.094289508632137,10.458167330677291,18.094289508632137,90.55169037311894,16.401062416998673,90.6422018348624,TCR-VALID,2.33,TRB,3,True,CDR23,both,False
210,53.0,11.0,20.750332005312085,11.321381142098272,20.750332005312085,86.65862388777789,17.96148738379814,86.56,TCR-VALID,2.67,TRB,3,True,CDR23,both,False
211,72.0,14.0,24.269588313413013,12.01859229747676,24.269588313413013,83.10471415904198,19.687915006640107,81.1217510259918,TCR-VALID,3.0,TRB,3,True,CDR23,both,False
212,78.0,13.0,27.52324037184595,12.649402390438247,27.52324037184595,78.91011034863247,20.81673306772908,75.63329312424608,TCR-VALID,3.33,TRB,3,True,CDR23,both,False
213,91.0,14.0,31.905710491367863,15.0730411686587,31.905710491367863,75.63842428246747,22.90836653386454,71.80020811654526,TCR-VALID,3.67,TRB,3,True,CDR23,both,False
214,91.0,16.0,36.25498007968128,16.201859229747676,36.25498007968128,71.08288012178866,7.171314741035856,19.78021978021978,TCR-VALID,4.0,TRB,3,True,CDR23,both,False
215,57.0,8.0,10.310344827586206,0.9310344827586208,10.310344827586206,93.58750907770516,8.724137931034482,84.61538461538461,TCR-VALID,1.0,TRA,3,True,CDR23,both,False
216,71.0,8.0,14.758620689655173,1.206896551724138,14.758620689655173,91.3169770976959,11.10344827586207,75.23364485981308,TCR-VALID,1.33,TRA,3,True,CDR23,both,False
217,79.0,9.0,18.17241379310345,1.5862068965517242,18.17241379310345,89.81181527593552,13.482758620689657,74.19354838709677,TCR-VALID,1.67,TRA,3,True,CDR23,both,False
218,90.0,11.0,22.06896551724138,2.1379310344827585,22.06896551724138,88.77061019590374,15.310344827586206,69.375,TCR-VALID,2.0,TRA,3,True,CDR23,both,False
219,90.0,14.0,25.27586206896552,2.9655172413793105,25.27586206896552,85.77743392964999,16.379310344827587,64.80218281036835,TCR-VALID,2.33,TRA,3,True,CDR23,both,False
220,98.0,17.0,28.93103448275862,4.344827586206897,28.93103448275862,82.20224543816602,15.172413793103448,52.44338498212157,TCR-VALID,2.67,TRA,3,True,CDR23,both,False
221,100.0,17.0,32.758620689655174,5.206896551724138,32.758620689655174,77.77441672041053,15.93103448275862,48.63157894736842,TCR-VALID,3.0,TRA,3,True,CDR23,both,False
222,114.0,17.0,36.75862068965517,5.931034482758621,36.75862068965517,74.54734212034967,14.379310344827584,39.11819887429643,TCR-VALID,3.33,TRA,3,True,CDR23,both,False
223,119.0,16.0,40.89655172413793,7.862068965517241,40.89655172413793,72.3770653724214,14.655172413793103,35.83473861720068,TCR-VALID,3.67,TRA,3,True,CDR23,both,False
224,132.0,18.0,45.51724137931034,10.689655172413794,45.51724137931034,66.7733641287302,14.06896551724138,30.90909090909091,TCR-VALID,4.0,TRA,3,True,CDR23,both,False
225,55.0,6.0,11.0449892882647,1.880504641751964,11.0449892882647,99.8181818181818,10.806950726017616,97.84482758620688,TCR-VALID,2.0,TR,3,True,CDR23,both,False
226,63.0,7.0,15.829564389431088,1.951916210426089,15.829564389431088,98.92977392977392,15.66293739585813,98.94736842105264,TCR-VALID,3.11,TR,3,True,CDR23,both,False
227,63.0,8.0,18.400380861699595,4.641751963818138,18.400380861699595,98.3862433862434,17.87669602475601,97.15394566623544,TCR-VALID,4.22,TR,3,True,CDR23,both,False
228,75.0,8.0,21.94715543918115,5.474886931682932,21.94715543918115,97.81111111111112,21.233039752439897,96.74620390455532,TCR-VALID,5.33,TR,3,True,CDR23,both,False
229,73.0,9.0,24.660795048797905,6.046179481075934,24.660795048797905,97.94272384355769,24.16091406807903,97.97297297297295,TCR-VALID,6.44,TR,3,True,CDR23,both,False
230,79.0,10.0,27.68388478933588,9.473934777433945,27.68388478933588,96.1094624506023,26.707926684122828,96.47463456577816,TCR-VALID,7.56,TR,3,True,CDR23,both,False
231,83.0,11.0,31.61152106641276,16.995953344441798,31.61152106641276,95.24836944187584,28.517019757200668,90.21084337349396,TCR-VALID,8.67,TR,3,True,CDR23,both,False
232,89.0,12.0,36.94358486074744,18.75743870507022,36.94358486074744,93.07877469100517,31.183051654368008,84.40721649484536,TCR-VALID,9.78,TR,3,True,CDR23,both,False
233,80.0,12.0,44.10854558438467,33.68245655796239,44.10854558438467,92.62285873406051,7.998095691502023,18.13275769023205,TCR-VALID,10.89,TR,3,True,CDR23,both,False
234,69.0,16.0,51.08307545822423,43.56105689121637,51.08307545822423,94.21336365384832,6.450845036895977,12.628145386766075,TCR-VALID,12.0,TR,3,True,CDR23,both,False
235,61.0,16.0,66.71056964109319,19.690484030293053,66.71056964109319,56.95564392694547,1.5805070793546263,2.3692003948667324,physico,7.0,TRB,3,True,CDR123,both,False
236,23.0,9.0,83.4376028975963,20.57951926243003,83.4376028975963,49.92726727633037,0.2304906157392163,0.2762430939226519,physico,7.8,TRB,3,True,CDR123,both,False
237,7.0,4.0,93.61211722094173,82.35100428054001,93.61211722094173,42.00489477488944,0.0987816924596641,0.105522335561027,physico,8.6,TRB,3,True,CDR123,both,False
238,5.0,3.0,97.89265722752717,86.92788936450445,97.89265722752717,34.20856028030838,0.0,0.0,physico,9.4,TRB,3,True,CDR123,both,False
239,2.0,2.0,99.63780046098124,98.45242015146526,99.63780046098124,26.02749907097733,0.0,0.0,physico,10.2,TRB,3,True,CDR123,both,False
240,2.0,2.0,99.90121830754032,98.68291076720448,99.90121830754032,25.742409075742408,0.0,0.0,physico,11.0,TRB,3,True,CDR123,both,False
241,1.0,1.0,100.0,100.0,100.0,29.73328943035891,0.0,0.0,physico,11.8,TRB,3,True,CDR123,both,False
242,1.0,1.0,100.0,100.0,100.0,29.73328943035891,0.0,0.0,physico,12.6,TRB,3,True,CDR123,both,False
243,1.0,1.0,100.0,100.0,100.0,29.73328943035891,0.0,0.0,physico,13.4,TRB,3,True,CDR123,both,False
244,1.0,1.0,100.0,100.0,100.0,29.73328943035891,0.0,0.0,physico,14.2,TRB,3,True,CDR123,both,False
245,1.0,1.0,100.0,100.0,100.0,29.73328943035891,0.0,0.0,physico,15.0,TRB,3,True,CDR123,both,False
246,7.0,3.0,0.803799780781878,0.1461454146876142,0.803799780781878,95.23809523809526,0.6941907197661673,86.36363636363636,physico,1.6,TRA,3,True,CDR3,both,False
247,50.0,8.0,11.618560467665327,1.205699671172817,11.618560467665327,90.12472527472528,9.49945195469492,81.76100628930817,physico,2.16,TRA,3,True,CDR3,both,False
248,70.0,12.0,19.035440263061748,1.7172086225794665,19.035440263061748,80.25723693732812,12.714651077822433,66.79462571976967,physico,2.72,TRA,3,True,CDR3,both,False
249,94.0,14.0,28.461819510412862,3.215199123127512,28.461819510412862,69.64667442741832,14.724150529777129,51.73299101412067,physico,3.28,TRA,3,True,CDR3,both,False
250,114.0,16.0,38.39970770917063,5.078553160394593,38.39970770917063,60.28338475100024,13.92035074899525,36.2511893434824,physico,3.84,TRA,3,True,CDR3,both,False
251,112.0,16.0,49.94519546949214,8.2572159298502,49.94519546949214,52.71699798767419,7.52648885641213,15.06949524506218,physico,4.4,TRA,3,True,CDR3,both,False
252,116.0,17.0,64.81549141395689,23.967848008768726,64.81549141395689,52.09913826399115,8.512970405553526,13.134160090191656,physico,4.96,TRA,3,True,CDR3,both,False
