,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,c-CSI,c-precision,method,epsilon,chains,minsize,flu_included,feature,sources,mean_features
253,69.0,14.0,75.73986116185604,46.18195104128608,75.73986116185604,54.08132661250629,1.4614541468761415,1.929570670525808,physico,5.52,TRA,3,True,CDR3,both,False
254,38.0,8.0,84.472049689441,73.54767994154183,84.472049689441,51.65330786035479,0.5845816587504568,0.6920415224913494,physico,6.08,TRA,3,True,CDR3,both,False
255,19.0,4.0,89.95250274022652,84.17975886006576,89.95250274022652,57.969353441847055,0.5845816587504568,0.6498781478472786,physico,6.64,TRA,3,True,CDR3,both,False
256,12.0,4.0,93.8618925831202,89.25831202046035,93.8618925831202,63.834444952766205,0.2557544757033248,0.2724795640326976,physico,7.2,TRA,3,True,CDR3,both,False
257,8.0,2.0,96.45597369382536,95.21373766898064,96.45597369382536,63.40503142930234,0.2557544757033248,0.2651515151515151,physico,7.76,TRA,3,True,CDR3,both,False
258,3.0,1.0,98.06357325538912,97.69820971867009,98.06357325538912,62.05019529626859,0.0,0.0,physico,8.32,TRA,3,True,CDR3,both,False
259,2.0,1.0,99.0135184508586,98.72122762148338,99.0135184508586,60.64489267209474,0.0,0.0,physico,8.88,TRA,3,True,CDR3,both,False
260,2.0,1.0,99.52502740226524,99.23273657289002,99.52502740226524,60.68667157584683,0.0,0.0,physico,9.44,TRA,3,True,CDR3,both,False
261,1.0,1.0,99.78078187796858,99.78078187796858,99.78078187796858,34.053460270963015,0.0,0.0,physico,10.0,TRA,3,True,CDR3,both,False
262,73.0,10.0,15.413793103448276,1.3793103448275863,15.413793103448276,92.9870775490528,13.06896551724138,84.78747203579418,physico,3.0,TRA,3,True,CDR23,both,False
263,94.0,12.0,23.0,1.9655172413793105,23.0,88.51973113375202,15.827586206896552,68.81559220389805,physico,3.8,TRA,3,True,CDR23,both,False
264,95.0,12.0,29.89655172413793,3.2758620689655173,29.89655172413793,83.04155951617713,16.724137931034484,55.94002306805075,physico,4.6,TRA,3,True,CDR23,both,False
265,118.0,15.0,39.82758620689656,8.89655172413793,39.82758620689656,74.03817475094128,14.586206896551724,36.62337662337662,physico,5.4,TRA,3,True,CDR23,both,False
266,128.0,15.0,53.55172413793103,12.137931034482758,53.55172413793103,65.35178581932738,10.827586206896552,20.21893110109465,physico,6.2,TRA,3,True,CDR23,both,False
267,63.0,11.0,69.41379310344827,48.206896551724135,69.41379310344827,60.80117571635512,2.4827586206896552,3.5767511177347244,physico,7.0,TRA,3,True,CDR23,both,False
268,32.0,10.0,85.55172413793103,79.0,85.55172413793103,63.63807069533963,1.137931034482759,1.3301088270858523,physico,7.8,TRA,3,True,CDR23,both,False
269,7.0,2.0,93.3103448275862,92.3793103448276,93.3103448275862,79.62916409564946,0.5862068965517241,0.6282335550628233,physico,8.6,TRA,3,True,CDR23,both,False
270,2.0,1.0,97.82758620689656,97.6206896551724,97.82758620689656,67.34369480748852,0.2068965517241379,0.2114910116320056,physico,9.4,TRA,3,True,CDR23,both,False
271,1.0,1.0,99.44827586206895,99.44827586206895,99.44827586206895,35.22884882108183,0.0,0.0,physico,10.2,TRA,3,True,CDR23,both,False
272,1.0,1.0,99.86206896551724,99.86206896551724,99.86206896551724,35.18646408839779,0.0,0.0,physico,11.0,TRA,3,True,CDR23,both,False
273,1.0,1.0,99.96551724137932,99.96551724137932,99.96551724137932,35.15005174197999,0.0,0.0,physico,11.8,TRA,3,True,CDR23,both,False
274,1.0,1.0,100.0,100.0,100.0,35.172413793103445,0.0,0.0,physico,12.6,TRA,3,True,CDR23,both,False
275,1.0,1.0,100.0,100.0,100.0,35.172413793103445,0.0,0.0,physico,13.4,TRA,3,True,CDR23,both,False
276,1.0,1.0,100.0,100.0,100.0,35.172413793103445,0.0,0.0,physico,14.2,TRA,3,True,CDR23,both,False
277,1.0,1.0,100.0,100.0,100.0,35.172413793103445,0.0,0.0,physico,15.0,TRA,3,True,CDR23,both,False
278,73.0,10.0,15.2864044168392,1.3802622498274673,15.2864044168392,93.02132412439526,12.939958592132506,84.65011286681715,physico,3.0,TRA,3,True,CDR123,both,False
279,95.0,12.0,22.87784679089027,1.932367149758454,22.87784679089027,88.6595952991834,15.734989648033126,68.77828054298642,physico,3.8,TRA,3,True,CDR123,both,False
280,102.0,12.0,29.22705314009662,3.209109730848861,29.22705314009662,84.43191069464412,15.942028985507246,54.54545454545455,physico,4.6,TRA,3,True,CDR123,both,False
281,127.0,15.0,38.095238095238095,8.73015873015873,38.095238095238095,77.67777668941234,14.182194616977226,37.22826086956522,physico,5.4,TRA,3,True,CDR123,both,False
282,139.0,18.0,49.75845410628019,11.076604554865424,49.75845410628019,68.31067661504326,12.180814354727396,24.47988904299584,physico,6.2,TRA,3,True,CDR123,both,False
283,92.0,11.0,65.45893719806763,15.251897860593512,65.45893719806763,60.6802931830286,3.1055900621118013,4.74433315761729,physico,7.0,TRA,3,True,CDR123,both,False
284,66.0,14.0,81.74603174603175,16.494133885438234,81.74603174603175,55.09312618297658,1.4837819185645271,1.815111861544956,physico,7.8,TRA,3,True,CDR123,both,False
285,35.0,5.0,91.37336093857832,21.532091097308488,91.37336093857832,49.35222173993178,1.0006901311249137,1.095166163141994,physico,8.6,TRA,3,True,CDR123,both,False
286,13.0,4.0,97.20496894409938,65.5624568668047,97.20496894409938,40.925695164924754,0.2070393374741201,0.2129925452609158,physico,9.4,TRA,3,True,CDR123,both,False
287,3.0,2.0,99.13733609385784,92.33954451345755,99.13733609385784,29.58285481147992,0.0,0.0,physico,10.2,TRA,3,True,CDR123,both,False
288,2.0,2.0,99.82746721877156,94.09937888198758,99.82746721877156,29.825462465925305,0.0,0.0,physico,11.0,TRA,3,True,CDR123,both,False
289,1.0,1.0,100.0,100.0,100.0,35.196687370600415,0.0,0.0,physico,11.8,TRA,3,True,CDR123,both,False
290,1.0,1.0,100.0,100.0,100.0,35.196687370600415,0.0,0.0,physico,12.6,TRA,3,True,CDR123,both,False
291,1.0,1.0,100.0,100.0,100.0,35.196687370600415,0.0,0.0,physico,13.4,TRA,3,True,CDR123,both,False
292,1.0,1.0,100.0,100.0,100.0,35.196687370600415,0.0,0.0,physico,14.2,TRA,3,True,CDR123,both,False
293,1.0,1.0,100.0,100.0,100.0,35.196687370600415,0.0,0.0,physico,15.0,TRA,3,True,CDR123,both,False
294,5.0,1.0,0.4163605192260592,0.1224589762429586,0.4163605192260592,100.0,0.4163605192260592,100.0,physico,1.6,TR,3,True,CDR3,both,False
295,36.0,3.0,5.853539064413422,1.2490815576781775,5.853539064413422,99.30555555555556,5.755571883419055,98.326359832636,physico,2.16,TR,3,True,CDR3,both,False
296,42.0,4.0,8.743570903747244,1.5184913054126867,8.743570903747244,99.4047619047619,8.645603722752877,98.8795518207283,physico,2.72,TR,3,True,CDR3,both,False
297,48.0,6.0,11.78055351457262,1.7144256674014204,11.78055351457262,98.7847222222222,11.609110947832477,98.54469854469856,physico,3.28,TR,3,True,CDR3,both,False
298,55.0,7.0,15.258388439872643,1.9593436198873373,15.258388439872643,99.22865013774106,15.184913054126868,99.51845906902086,physico,3.84,TR,3,True,CDR3,both,False
299,53.0,8.0,18.148420279206466,4.26157237325496,18.148420279206466,98.61553540798823,17.756551555229,97.84075573549258,physico,4.4,TR,3,True,CDR3,both,False
300,50.0,8.0,20.401665442076904,5.510653930933137,20.401665442076904,98.45726495726495,19.96081312760225,97.83913565426172,physico,4.96,TR,3,True,CDR3,both,False
301,48.0,8.0,22.45897624295861,6.53930933137399,22.45897624295861,97.88152048568718,22.14058290472692,98.58233369683752,physico,5.52,TR,3,True,CDR3,both,False
302,58.0,8.0,24.46730345334313,6.931178055351458,24.46730345334313,96.02616657714108,23.365172667156504,95.49549549549548,physico,6.08,TR,3,True,CDR3,both,False
303,71.0,11.0,27.406318883174137,7.127112417340191,27.406318883174137,93.90211712450927,26.0592701445016,95.08489722966937,physico,6.64,TR,3,True,CDR3,both,False
304,82.0,11.0,32.15772716140093,7.518981141317658,32.15772716140093,91.89589103054168,25.42248346803821,79.05559786747905,physico,7.2,TR,3,True,CDR3,both,False
305,78.0,13.0,37.93779084006858,7.567964731814842,37.93779084006858,85.2149494298003,23.75704139113397,62.62104583602324,physico,7.76,TR,3,True,CDR3,both,False
306,73.0,12.0,45.87313250061229,8.008817046289494,45.87313250061229,79.32054002497772,22.5079598334558,49.06567004805125,physico,8.32,TR,3,True,CDR3,both,False
307,74.0,11.0,56.72299779573843,27.16140093068822,56.72299779573843,78.90329673995917,17.021797697771248,30.008635578583764,physico,8.88,TR,3,True,CDR3,both,False
308,48.0,10.0,67.37692872887582,47.48959098701935,67.37692872887582,80.88950760185658,7.274063188831741,10.79607415485278,physico,9.44,TR,3,True,CDR3,both,False
309,32.0,7.0,77.34508939505265,70.04653441097233,77.34508939505265,76.43635577313982,5.192260592701445,6.713109563014566,physico,10.0,TR,3,True,CDR3,both,False
310,45.0,5.0,8.593192097119733,1.0949773863365866,8.593192097119733,99.44444444444444,8.497976672220899,98.89196675900276,physico,3.0,TR,3,True,CDR23,both,False
311,58.0,7.0,12.639847655320162,1.880504641751964,12.639847655320162,99.2685475444096,12.568436086646036,99.43502824858756,physico,3.8,TR,3,True,CDR23,both,False
312,69.0,8.0,16.162818376577004,2.142347060223756,16.162818376577004,98.91414141414144,15.781956676981672,97.64359351988216,physico,4.6,TR,3,True,CDR23,both,False
313,67.0,8.0,18.590811711497263,3.999047845751012,18.590811711497263,98.93034825870647,18.16234229945251,97.69526248399488,physico,5.4,TR,3,True,CDR23,both,False
314,75.0,8.0,21.04260890264223,4.094263270649845,21.04260890264223,98.62457912457911,20.49512020947393,97.39819004524888,physico,6.2,TR,3,True,CDR23,both,False
315,81.0,10.0,23.875267793382527,4.260890264222804,23.875267793382527,98.6853098890136,23.32777910021424,97.70687936191426,physico,7.0,TR,3,True,CDR23,both,False
316,81.0,11.0,26.08902642228041,5.784337062604142,26.08902642228041,97.69074263840768,25.4939300166627,97.71897810218978,physico,7.8,TR,3,True,CDR23,both,False
317,104.0,14.0,30.54034753630088,6.117591049750059,30.54034753630088,95.68098681210094,28.850273744346584,94.46609508963368,physico,8.6,TR,3,True,CDR23,both,False
318,114.0,14.0,35.61056891216377,6.546060461794811,35.61056891216377,93.27330994153893,30.08807426803142,84.49197860962566,physico,9.4,TR,3,True,CDR23,both,False
319,125.0,15.0,42.91835277314925,7.022137586288979,42.91835277314925,89.43615646361818,30.11187812425613,70.16084303937882,physico,10.2,TR,3,True,CDR23,both,False
320,121.0,15.0,52.29707212568436,8.021899547726731,52.29707212568436,90.7538732135752,26.707926684122828,51.06964041875285,physico,11.0,TR,3,True,CDR23,both,False
321,91.0,15.0,61.84241847179243,23.32777910021424,61.84241847179243,87.34109895565663,17.614853606284218,28.48344880677444,physico,11.8,TR,3,True,CDR23,both,False
322,66.0,14.0,73.50630802189954,53.74910735539157,73.50630802189954,77.4140382878096,6.40323732444656,8.711139896373057,physico,12.6,TR,3,True,CDR23,both,False
323,31.0,12.0,85.00357057843371,77.9100214234706,85.00357057843371,71.12596645351778,4.855986669840514,5.712685522262672,physico,13.4,TR,3,True,CDR23,both,False
324,11.0,6.0,93.85860509402524,92.9064508450369,93.85860509402524,79.2607085458738,0.59509640561771,0.63403499873193,physico,14.2,TR,3,True,CDR23,both,False
325,2.0,1.0,97.4291835277315,97.31016424660795,97.4291835277315,68.8600782778865,0.119019281123542,0.1221597849987784,physico,15.0,TR,3,True,CDR23,both,False
326,45.0,5.0,8.507109004739336,1.0900473933649288,8.507109004739336,99.44444444444444,8.412322274881516,98.8857938718663,physico,3.0,TR,3,True,CDR123,both,False
327,58.0,7.0,12.559241706161137,1.919431279620853,12.559241706161137,99.2337164750958,12.274881516587678,97.73584905660375,physico,3.8,TR,3,True,CDR123,both,False
328,67.0,8.0,15.876777251184834,2.132701421800948,15.876777251184834,98.88172772501132,15.497630331753555,97.61194029850746,physico,4.6,TR,3,True,CDR123,both,False
329,70.0,8.0,18.127962085308056,2.251184834123223,18.127962085308056,98.97619047619048,17.701421800947866,97.6470588235294,physico,5.4,TR,3,True,CDR123,both,False
330,76.0,8.0,20.14218009478673,3.957345971563981,20.14218009478673,99.08127325890484,19.66824644549763,97.6470588235294,physico,6.2,TR,3,True,CDR123,both,False
331,88.0,10.0,23.34123222748816,4.241706161137441,23.34123222748816,98.44897842056932,22.725118483412324,97.36040609137056,physico,7.0,TR,3,True,CDR123,both,False
332,90.0,11.0,25.56872037914692,4.265402843601896,25.56872037914692,97.58406056025105,24.90521327014218,97.4050046339203,physico,7.8,TR,3,True,CDR123,both,False
333,108.0,14.0,28.767772511848342,4.502369668246446,28.767772511848342,95.95852918727196,27.13270142180095,94.3163097199341,physico,8.6,TR,3,True,CDR123,both,False
334,130.0,14.0,32.48815165876777,4.5260663507109005,32.48815165876777,94.831730922215,29.38388625592417,90.44493070751275,physico,9.4,TR,3,True,CDR123,both,False
335,149.0,15.0,37.70142180094787,5.66350710900474,37.70142180094787,93.0787812328298,32.51184834123223,86.23507228158391,physico,10.2,TR,3,True,CDR123,both,False
336,150.0,15.0,44.33649289099526,5.805687203791469,44.33649289099526,89.4979750011308,32.27488151658768,72.79529663281667,physico,11.0,TR,3,True,CDR123,both,False
337,136.0,15.0,50.90047393364929,6.184834123222749,50.90047393364929,86.85109098563437,28.649289099526065,56.28491620111732,physico,11.8,TR,3,True,CDR123,both,False
338,118.0,16.0,59.54976303317535,10.4739336492891,59.54976303317535,84.9054447796194,21.398104265402843,35.93314763231198,physico,12.6,TR,3,True,CDR123,both,False
339,102.0,17.0,69.76303317535545,40.07109004739336,69.76303317535545,79.30336608379847,12.061611374407583,17.289402173913043,physico,13.4,TR,3,True,CDR123,both,False
340,68.0,15.0,80.18957345971565,66.30331753554502,80.18957345971565,71.21922731596658,7.440758293838862,9.278959810874705,physico,14.2,TR,3,True,CDR123,both,False
341,26.0,11.0,89.0995260663507,82.39336492890995,89.0995260663507,69.12782800782091,4.549763033175355,5.1063829787234045,physico,15.0,TR,3,True,CDR123,both,False
342,41.0,7.0,8.40534171249018,1.139041633935585,8.40534171249018,85.00495159452267,5.813040062843676,69.1588785046729,ESM,7.02,TRA,3,True,CDR3,regnonly,False
343,68.0,9.0,18.73527101335428,1.6496465043205029,18.73527101335428,78.52781202404589,10.487038491751768,55.9748427672956,ESM,7.8,TRA,3,True,CDR3,regnonly,False
344,86.0,11.0,27.06205813040063,4.006284367635507,27.06205813040063,71.19691581648699,15.200314218381775,56.16835994194485,ESM,8.57,TRA,3,True,CDR3,regnonly,False
345,98.0,11.0,31.81461115475255,4.477611940298507,31.81461115475255,67.99963950308276,13.668499607227025,42.96296296296296,ESM,9.35,TRA,3,True,CDR3,regnonly,False
346,108.0,12.0,38.884524744697565,5.616653574234093,38.884524744697565,60.15457850455494,13.94344069128044,35.85858585858586,ESM,10.13,TRA,3,True,CDR3,regnonly,False
347,130.0,12.0,46.30793401413983,5.852317360565593,46.30793401413983,58.01219175605107,15.16103692065986,32.739609838846484,ESM,10.91,TRA,3,True,CDR3,regnonly,False
348,137.0,12.0,54.281225451688925,5.970149253731344,54.281225451688925,55.810383335667545,12.097407698350354,22.286541244573083,ESM,11.69,TRA,3,True,CDR3,regnonly,False
349,142.0,12.0,63.04006284367635,6.048703849175177,63.04006284367635,52.09035819656482,8.52317360565593,13.5202492211838,ESM,12.47,TRA,3,True,CDR3,regnonly,False
350,148.0,13.0,70.38491751767478,8.955223880597014,70.38491751767478,49.55193535837615,8.326787117046347,11.830357142857142,ESM,13.25,TRA,3,True,CDR3,regnonly,False
351,131.0,12.0,77.37627651217596,26.9835035349568,77.37627651217596,48.77338331967489,6.952081696779262,8.98477157360406,ESM,14.03,TRA,3,True,CDR3,regnonly,False
352,112.0,13.0,83.38570306362922,39.74862529457973,83.38570306362922,48.45162611942512,8.483896307934014,10.17428167687235,ESM,14.81,TRA,3,True,CDR3,regnonly,False
353,82.0,11.0,87.39198743126472,46.22937941869599,87.39198743126472,49.52391711213097,0.432050274941084,0.4943820224719101,ESM,15.59,TRA,3,True,CDR3,regnonly,False
354,57.0,9.0,90.76983503534956,75.3338570306363,90.76983503534956,51.3781017082317,0.432050274941084,0.4759844223279965,ESM,16.37,TRA,3,True,CDR3,regnonly,False
355,32.0,8.0,92.77297721916732,81.65750196386489,92.77297721916732,53.62891392718248,0.3927729772191673,0.4233700254022015,ESM,17.15,TRA,3,True,CDR3,regnonly,False
356,18.0,6.0,93.99057344854674,87.74548311076198,93.99057344854674,56.61562610856524,0.746268656716418,0.7939824488090264,ESM,17.93,TRA,3,True,CDR3,regnonly,False
357,19.0,4.0,3.5113386978785663,0.8046817849305048,3.5113386978785663,98.24561403508773,3.401609363569861,96.875,ESM,6.85,TRB,3,True,CDR3,regnonly,False
358,39.0,5.0,8.66861741038771,1.7190929041697147,8.66861741038771,96.84188034188034,7.973664959765911,91.9831223628692,ESM,7.61,TRB,3,True,CDR3,regnonly,False
359,39.0,8.0,13.569861009509877,2.633504023408925,13.569861009509877,92.13259734093069,12.289685442574982,90.56603773584904,ESM,8.38,TRB,3,True,CDR3,regnonly,False
360,42.0,8.0,16.276517922457938,3.474762253108998,16.276517922457938,89.02962071816667,13.899049012435992,85.3932584269663,ESM,9.14,TRB,3,True,CDR3,regnonly,False
361,52.0,8.0,21.47037307973665,4.828090709583028,21.47037307973665,79.54501168056154,9.253840526700804,43.10051107325384,ESM,9.9,TRB,3,True,CDR3,regnonly,False
362,61.0,10.0,27.39575713240673,10.97293343087052,27.39575713240673,72.71330991412958,3.9136795903438175,14.285714285714286,ESM,10.66,TRB,3,True,CDR3,regnonly,False
363,60.0,11.0,32.22384784198976,16.130212143379662,32.22384784198976,72.14118289118288,3.9136795903438175,12.145289443813848,ESM,11.42,TRB,3,True,CDR3,regnonly,False
364,68.0,10.0,40.0512070226774,17.99561082662765,40.0512070226774,69.32465952146565,4.6452084857351865,11.598173515981737,ESM,12.18,TRB,3,True,CDR3,regnonly,False
365,60.0,11.0,48.28090709583029,22.567666422823702,48.28090709583029,63.86354130039805,4.059985369422092,8.409090909090908,ESM,12.95,TRB,3,True,CDR3,regnonly,False
366,48.0,10.0,58.52231163130944,39.39283101682516,58.52231163130944,57.34700817112167,1.097293343087052,1.875,ESM,13.71,TRB,3,True,CDR3,regnonly,False
367,30.0,10.0,67.5932699341624,56.62033650329188,67.5932699341624,51.015756119039295,0.4389173372348208,0.6493506493506493,ESM,14.47,TRB,3,True,CDR3,regnonly,False
368,17.0,8.0,76.15215801024141,72.01901975128017,76.15215801024141,49.61126779891157,0.1097293343087052,0.1440922190201729,ESM,15.23,TRB,3,True,CDR3,regnonly,False
369,14.0,8.0,82.26042428675933,78.63935625457205,82.26042428675933,39.00999130068898,0.0,0.0,ESM,15.99,TRB,3,True,CDR3,regnonly,False
370,12.0,8.0,87.19824433065106,85.22311631309437,87.19824433065106,39.00044935989141,0.0,0.0,ESM,16.75,TRB,3,True,CDR3,regnonly,False
371,10.0,4.0,90.52670080468178,88.95391367959034,90.52670080468178,38.65072838345865,0.0,0.0,ESM,17.51,TRB,3,True,CDR3,regnonly,False
372,50.0,5.0,9.47341249354672,1.961796592669076,9.47341249354672,99.27777777777776,9.137842023748064,96.45776566757492,ESM,1.07,TR,3,True,CDR3,regnonly,True
373,54.0,7.0,13.345379452762003,2.710376871450697,13.345379452762003,98.76543209876544,13.164687661331955,98.64603481624758,ESM,1.19,TR,3,True,CDR3,regnonly,True
374,51.0,9.0,16.417139907072794,6.943727413526071,16.417139907072794,97.6905508176009,16.00413009808983,97.48427672955977,ESM,1.3,TR,3,True,CDR3,regnonly,True
375,53.0,9.0,20.573051109963863,12.261228704181724,20.573051109963863,96.95488721804512,19.92772328342798,96.86323713927229,ESM,1.42,TR,3,True,CDR3,regnonly,True
376,63.0,10.0,25.76148683531234,14.42953020134228,25.76148683531234,93.7196997662114,24.08363448631905,93.4869739478958,ESM,1.54,TR,3,True,CDR3,regnonly,True
377,73.0,8.0,32.1115126484254,18.45637583892617,32.1115126484254,91.61504781367796,9.654104284976768,30.064308681672024,ESM,1.66,TR,3,True,CDR3,regnonly,True
378,79.0,10.0,40.44914816726897,28.859060402684563,40.44914816726897,83.89001117786579,8.182756840474962,20.2297383535418,ESM,1.78,TR,3,True,CDR3,regnonly,True
379,62.0,11.0,51.26484254001033,43.93391843056273,51.26484254001033,81.18584906979017,3.7170882808466703,7.250755287009063,ESM,1.9,TR,3,True,CDR3,regnonly,True
380,39.0,10.0,63.81001548786784,59.49922560660816,63.81001548786784,77.82000721096334,2.194114610221993,3.4385113268608416,ESM,2.02,TR,3,True,CDR3,regnonly,True
381,20.0,9.0,76.76819824470832,74.03200826019618,76.76819824470832,79.639470013947,1.0067114093959733,1.3113651647612643,ESM,2.13,TR,3,True,CDR3,regnonly,True
382,12.0,5.0,85.67372225090345,84.27981414558596,85.67372225090345,86.31582865407522,0.619514713474445,0.7231093702922567,ESM,2.25,TR,3,True,CDR3,regnonly,True
383,13.0,6.0,91.45585957666496,89.9586990191017,91.45585957666496,84.73246146488614,0.6453278265358803,0.7056167090036692,ESM,2.37,TR,3,True,CDR3,regnonly,True
384,9.0,4.0,94.65668559628293,93.44346928239544,94.65668559628293,86.01237978309801,0.5678884873515746,0.5999454595036815,ESM,2.49,TR,3,True,CDR3,regnonly,True
385,7.0,4.0,97.05730511099638,96.10221992772328,97.05730511099638,80.8095429952803,0.3613835828600929,0.3723404255319149,ESM,2.61,TR,3,True,CDR3,regnonly,True
386,6.0,4.0,98.2447083118224,97.47031491997934,98.2447083118224,75.3707627118644,0.1548786783686112,0.1576458223857068,ESM,2.73,TR,3,True,CDR3,regnonly,True
387,24.0,7.0,3.495679497250589,0.432050274941084,3.495679497250589,82.90494227994229,2.1209740769835035,60.674157303370784,ESM,0.74,TRA,3,True,CDR3,regnonly,True
388,39.0,10.0,8.99450117831893,0.9819324430479184,8.99450117831893,78.5808576410583,4.595443833464258,51.09170305676856,ESM,0.83,TRA,3,True,CDR3,regnonly,True
389,64.0,10.0,18.73527101335428,3.9670070699135898,18.73527101335428,69.18264541790313,5.066771406127258,27.044025157232703,ESM,0.91,TRA,3,True,CDR3,regnonly,True
390,63.0,10.0,30.59701492537313,7.384131971720346,30.59701492537313,59.95639663044576,3.377847604084839,11.0397946084724,ESM,0.99,TRA,3,True,CDR3,regnonly,True
391,54.0,11.0,44.069128043990574,27.17989002356638,44.069128043990574,54.94984969819049,0.746268656716418,1.6934046345811051,ESM,1.07,TRA,3,True,CDR3,regnonly,True
392,55.0,12.0,58.95522388059702,45.24744697564808,58.95522388059702,55.05843332642393,1.0604870384917515,1.798800799467022,ESM,1.16,TRA,3,True,CDR3,regnonly,True
393,21.0,6.0,71.44540455616654,65.39670070699135,71.44540455616654,52.28324050904695,0.1178318931657502,0.1649257833974711,ESM,1.24,TRA,3,True,CDR3,regnonly,True
394,6.0,3.0,81.57894736842105,80.7541241162608,81.57894736842105,50.93169044530912,0.1178318931657502,0.1444390948483389,ESM,1.32,TRA,3,True,CDR3,regnonly,True
395,6.0,3.0,87.66692851531815,86.80282796543598,87.66692851531815,61.9002729296847,0.3142183817753338,0.3584229390681003,ESM,1.4,TRA,3,True,CDR3,regnonly,True
396,4.0,1.0,91.35899450117832,91.00549882168109,91.35899450117832,75.74090058984319,0.2356637863315004,0.2579535683576956,ESM,1.49,TRA,3,True,CDR3,regnonly,True
397,4.0,1.0,94.18695993715632,93.71563236449332,94.18695993715632,71.56328583403186,0.3142183817753338,0.3336113427856547,ESM,1.57,TRA,3,True,CDR3,regnonly,True
398,4.0,2.0,95.64021995286724,95.16889238020424,95.64021995286724,71.54869995872885,0.3142183817753338,0.3285420944558521,ESM,1.65,TRA,3,True,CDR3,regnonly,True
399,3.0,1.0,96.4650432050275,96.15082482325217,96.4650432050275,78.78540305010894,0.3142183817753338,0.3257328990228013,ESM,1.74,TRA,3,True,CDR3,regnonly,True
400,4.0,2.0,97.172034564022,96.73998428908092,97.172034564022,67.38733252131547,0.3142183817753338,0.3233629749393694,ESM,1.82,TRA,3,True,CDR3,regnonly,True
401,3.0,2.0,97.60408483896308,97.36842105263158,97.60408483896308,56.54609833714312,0.1178318931657502,0.1207243460764587,ESM,1.9,TRA,3,True,CDR3,regnonly,True
402,18.0,5.0,2.7798098024871982,0.2926115581565471,2.7798098024871982,89.81481481481482,1.9019751280175567,68.42105263157895,ESM,0.73,TRB,3,True,CDR3,regnonly,True
403,35.0,5.0,7.09583028529627,0.7681053401609363,7.09583028529627,86.8140940586761,4.059985369422092,57.21649484536083,ESM,0.81,TRB,3,True,CDR3,regnonly,True
404,54.0,9.0,15.179224579370883,4.974396488661302,15.179224579370883,69.12709283462817,7.388441843452816,48.67469879518072,ESM,0.89,TRB,3,True,CDR3,regnonly,True
405,72.0,11.0,26.99341623994148,11.338697878566204,26.99341623994148,65.92755555894621,2.487198244330651,9.214092140921409,ESM,0.97,TRB,3,True,CDR3,regnonly,True
406,53.0,9.0,40.45354791514265,28.675932699341622,40.45354791514265,63.56820572156323,1.7556693489392832,4.33996383363472,ESM,1.06,TRB,3,True,CDR3,regnonly,True
407,27.0,8.0,58.74177029992685,54.68178493050476,58.74177029992685,60.43302778810026,0.7681053401609363,1.307596513075965,ESM,1.14,TRB,3,True,CDR3,regnonly,True
408,15.0,5.0,71.94586686174104,69.64155084125822,71.94586686174104,60.74634298163709,0.4754937820043892,0.6609049313675648,ESM,1.22,TRB,3,True,CDR3,regnonly,True
409,10.0,4.0,81.78493050475494,80.39502560351134,81.78493050475494,58.899605702153465,0.3291880029261156,0.4025044722719141,ESM,1.3,TRB,3,True,CDR3,regnonly,True
410,2.0,2.0,89.2465252377469,89.10021945866862,89.2465252377469,41.31773399014779,0.0,0.0,ESM,1.38,TRB,3,True,CDR3,regnonly,True
411,4.0,4.0,93.08705193855155,92.68471104608632,93.08705193855155,64.32024467245462,0.1097293343087052,0.1178781925343811,ESM,1.46,TRB,3,True,CDR3,regnonly,True
412,3.0,3.0,95.46452084857351,95.17190929041698,95.46452084857351,64.03023315398411,0.1097293343087052,0.1149425287356321,ESM,1.54,TRB,3,True,CDR3,regnonly,True
413,1.0,1.0,96.70811997073884,96.70811997073884,96.70811997073884,31.80786686838124,0.0,0.0,ESM,1.62,TRB,3,True,CDR3,regnonly,True
414,1.0,1.0,97.54937820043892,97.54937820043892,97.54937820043892,31.75853018372704,0.0,0.0,ESM,1.7,TRB,3,True,CDR3,regnonly,True
415,1.0,1.0,98.35405998536942,98.35405998536942,98.35405998536942,31.90777240609892,0.0,0.0,ESM,1.79,TRB,3,True,CDR3,regnonly,True
416,1.0,1.0,98.75640087783468,98.75640087783468,98.75640087783468,31.85185185185185,0.0,0.0,ESM,1.87,TRB,3,True,CDR3,regnonly,True
417,44.0,6.0,9.514994446501296,1.2587930396149574,9.514994446501296,92.47398434898436,7.367641614216956,77.43190661478599,ESM,9.11,TRA,3,True,CDR23,regnonly,False
418,56.0,8.0,13.217326915957052,1.36986301369863,13.217326915957052,93.69916405395728,10.36653091447612,78.43137254901961,ESM,10.12,TRA,3,True,CDR23,regnonly,False
419,63.0,8.0,16.216216216216218,1.4809329877823028,16.216216216216218,89.72239702189577,12.36579044798223,76.25570776255708,ESM,11.14,TRA,3,True,CDR23,regnonly,False
420,70.0,9.0,19.36319881525361,1.7030729359496484,19.36319881525361,87.6286378570793,13.735653461680858,70.93690248565966,ESM,12.15,TRA,3,True,CDR23,regnonly,False
421,76.0,9.0,23.17660125879304,2.3694927804516848,23.17660125879304,86.00264647444816,14.772306553128471,63.73801916932907,ESM,13.16,TRA,3,True,CDR23,regnonly,False
