,index,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,method,eps,minsize,spike_x,label_reference,fold
0,ismart,27,6,1.8592297476759627,0.099601593625498,1.8592297476759627,100.0,1.8592297476759627,100.0,ismart,8.00,2,0,tcrvalid,0
0,ismart,2,2,0.199203187250996,0.099601593625498,0.199203187250996,100.0,0.199203187250996,100.0,ismart,8.00,3,0,tcrvalid,0
