,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,fold,method,eps,minsize,spike_x,label_reference,index
1,630,474,15.1171875,2.3203125,15.097288426975073,58.377901246948866,5.5716183480503245,36.904761904761905,1,ismart,7.00,2,3,tcrvalid,
0,153,109,7.6640625,2.3203125,7.642416191294835,50.837109709658726,3.9618660623583652,51.84049079754601,1,ismart,7.00,3,3,tcrvalid,1.0
2,652,493,15.412858370439809,2.30450746035466,15.40625,58.48441963648793,5.1953125,33.72210953346856,2,ismart,7.00,2,3,tcrvalid,
0,137,93,7.366611983438794,2.30450746035466,7.359375,51.69227447438052,3.5390625,48.089171974522294,2,ismart,7.00,3,3,tcrvalid,2.0
3,629,469,15.019917206904632,2.265094118565961,15.013279175128886,58.686228688897636,5.436650523355726,36.21227887617066,3,ismart,7.00,2,3,tcrvalid,
0,139,96,7.365461220026556,2.265094118565961,7.358225277300422,51.536962915946845,3.796281830963912,51.59235668789809,3,ismart,7.00,3,3,tcrvalid,3.0
4,655,498,15.55225745977191,2.2808936103733792,15.545660495273808,57.89417289083491,5.429263338801656,34.92462311557789,4,ismart,7.00,2,3,tcrvalid,
0,145,99,7.584752382440244,2.2808936103733792,7.577533005233966,50.83229823101289,3.851261620185923,50.824742268041234,4,ismart,7.00,3,3,tcrvalid,4.0
5,681,521,16.168085604936344,2.288526126689057,16.161537259803154,57.43836388219832,5.147633182315263,31.851135814403094,5,ismart,7.00,2,3,tcrvalid,
0,153,105,7.920018745606498,2.288526126689057,7.912826120918607,50.101475841680084,3.56975472582409,45.113524185587366,5,ismart,7.00,3,3,tcrvalid,5.0
6,679,521,16.161537259803154,2.296516169348539,16.1484375,57.39103243565735,5.3046875,32.84954039671021,6,ismart,7.00,2,3,tcrvalid,
0,154,111,7.9596937978440865,2.296516169348539,7.9453125,48.17214950526843,3.6484375,45.91937069813176,6,ismart,7.00,3,3,tcrvalid,6.0
7,656,496,15.299906279287722,2.288347391440175,15.299906279287722,58.62838441772904,5.232739768822243,34.201123021949975,7,ismart,7.00,2,3,tcrvalid,
0,134,90,7.146204311152765,2.288347391440175,7.146204311152765,52.688210283807855,3.577007185254608,50.05464480874317,7,ismart,7.00,3,3,tcrvalid,7.0
8,633,473,15.14299109235818,2.320675105485232,15.14299109235818,58.36640526588145,5.461790904828879,36.06811145510836,8,ismart,7.00,2,3,tcrvalid,
0,145,101,7.516799499921863,2.320675105485232,7.516799499921863,51.00644505726175,3.8521644006876072,51.24740124740125,8,ismart,7.00,3,3,tcrvalid,8.0
9,644,486,15.263240118731447,2.37462896422434,15.263240118731447,58.538243577369926,5.553819715669427,36.38689866939611,9,ismart,7.00,2,3,tcrvalid,
0,136,94,7.326980159350102,2.37462896422434,7.326980159350102,51.46050635166347,3.8978284643024526,53.198294243070364,9,ismart,7.00,3,3,tcrvalid,9.0
10,657,498,15.638181534135292,2.4136853616622402,15.6315912819311,58.06931281080396,5.546441684243418,35.48225887056472,10,ismart,7.00,2,3,tcrvalid,
0,151,109,7.733166692704265,2.4136853616622402,7.733770799156316,49.34793719667683,3.866885399578158,50.0,10,ismart,7.00,3,3,tcrvalid,10.0
