,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,fold,method,eps,minsize,spike_x,label_reference,index
1,249,87,15.426294820717132,4.557768924302789,15.426294820717132,80.29082105334483,11.52191235059761,74.6900826446281,1,ismart,7.00,2,1,tcrvalid,
0,58,17,9.338645418326694,4.557768924302789,9.338645418326694,85.21404210832523,8.01593625498008,85.83617747440273,1,ismart,7.00,3,1,tcrvalid,1.0
2,254,95,15.854047163798597,4.588910133843212,15.854047163798597,78.4173115098053,11.217335882727852,70.7537688442211,2,ismart,7.00,2,1,tcrvalid,
0,62,20,9.735500318674315,4.588910133843212,9.735500318674315,82.5483407014604,7.903123008285532,81.17839607201309,2,ismart,7.00,3,1,tcrvalid,2.0
3,241,81,15.455704270235818,4.55704270235819,15.455704270235818,80.16193321889955,11.105799872530275,71.85567010309278,3,ismart,7.00,2,1,tcrvalid,
0,64,23,9.81516889738687,4.55704270235819,9.81516889738687,79.20352977741862,7.664117272147865,78.08441558441558,3,ismart,7.00,3,1,tcrvalid,3.0
4,246,86,15.52191235059761,4.589641434262949,15.52191235059761,79.6382385503053,11.266932270916335,72.58726899383984,4,ismart,7.00,2,1,tcrvalid,
0,61,18,9.625498007968128,4.589641434262949,9.625498007968128,83.45912595696893,7.920318725099602,82.28476821192054,4,ismart,7.00,3,1,tcrvalid,4.0
5,242,80,15.298804780876495,4.605577689243028,15.298804780876495,81.10722656352357,11.330677290836654,74.0625,5,ismart,7.00,2,1,tcrvalid,
0,58,19,9.434262948207172,4.605577689243028,9.434262948207172,84.10256600642593,7.792828685258964,82.60135135135135,5,ismart,7.00,3,1,tcrvalid,5.0
6,251,91,15.715651896716608,4.574434172776538,15.715651896716608,79.28254383393673,11.396238444373605,72.51521298174443,6,ismart,7.00,2,1,tcrvalid,
0,61,19,9.658909786420146,4.574434172776538,9.658909786420146,82.78554921832983,7.9853363085750715,82.67326732673267,6,ismart,7.00,3,1,tcrvalid,6.0
7,248,86,15.715651896716608,4.574434172776538,15.702215845687869,79.60846088829805,11.413996492906106,72.69035532994924,7,ismart,7.00,2,1,tcrvalid,
0,64,24,9.850175326745298,4.574434172776538,9.851745576279292,78.79528594215498,7.922843934321696,80.42071197411003,7,ismart,7.00,3,1,tcrvalid,7.0
8,258,95,15.938795027095951,4.622250557857826,15.938795027095951,78.85220851656086,11.507810009563277,72.2,8,ismart,7.00,2,1,tcrvalid,
0,57,17,9.531399426203379,4.622250557857826,9.531399426203379,84.10297889952108,8.001275103602168,83.94648829431438,8,ismart,7.00,3,1,tcrvalid,8.0
9,266,106,16.207171314741036,4.573705179282869,16.193815747529488,77.47910473424918,11.252789289129742,69.48818897637796,9,ismart,7.00,2,1,tcrvalid,
0,59,20,9.609561752988048,4.573705179282869,9.595154606311763,81.51596371712337,7.778131973222824,81.06312292358804,9,ismart,7.00,3,1,tcrvalid,9.0
10,256,93,15.949649458253665,4.572976418100701,15.936254980079681,79.15205047251591,11.50597609561753,72.2,10,ismart,7.00,2,1,tcrvalid,
0,60,20,9.703632887189293,4.572976418100701,9.705179282868526,81.88208201606788,7.98406374501992,82.26600985221675,10,ismart,7.00,3,1,tcrvalid,10.0
