,index,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,method,eps,minsize,spike_x,label_reference,fold
0,ismart,214,19,35.2589641434263,11.155378486055778,35.2589641434263,86.4837661040932,25.99601593625498,73.72881355932203,ismart,6.50,2,0,tcrvalid,0
0,ismart,71,11,25.763612217795483,11.155378486055778,25.763612217795483,83.90881614473163,18.824701195219124,73.06701030927834,ismart,6.50,3,0,tcrvalid,0
