,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,fold,method,eps,minsize,spike_x,label_reference,index
1,215,154,16.251198465963565,0.551294343240652,16.231119635579,61.46291229670163,4.986813713737713,30.72378138847858,1,tcrdist,30.00,2,1,gliph_HQ,
0,65,37,9.060402684563758,0.551294343240652,9.038599856149604,61.761940673705375,3.3565092304003836,37.13527851458886,1,tcrdist,30.00,3,1,gliph_HQ,1.0
2,212,149,16.15144979630961,0.5990893841361131,16.15144979630961,61.35188475046966,5.176132278936017,32.047477744807125,2,tcrdist,30.00,2,1,gliph_HQ,
0,71,42,9.393721543254253,0.5990893841361131,9.393721543254253,59.95210657886712,3.5466091540857896,37.755102040816325,2,tcrdist,30.00,3,1,gliph_HQ,2.0
3,196,134,15.552360412173496,0.5511622334052241,15.532118887823586,61.461432558371335,4.913710450623202,31.635802469135804,3,tcrdist,30.00,2,1,gliph_HQ,
0,73,39,9.657320872274143,0.5511622334052241,9.635666347075743,61.595079197818926,3.5714285714285716,37.06467661691542,3,tcrdist,30.00,3,1,gliph_HQ,3.0
4,191,129,14.741131351869607,0.5752636625119847,14.741131351869607,63.31570552774741,5.177372962607862,35.1219512195122,4,tcrdist,30.00,2,1,gliph_HQ,
0,60,30,8.461169702780442,0.5752636625119847,8.461169702780442,65.7216625966626,3.6433365292425695,43.05949008498584,4,tcrdist,30.00,3,1,gliph_HQ,4.0
5,225,163,16.754554170661553,0.551294343240652,16.754554170661553,60.76510649843983,5.273250239693192,31.473533619456365,5,tcrdist,30.00,2,1,gliph_HQ,
0,71,42,9.372003835091084,0.551294343240652,9.372003835091084,60.17111214294312,3.6433365292425695,38.87468030690537,5,tcrdist,30.00,3,1,gliph_HQ,5.0
6,220,157,17.166147206904817,0.6233517142172141,17.166147206904817,59.78081388308661,4.962838647806281,28.910614525139664,6,tcrdist,30.00,2,1,gliph_HQ,
0,81,51,10.501078877966915,0.6233517142172141,10.501078877966915,56.194803139247576,3.380484296331815,32.19178082191781,6,tcrdist,30.00,3,1,gliph_HQ,6.0
7,212,149,16.039319108127547,0.5514265164229202,16.019184652278177,61.51814969621574,5.323741007194244,33.23353293413174,7,tcrdist,30.00,2,1,gliph_HQ,
0,67,34,9.086549988012466,0.5514265164229202,9.06474820143885,64.05742888951846,3.884892086330935,42.857142857142854,7,tcrdist,30.00,3,1,gliph_HQ,7.0
8,243,180,18.005274514504915,0.5514265164229202,18.005274514504915,58.991857449459786,4.699112922560537,26.098535286284953,8,tcrdist,30.00,2,1,gliph_HQ,
0,77,47,10.04555262526972,0.5514265164229202,10.04555262526972,58.24703065219127,3.212658834811796,31.98090692124105,8,tcrdist,30.00,3,1,gliph_HQ,8.0
9,240,177,17.761265580057525,0.551294343240652,17.761265580057525,59.11392195767196,4.913710450623202,27.66531713900135,9,tcrdist,30.00,2,1,gliph_HQ,
0,77,46,9.947267497603068,0.551294343240652,9.947267497603068,57.62780869923726,3.37967401725791,33.975903614457835,9,tcrdist,30.00,3,1,gliph_HQ,9.0
10,229,167,16.750539180445724,0.5511622334052241,16.750539180445724,60.360710514191126,4.960460100647016,29.613733905579398,10,tcrdist,30.00,2,1,gliph_HQ,
0,73,41,9.273903666427032,0.5511622334052241,9.273903666427032,61.26853024314749,3.474718427989456,37.46770025839793,10,tcrdist,30.00,3,1,gliph_HQ,10.0
