,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,fold,method,eps,minsize,spike_x,label_reference,index
1,434,391,32.772996234534695,6.966110812264659,32.772996234534695,48.379827072329434,1.2237762237762237,3.7340993024210096,1,ismart,6.00,2,2,gliph_HQ,
0,132,110,24.65034965034965,6.966110812264659,24.65034965034965,37.097310222658905,0.685852608929532,2.7823240589198037,1,ismart,6.00,3,2,gliph_HQ,1.0
2,432,386,33.306440769127335,7.099636950383219,33.29747175901022,47.70143365998353,1.6137708445400754,4.846526655896607,2,ismart,6.00,2,2,gliph_HQ,
0,143,118,25.53448971359419,7.099636950383219,25.524475524475523,36.06307231547474,1.0758472296933836,4.214963119072708,2,ismart,6.00,3,2,gliph_HQ,2.0
3,447,403,33.082302313071544,7.665411511565358,33.082302313071544,47.37767805613209,1.5599784830554062,4.715447154471545,3,ismart,6.00,2,2,gliph_HQ,
0,147,121,25.013448090371167,7.665411511565358,25.013448090371167,35.90355164007516,1.0758472296933836,4.301075268817204,3,ismart,6.00,3,2,gliph_HQ,3.0
4,429,388,32.52185608607935,7.236045729657028,32.52185608607935,47.820900716541324,1.0356422326832548,3.184449958643507,4,ismart,6.00,2,2,gliph_HQ,
0,132,108,24.53261600537996,7.236045729657028,24.53261600537996,36.09974551057748,0.5514458641560188,2.2478070175438596,4,ismart,6.00,3,2,gliph_HQ,4.0
5,422,377,31.544256120527308,7.74818401937046,31.544256120527308,47.777001007664,1.4796879203658864,4.690831556503198,5,ismart,6.00,2,2,gliph_HQ,
0,144,123,24.0651062684961,7.74818401937046,24.0651062684961,35.152044619682,0.8340059187516815,3.465623253214086,5,ismart,6.00,3,2,gliph_HQ,5.0
6,441,396,31.809011432414255,6.200403496973773,31.809011432414255,47.203897547442466,1.2911903160726295,4.059196617336152,6,ismart,6.00,2,2,gliph_HQ,
0,144,118,23.819771351714863,6.200403496973773,23.819771351714863,35.53415846126477,0.8338937457969066,3.5008469791078487,6,ismart,6.00,3,2,gliph_HQ,6.0
7,419,376,31.20796341135324,6.779661016949152,31.20796341135324,47.49853650753194,1.5873015873015872,5.088400172488141,7,ismart,6.00,2,2,gliph_HQ,
0,143,118,23.782620392789884,6.779661016949152,23.782620392789884,37.07613144514602,1.156846919558784,4.86700622524052,7,ismart,6.00,3,2,gliph_HQ,7.0
8,410,365,31.898291403201938,6.605677384636082,31.879962320010765,48.566624345872306,1.5071995693715516,4.727733220768257,8,ismart,6.00,2,2,gliph_HQ,
0,121,98,24.122157944302437,6.605677384636082,24.128650248957072,36.465421337253254,0.9689140088817118,4.015616285554936,8,ismart,6.00,3,2,gliph_HQ,8.0
9,427,378,32.06455951580363,7.921990585070612,32.06455951580363,48.84827513237047,1.4391392064559516,4.488255033557047,9,ismart,6.00,2,2,gliph_HQ,
0,134,110,24.18291862811029,7.921990585070612,24.18291862811029,38.12099613076263,0.8473436449226631,3.503893214682981,9,ismart,6.00,3,2,gliph_HQ,9.0
10,461,414,32.633562104696544,6.930426591306688,32.633562104696544,46.73894254508809,1.2515139281388776,3.8350515463917527,10,ismart,6.00,2,2,gliph_HQ,
0,163,134,24.613107253397928,6.930426591306688,24.613107253397928,35.869033823838116,0.8208854797470058,3.3351558228540186,10,ismart,6.00,3,2,gliph_HQ,10.0
