,index,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,method,eps,minsize,spike_x,label_reference,fold
0,ismart,74,12,24.64246424642464,1.54015401540154,24.64246424642464,98.98648648648648,23.982398239823983,97.32142857142857,ismart,7.00,2,0,gliph_HQ,0
0,ismart,26,7,14.081408140814082,1.54015401540154,14.081408140814082,99.03846153846153,13.64136413641364,96.875,ismart,7.00,3,0,gliph_HQ,0
