,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,fold,method,eps,minsize,spike_x,label_reference,index
1,17,10,0.862895493767977,0.07190795781399809,0.8391273076000959,85.29411764705883,0.5993766482857827,71.42857142857143,1,ismart,8.00,2,1,gliph_HQ,
0,2,2,0.14381591562799617,0.07190795781399809,0.14385039558858786,100.0,0.14385039558858786,100.0,1,ismart,8.00,3,1,gliph_HQ,1.0
2,17,11,0.8866522885214474,0.07189072609633357,0.8866522885214474,81.37254901960785,0.5751258087706685,64.86486486486487,2,ismart,8.00,2,1,gliph_HQ,
0,3,3,0.21567217828900073,0.07189072609633357,0.21567217828900073,77.77777777777779,0.14378145219266714,66.66666666666667,2,ismart,8.00,3,1,gliph_HQ,2.0
3,17,10,0.8626887131560029,0.07189072609633357,0.8389261744966443,85.29411764705883,0.5992329817833174,71.42857142857143,3,ismart,8.00,2,1,gliph_HQ,
0,2,2,0.14378145219266714,0.07189072609633357,0.14381591562799617,100.0,0.14381591562799617,100.0,3,ismart,8.00,3,1,gliph_HQ,3.0
4,15,9,0.7670182166826462,0.07190795781399809,0.7670182166826462,86.66666666666667,0.5752636625119847,75.0,4,ismart,8.00,2,1,gliph_HQ,
0,2,2,0.14381591562799617,0.07190795781399809,0.14381591562799617,100.0,0.14381591562799617,100.0,4,ismart,8.00,3,1,gliph_HQ,4.0
5,16,10,0.8149568552253116,0.07190795781399809,0.8149568552253116,84.375,0.5752636625119847,70.58823529411765,5,ismart,8.00,2,1,gliph_HQ,
0,2,2,0.14381591562799617,0.07190795781399809,0.14381591562799617,100.0,0.14381591562799617,100.0,5,ismart,8.00,3,1,gliph_HQ,5.0
6,19,13,0.9590026372572524,0.07192519779429393,0.9590026372572524,78.94736842105263,0.5754015823543515,60.0,6,ismart,8.00,2,1,gliph_HQ,
0,2,2,0.14385039558858786,0.07192519779429393,0.14385039558858786,100.0,0.14385039558858786,100.0,6,ismart,8.00,3,1,gliph_HQ,6.0
7,15,8,0.767202109805802,0.07192519779429393,0.7434052757793765,90.0,0.5995203836930456,80.64516129032258,7,ismart,8.00,2,1,gliph_HQ,
0,2,2,0.14385039558858786,0.07192519779429393,0.14388489208633093,100.0,0.14388489208633093,100.0,7,ismart,8.00,3,1,gliph_HQ,7.0
8,17,11,0.8631023735315272,0.07192519779429393,0.8631023735315272,82.3529411764706,0.5754015823543515,66.66666666666667,8,ismart,8.00,2,1,gliph_HQ,
0,2,2,0.14385039558858786,0.07192519779429393,0.14385039558858786,100.0,0.14385039558858786,100.0,8,ismart,8.00,3,1,gliph_HQ,8.0
9,17,11,0.862895493767977,0.07190795781399809,0.862895493767977,82.3529411764706,0.5752636625119847,66.66666666666667,9,ismart,8.00,2,1,gliph_HQ,
0,2,2,0.14381591562799617,0.07190795781399809,0.14381591562799617,100.0,0.14381591562799617,100.0,9,ismart,8.00,3,1,gliph_HQ,9.0
10,19,13,0.958543014617781,0.07189072609633357,0.958543014617781,78.94736842105263,0.5751258087706685,60.0,10,ismart,8.00,2,1,gliph_HQ,
0,2,2,0.14378145219266714,0.07189072609633357,0.14378145219266714,100.0,0.14378145219266714,100.0,10,ismart,8.00,3,1,gliph_HQ,10.0
