,timestamp,step,loss,val_loss,reconstruction_loss,val_reconstruction_loss,kl_loss,val_kl_loss,insert_loss,val_insert_loss
0,2022-09-24 02:13:30.966,0,34.80666732788086,28.393054962158203,28.86895751953125,23.507495880126953,16.129968643188477,16.122997283935547,9.38501262664795,8.544245719909668
1,2022-09-24 02:15:04.024,1,26.086416244506836,26.865446090698242,22.263050079345703,21.8721923828125,16.097558975219727,16.126964569091797,8.288849830627441,8.15007495880127
2,2022-09-24 02:16:38.222,2,24.287803649902344,24.354969024658203,20.84370994567871,20.519989013671875,16.094430923461914,16.11041831970215,7.893488883972168,7.792962074279785
3,2022-09-24 02:18:12.504,3,22.657236099243164,23.101470947265625,19.88852882385254,19.796730041503906,16.074615478515625,16.099576950073242,7.646043300628662,7.60745906829834
4,2022-09-24 02:19:46.696,4,21.651412963867188,22.178613662719727,19.299007415771484,19.28891944885254,16.0698299407959,16.073360443115234,7.493754863739014,7.473073482513428
5,2022-09-24 02:21:20.970,5,21.069936752319336,21.280925750732422,18.90983772277832,18.8795223236084,16.057327270507812,16.058635711669922,7.387727737426758,7.370060443878174
6,2022-09-24 02:22:55.455,6,20.663185119628906,20.593975067138672,18.61546516418457,18.56509017944336,16.059682846069336,16.053112030029297,7.3127336502075195,7.309410095214844
7,2022-09-24 02:24:29.695,7,20.22507667541504,20.573720932006836,18.320331573486328,18.37811279296875,16.056119918823242,16.067834854125977,7.251517295837402,7.250587463378906
8,2022-09-24 02:26:03.892,8,19.92456817626953,20.58220100402832,18.10069465637207,18.275222778320312,16.05462646484375,16.039648056030273,7.190469741821289,7.219570636749268
9,2022-09-24 02:27:38.050,9,19.620126724243164,20.3387508392334,17.910593032836914,18.016271591186523,16.049837112426758,16.055208206176758,7.140402793884277,7.163931369781494
10,2022-09-24 02:29:12.209,10,19.52439308166504,19.403059005737305,17.761842727661133,17.788339614868164,16.054941177368164,16.045730590820312,7.100645542144775,7.0937581062316895
11,2022-09-24 02:30:46.363,11,19.25119400024414,20.053577423095703,17.608556747436523,17.772117614746094,16.048114776611328,16.06390953063965,7.055659294128418,7.081182479858398
12,2022-09-24 02:32:20.546,12,19.224191665649414,19.702417373657227,17.495437622070312,17.594894409179688,16.054224014282227,16.058435440063477,7.019785404205322,7.0429911613464355
13,2022-09-24 02:33:54.808,13,19.10211181640625,19.366134643554688,17.41755485534668,17.45376968383789,16.04747772216797,16.058080673217773,6.9991326332092285,6.992283344268799
14,2022-09-24 02:35:29.097,14,19.03101348876953,18.78382682800293,17.316389083862305,17.31017303466797,16.04877281188965,16.04635238647461,6.960163593292236,6.954905033111572
15,2022-09-24 02:37:03.399,15,18.700864791870117,19.289623260498047,17.192960739135742,17.279211044311523,16.045801162719727,16.047134399414062,6.92962121963501,6.9309401512146
16,2022-09-24 02:38:37.730,16,18.690555572509766,19.43244743347168,17.124757766723633,17.28484535217285,16.048561096191406,16.060667037963867,6.906371593475342,6.946853160858154
17,2022-09-24 02:40:12.099,17,18.5181941986084,18.804880142211914,17.03052520751953,17.10857391357422,16.042675018310547,16.053068161010742,6.8789544105529785,6.886361122131348
18,2022-09-24 02:41:46.392,18,18.50843048095703,18.71639060974121,16.968692779541016,17.04726219177246,16.048816680908203,16.04550552368164,6.853702545166016,6.873948097229004
19,2022-09-24 02:43:20.643,19,18.49567413330078,18.885374069213867,16.916873931884766,17.024442672729492,16.04950714111328,16.049612045288086,6.838352203369141,6.860042095184326
20,2022-09-24 02:44:54.898,20,18.352188110351562,18.96864891052246,16.862512588500977,16.959888458251953,16.04543685913086,16.058120727539062,6.823081970214844,6.844308853149414
21,2022-09-24 02:46:29.114,21,18.432647705078125,18.841815948486328,16.837610244750977,16.92721939086914,16.051895141601562,16.05173110961914,6.810133934020996,6.834220886230469
22,2022-09-24 02:48:03.344,22,18.223134994506836,18.525646209716797,16.76556396484375,16.841388702392578,16.044200897216797,16.052783966064453,6.791041374206543,6.803483009338379
