,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,c-CSI,c-precision
0,88.0,12.0,18.094289508632137,2.257636122177955,18.094289508632137,89.24024003419936,14.707835325365206,81.28440366972477
