,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,c-CSI,c-precision,minsize
0,295.0,15.0,23.988970588235293,0.39828431372549017,23.988970588235293,83.27863379558295,14.981617647058824,62.452107279693486,2
