,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,fold,method,eps,minsize,spike_x,label_reference,index
1,319,175,48.70498084291188,14.559386973180077,48.69711833231147,59.57308616960677,3.2801961986511343,6.74015748031496,1,ismart,5.50,2,1,gliph,
0,104,58,42.11494252873563,14.559386973180077,42.106069895769465,50.9982162317746,1.471489883507051,3.4972677595628414,1,ismart,5.50,3,1,gliph,1.0
2,310,177,48.758810910205334,13.760343242414956,48.758810910205334,60.071071100726556,3.141281029727245,6.442489000628536,2,ismart,5.50,2,1,gliph,
0,93,50,42.10848912044131,13.760343242414956,42.10848912044131,51.84980689489498,1.3331290223720502,3.165938864628821,2,ismart,5.50,3,1,gliph,2.0
3,299,163,49.954030033711305,14.771682500766167,49.946360153256705,59.21046703051858,2.835249042145594,5.6783302639656235,3,ismart,5.50,2,1,gliph,
0,108,53,44.100520992951274,14.771682500766167,44.0919540229885,50.96231150115791,1.210727969348659,2.7468706536856744,3,ismart,5.50,3,1,gliph,3.0
4,308,165,49.45593869731801,14.636015325670497,49.45593869731801,60.16548768835565,2.9578544061302683,5.980787108769755,4,ismart,5.50,2,1,gliph,
0,100,53,43.08045977011494,14.636015325670497,43.08045977011494,51.30970208013539,1.1187739463601531,2.596940590537175,4,ismart,5.50,3,1,gliph,4.0
5,278,149,50.02298850574713,15.279693486590038,50.02298850574713,60.03743732953547,2.789272030651341,5.581110088929776,5,ismart,5.50,2,1,gliph,
0,84,46,44.076628352490424,15.279693486590038,44.076628352490424,49.885804495367395,1.0727969348659003,2.4364775495997217,5,ismart,5.50,3,1,gliph,5.0
6,293,152,49.202942979767016,15.006131207847947,49.195155603250036,60.347979556185315,2.790127242066534,5.673316708229426,6,ismart,5.50,2,1,gliph,
0,97,47,43.19435928877989,15.006131207847947,43.18565077418366,51.875855772807185,1.0424651234094742,2.414772727272727,6,ismart,5.50,3,1,gliph,6.0
7,298,164,48.39055793991416,14.20907418761496,48.382646021769126,59.68627146968686,2.9740916756093823,6.148969889064976,7,ismart,5.50,2,1,gliph,
0,98,58,42.259350091968116,14.20907418761496,42.25049823700751,48.84192753027228,1.1344473401808983,2.686025408348457,7,ismart,5.50,3,1,gliph,7.0
8,310,172,49.31023911710607,14.607602697731453,49.31023911710607,59.68953946847389,2.8816676885346415,5.843953994404725,8,ismart,5.50,2,1,gliph,
0,100,53,42.87247087676272,14.607602697731453,42.87247087676272,51.537572352269024,1.1342734518700184,2.6456918126564175,8,ismart,5.50,3,1,gliph,8.0
9,325,195,49.839080459770116,14.60536398467433,49.839080459770116,58.71031073004501,3.049808429118774,6.12119347892956,9,ismart,5.50,2,1,gliph,
0,96,58,42.81992337164751,14.60536398467433,42.81992337164751,48.758864450673194,1.2413793103448276,2.9001074113856067,9,ismart,5.50,3,1,gliph,9.0
10,303,163,49.433037082439476,14.511186025130248,49.433037082439476,61.02090576746939,3.0646644192460926,6.20347394540943,10,ismart,5.50,2,1,gliph,
0,92,43,42.96659515783022,14.511186025130248,42.96659515783022,53.688417908078506,1.225865767698437,2.8551034975017844,10,ismart,5.50,3,1,gliph,10.0
