,index,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,method,eps,minsize,spike_x,label_reference,fold
0,ismart,127,13,9.350091968117718,0.24524831391784183,9.350091968117718,96.85039370078741,8.798283261802576,94.09836065573771,ismart,7.50,2,0,gliph,0
0,ismart,31,8,3.4641324340895157,0.24524831391784183,3.4641324340895157,96.7741935483871,3.2801961986511343,94.69026548672566,ismart,7.50,3,0,gliph,0
