,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,fold,method,eps,minsize,spike_x,label_reference,index
1,594,524,61.55449307343386,18.156184871889174,61.54977930358019,48.18416366005805,0.6375674350171653,1.036682615629984,1,ismart,5.50,2,4,gliph,
0,185,158,56.54039475297291,18.156184871889174,56.54732712113781,33.629152508510685,0.17165277096615988,0.3038194444444444,1,ismart,5.50,3,4,gliph,1.0
2,582,509,61.03243210103611,17.877505977561157,61.022873612559025,48.114001165545254,0.8339976697123934,1.3673838729137342,2,ismart,5.50,2,4,gliph,
0,177,150,56.066458218380234,17.877505977561157,56.06181394493162,33.346602702527335,0.3863371558226528,0.6895042136368611,2,ismart,5.50,3,4,gliph,2.0
3,614,538,60.96604143680275,18.91013853132279,60.958862117589355,48.86365016387516,0.7234381705597449,1.187122736418511,3,ismart,5.50,2,4,gliph,
0,167,140,55.48608557067549,18.91013853132279,55.4840291827601,33.54659401568471,0.22684078229415733,0.40897535094506465,3,ismart,5.50,3,4,gliph,3.0
4,554,486,61.48093661885497,17.923256099056026,61.478575369337335,47.618415227149235,0.6252681910133022,1.01755786113328,4,ismart,5.50,2,4,gliph,
0,173,148,56.8101017530955,17.923256099056026,56.807454177649724,31.968797895032814,0.1839024091215595,0.32390412437918376,4,ismart,5.50,3,4,gliph,4.0
5,574,501,60.06987006619269,17.68815886246629,60.067422617223414,48.62041282002737,0.7110021452650934,1.1842776927003573,5,ismart,5.50,2,4,gliph,
0,159,128,54.982838931110564,17.68815886246629,54.98620901011339,34.327779614438455,0.30033711308611705,0.5465090341289315,5,ismart,5.50,3,4,gliph,5.0
6,587,520,61.088635527767565,18.456540394752974,61.08386463952918,47.7428751394107,0.6498283472290338,1.0642570281124497,6,ismart,5.50,2,4,gliph,
0,174,145,56.02549957092068,18.456540394752974,56.02010789602746,33.76475693582805,0.2820009808729769,0.5036128749726297,6,ismart,5.50,3,4,gliph,6.0
7,589,516,60.44744100520993,17.97732148329758,60.44501655020228,48.98270118932923,0.7416942503371338,1.2275540225220656,7,ismart,5.50,2,4,gliph,
0,164,133,55.23751149249157,17.97732148329758,55.23476768419762,35.98055488118848,0.32487434105676105,0.5884312201620961,7,ismart,5.50,3,4,gliph,7.0
8,575,505,59.97548268464603,18.112166717744408,59.97057561454055,47.94432784470328,0.6068779501011463,1.0125805461798099,8,ismart,5.50,2,4,gliph,
0,170,142,55.01072632546736,18.112166717744408,55.011340648562495,33.34110888649638,0.20842273033776743,0.3791257805530776,8,ismart,5.50,3,4,gliph,8.0
9,579,506,60.73442864149093,17.649583128984798,60.73442864149093,48.62056498933538,0.674350171652771,1.110998889001111,9,ismart,5.50,2,4,gliph,
0,154,127,55.52354095144679,17.649583128984798,55.52354095144679,34.4240722650986,0.2820009808729769,0.5082311346812507,9,ismart,5.50,3,4,gliph,9.0
10,609,539,61.44932867390105,17.938814297100116,61.44932867390105,48.259669346397104,0.7540923303292256,1.2279125486672657,10,ismart,5.50,2,4,gliph,
0,176,149,56.140028201826986,17.938814297100116,56.140028201826986,34.31896949974908,0.3371957574642879,0.6010272101409682,10,ismart,5.50,3,4,gliph,10.0
