,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,fold,method,minsize,spike_x,label_reference,index
0,227,58,12.079681274900398,0.5099601593625498,12.079681274900398,80.48497482693519,7.681274900398407,63.58839050131926,1,clustcr,2,1,tcrvalid,
1,99,22,8.0,0.5099601593625498,8.0,82.0211038961039,5.290836653386454,66.13545816733068,1,clustcr,3,1,tcrvalid,1.0
2,215,46,11.711281070745699,0.5098789037603569,11.711281070745699,81.54729605020303,7.664117272147865,65.4421768707483,2,clustcr,2,1,tcrvalid,
3,95,18,7.887189292543021,0.5098789037603569,7.887189292543021,82.97545948203842,5.337794773741236,67.67676767676768,2,clustcr,3,1,tcrvalid,2.0
4,238,66,12.44423199490121,0.5098789037603569,12.44423199490121,78.20815826330531,7.87125557680051,63.25224071702945,3,clustcr,2,1,tcrvalid,
5,100,25,8.046526449968132,0.5098789037603569,8.046526449968132,81.63541666666667,5.608667941363926,69.70297029702971,3,clustcr,3,1,tcrvalid,3.0
6,231,59,12.127490039840637,0.5099601593625498,12.127490039840637,80.145202020202,7.98406374501992,65.83442838370566,4,clustcr,2,1,tcrvalid,
7,96,18,7.824701195219124,0.5099601593625498,7.824701195219124,83.99522569444444,5.625498007968128,71.89409368635438,4,clustcr,3,1,tcrvalid,4.0
8,229,57,12.191235059760956,0.5258964143426295,12.191235059760956,80.16640201138017,7.824701195219124,64.18300653594771,5,clustcr,2,1,tcrvalid,
9,100,20,8.079681274900398,0.5258964143426295,8.079681274900398,83.58106060606062,5.561752988047809,68.83629191321499,5,clustcr,3,1,tcrvalid,5.0
10,239,69,12.591648071405801,0.5100414408670705,12.591648071405801,77.8321129707113,7.79407076824992,61.89873417721519,6,clustcr,2,1,tcrvalid,
11,102,23,8.224418233981512,0.5100414408670705,8.224418233981512,80.41053921568627,5.5307618744022955,67.24806201550388,6,clustcr,3,1,tcrvalid,6.0
12,231,58,12.209116990755499,0.5100414408670705,12.211063287103459,79.47145777502921,7.604017216642755,62.27154046997389,7,clustcr,2,1,tcrvalid,
13,93,15,7.810009563277016,0.5100414408670705,7.811254583134066,85.0312553336747,5.34034752112227,68.36734693877551,7,clustcr,3,1,tcrvalid,7.0
14,242,72,12.623525661459993,0.5100414408670705,12.623525661459993,78.20678374655647,7.810009563277016,61.86868686868687,8,clustcr,2,1,tcrvalid,
15,97,19,8.001275103602168,0.5100414408670705,8.001275103602168,83.25816151202748,5.5148230793751996,68.92430278884463,8,clustcr,3,1,tcrvalid,8.0
16,236,63,12.430278884462151,0.5099601593625498,12.416321326107747,78.36145581113801,7.666560408033153,61.745827984595635,9,clustcr,2,1,tcrvalid,
17,101,20,8.127490039840637,0.5099601593625498,8.112846668791839,82.11191654879772,5.467006694293912,67.38703339882122,9,clustcr,3,1,tcrvalid,9.0
18,226,53,12.077756532823454,0.5098789037603569,12.063745019920319,80.18528761061947,7.808764940239044,64.72919418758256,10,clustcr,2,1,tcrvalid,
19,96,18,7.934990439770554,0.5098789037603569,7.920318725099602,83.56119791666666,5.51394422310757,69.61770623742454,10,clustcr,3,1,tcrvalid,10.0
