,n,pair,time_clustcr
0,10,45.0,0.1149177074432373
1,100,4950.0,0.12539362907409668
2,1000,499500.0,0.14523191452026368
3,3000,4498500.0,0.22791547775268556
4,10000,49995000.0,0.49867773056030273
5,30000,449985000.0,1.2077558040618896
6,100000,4999950000.0,4.807966470718384
