,repertoire_id
700,4668260430840467946-242ac113-0001-012
701,9155232487461360106-242ac113-0001-012
702,3031499239390637590-242ac113-0001-012
703,2139645298989339116-242ac114-0001-012
704,2432029698107829780-242ac117-0001-012
705,727222553250754070-242ac113-0001-012
706,8794927467484671510-242ac113-0001-012
707,315568774382227946-242ac113-0001-012
708,8928770475534914026-242ac113-0001-012
709,5709864285874754026-242ac113-0001-012
710,2539210087923117590-242ac113-0001-012
711,7596963575692717590-242ac113-0001-012
712,3846203690386067946-242ac113-0001-012
713,2223401142648237590-242ac113-0001-012
714,7012399017732674026-242ac113-0001-012
715,3608227447897517590-242ac113-0001-012
716,3784347292563402260-242ac117-0001-012
717,7997882631039226346-242ac113-0001-012
718,2758769915646504470-242ac113-0001-012
719,9200286694396400106-242ac113-0001-012
720,8238815101998591510-242ac113-0001-012
721,7144660569750957590-242ac113-0001-012
722,3054047817694637590-242ac113-0001-012
723,3222132504580526571-242ac117-0001-012
724,6032201581439554026-242ac113-0001-012
725,1488489288629677590-242ac113-0001-012
726,8751505348122111510-242ac113-0001-012
727,529981437181357590-242ac113-0001-012
728,5958563025410068971-242ac118-0001-012
729,1315145508114984470-242ac113-0001-012
730,4586148551523757590-242ac113-0001-012
731,5730007682492994026-242ac113-0001-012
732,813363379371437590-242ac113-0001-012
733,4638957140290114026-242ac113-0001-012
734,4165136348195394026-242ac113-0001-012
735,7265973886888514026-242ac113-0001-012
736,8843835531394477590-242ac113-0001-012
737,8156964783696122346-242ac113-0001-012
738,4680294234652077590-242ac113-0001-012
739,3243435542368686571-242ac117-0001-012
740,5692512617998914026-242ac113-0001-012
741,7801404018982317590-242ac113-0001-012
742,5636600936872874476-242ac114-0001-012
743,3175998714072601066-242ac113-0001-012
744,5637814243622317590-242ac113-0001-012
745,7061834091309634026-242ac113-0001-012
746,8123752928138751510-242ac113-0001-012
747,4786489266907714026-242ac113-0001-012
748,8443568020105794026-242ac113-0001-012
749,4829243700477357590-242ac113-0001-012
750,8545335304322477590-242ac113-0001-012
751,4534589434997314026-242ac113-0001-012
752,8772980184602111510-242ac113-0001-012
753,4035557184875074026-242ac113-0001-012
754,5986738010871828971-242ac118-0001-012
755,2648490830777881066-242ac113-0001-012
756,1927049498776104470-242ac113-0001-012
757,4479891060620717590-242ac113-0001-012
758,5417052924607917590-242ac113-0001-012
759,8765335356330480106-242ac113-0001-012
760,7036567856502271510-242ac113-0001-012
761,957244783787437590-242ac113-0001-012
762,3278022466798227946-242ac113-0001-012
763,5636729790186721772-242ac114-0001-012
764,2140504292448539116-242ac114-0001-012
765,9017289751505474026-242ac113-0001-012
766,6727599736334914026-242ac113-0001-012
767,8073415911429631510-242ac113-0001-012
768,5208575212060077590-242ac113-0001-012
769,8852405957012034026-242ac113-0001-012
770,4443934288970387946-242ac113-0001-012
771,8084723433777402346-242ac113-0001-012
772,8995147229232557590-242ac113-0001-012
773,1276920299180584470-242ac113-0001-012
774,6045493163481108971-242ac118-0001-012
775,2400569643160104470-242ac113-0001-012
776,8408724008228351510-242ac113-0001-012
777,4147933038312877590-242ac113-0001-012
778,9060110575446594026-242ac113-0001-012
779,6045450213808148971-242ac118-0001-012
780,482564998233517590-242ac113-0001-012
781,5981154553387028971-242ac118-0001-012
782,6031534519769108971-242ac118-0001-012
783,2203087046890024470-242ac113-0001-012
784,8057524532434431510-242ac113-0001-012
785,5944670147947074026-242ac113-0001-012
786,4809939788343874026-242ac113-0001-012
787,7786398441384186346-242ac113-0001-012
788,6429204917583277590-242ac113-0001-012
789,4189894868794797590-242ac113-0001-012
790,7139174625203711510-242ac113-0001-012
791,3267444409553326571-242ac117-0001-012
792,3635860862455321066-242ac113-0001-012
793,3782028010223562260-242ac117-0001-012
794,7975227533997707756-242ac117-0001-012
795,7182756929666477590-242ac113-0001-012
796,346473702460354070-242ac113-0001-012
797,5115718019120557590-242ac113-0001-012
798,292813343096237590-242ac113-0001-012
799,2429452717730229780-242ac117-0001-012
800,2140418393102619116-242ac114-0001-012
801,792720804514754070-242ac113-0001-012
802,416071009108627946-242ac113-0001-012
803,5305942120660397590-242ac113-0001-012
804,5402063488744877590-242ac113-0001-012
805,7412002706204922346-242ac113-0001-012
806,8271199155410431510-242ac113-0001-012
807,3457688844172717590-242ac113-0001-012
808,1322701767323348500-242ac114-0001-012
809,3032976303115801066-242ac113-0001-012
810,5625734669613994476-242ac114-0001-012
811,7342677051295854100-242ac117-0001-012
812,4993120143518274026-242ac113-0001-012
813,1121870880243117590-242ac113-0001-012
814,3694118898434707946-242ac113-0001-012
815,3395755415764397590-242ac113-0001-012
816,5986523271096963563-242ac118-0001-012
817,1322615867977428500-242ac114-0001-012
818,9111982166790640106-242ac113-0001-012
819,7590446838994431510-242ac113-0001-012
820,1309018823166914070-242ac113-0001-012
821,6049272110579117590-242ac113-0001-012
822,8481395068391920106-242ac113-0001-012
823,8146344456115711510-242ac113-0001-012
824,7194966250378751510-242ac113-0001-012
825,7313905721911874026-242ac113-0001-012
826,7923794445183226346-242ac113-0001-012
827,1745028784771624470-242ac113-0001-012
828,2720587656385064470-242ac113-0001-012
829,5959164320831508971-242ac118-0001-012
830,6034798694914068971-242ac118-0001-012
831,1710196600001064470-242ac113-0001-012
832,2740258606600744470-242ac113-0001-012
833,8434100262996873706-242ac116-0001-012
834,8700817732078473706-242ac116-0001-012
835,8743552656673673706-242ac116-0001-012
836,8806130330176393706-242ac116-0001-012
837,8766273033669513706-242ac116-0001-012
838,8722593216269193706-242ac116-0001-012
839,976330656418754070-242ac113-0001-012
840,4944563572374957590-242ac113-0001-012
841,9096090574280191510-242ac113-0001-012
842,530617786892947946-242ac113-0001-012
843,4573599351636627946-242ac113-0001-012
844,5939665169307668971-242ac118-0001-012
845,5993652908218388971-242ac118-0001-012
846,7350842440657474026-242ac113-0001-012
847,6641743340087874026-242ac113-0001-012
848,5982443043575828971-242ac118-0001-012
849,4512899850152514026-242ac113-0001-012
850,2008687832138387946-242ac113-0001-012
851,8640726527966637590-242ac113-0001-012
852,4919160806681154026-242ac113-0001-012
853,872590978383277590-242ac113-0001-012
854,6543560387701314026-242ac113-0001-012
855,124450625093037590-242ac113-0001-012
856,33740915801517590-242ac113-0001-012
857,8430542442092031510-242ac113-0001-012
858,5641110652533674476-242ac114-0001-012
859,8728152553138754026-242ac113-0001-012
860,4395194305543597590-242ac113-0001-012
861,3077686912667161066-242ac113-0001-012
862,8877636924013997590-242ac113-0001-012
863,8370252928363074026-242ac113-0001-012
864,3309790450036576746-242ac113-0001-012
865,5900818531854914026-242ac113-0001-012
866,7794727310699074026-242ac113-0001-012
867,5894653287923117590-242ac113-0001-012
868,6538855432650157590-242ac113-0001-012
869,9055030686930431510-242ac113-0001-012
870,1458115974464147946-242ac113-0001-012
871,1494752045499027946-242ac113-0001-012
872,1314191620375187946-242ac113-0001-012
873,7681597803374842346-242ac113-0001-012
874,1450565826957864470-242ac113-0001-012
875,8952166433706480106-242ac113-0001-012
876,5986394417783116267-242ac118-0001-012
877,2808246839344557590-242ac113-0001-012
878,4128691580531830294-242ac113-0001-012
879,5457898063592877590-242ac113-0001-012
880,1056630327016877590-242ac113-0001-012
881,3264652680810926571-242ac117-0001-012
882,2780157753228717590-242ac113-0001-012
883,3549191927115616746-242ac113-0001-012
884,7945168187971071510-242ac113-0001-012
885,8776791091903917590-242ac113-0001-012
886,8966640259978751510-242ac113-0001-012
887,7320980590843391510-242ac113-0001-012
888,140806555107987946-242ac113-0001-012
889,6708979087244717590-242ac113-0001-012
890,7950462756104442346-242ac113-0001-012
891,3520781913750957590-242ac113-0001-012
892,5181841006504514026-242ac113-0001-012
893,3245196478960046571-242ac117-0001-012
894,3268604050723246571-242ac117-0001-012
895,2120704493213979116-242ac114-0001-012
896,6026853005416468971-242ac118-0001-012
897,1992762498404904470-242ac113-0001-012
898,7575145141829037590-242ac113-0001-012
899,9081112965524034026-242ac113-0001-012
900,9201360222705151510-242ac113-0001-012
901,8781398534017520106-242ac113-0001-012
902,8542082742769151510-242ac113-0001-012
903,2433962433391029780-242ac117-0001-012
904,6797595876152831510-242ac113-0001-012
905,1891571969359277590-242ac113-0001-012
906,3898094790704557590-242ac113-0001-012
907,3293727272349536746-242ac113-0001-012
908,2669106673798681066-242ac113-0001-012
909,2959875959737881066-242ac113-0001-012
910,4781483664145837590-242ac113-0001-012
911,2315742939512237590-242ac113-0001-012
912,3421287801040736746-242ac113-0001-012
913,8809456288347001322-242ac113-0001-012
914,4707387582907027946-242ac113-0001-012
915,8008507341995437590-242ac113-0001-012
916,4868585600908717590-242ac113-0001-012
917,1322487018958548500-242ac114-0001-012
918,7340393843021311510-242ac113-0001-012
919,7654496628484674026-242ac113-0001-012
920,7243811855641154026-242ac113-0001-012
921,3914696805165634026-242ac113-0001-012
922,8606604909914362346-242ac113-0001-012
923,4803680749683347946-242ac113-0001-012
924,5639092022199521772-242ac114-0001-012
925,1009988081734184470-242ac113-0001-012
926,6774446002427391510-242ac113-0001-012
927,4825799831257747946-242ac113-0001-012
928,3258210229866926571-242ac117-0001-012
929,2806435057697427946-242ac113-0001-012
930,4689735267320467946-242ac113-0001-012
931,765818091404717590-242ac113-0001-012
932,6018520768862228971-242ac118-0001-012
933,3708059262701081066-242ac113-0001-012
934,7552319356512834026-242ac113-0001-012
935,8606163654825471510-242ac113-0001-012
936,8290557844323757590-242ac113-0001-012
937,1979103402851757590-242ac113-0001-012
938,4210362353822274026-242ac113-0001-012
939,4466568766620307946-242ac113-0001-012
940,3231879743287136746-242ac113-0001-012
941,5993695857891348971-242ac118-0001-012
942,6018134221805588971-242ac118-0001-012
943,7509560991219117590-242ac113-0001-012
944,7435023730911482346-242ac113-0001-012
945,6071777739210157590-242ac113-0001-012
946,2493125088837037590-242ac113-0001-012
947,2777667771748904470-242ac113-0001-012
948,8562569950286320106-242ac113-0001-012
949,4631460456496557590-242ac113-0001-012
950,7076682851046911510-242ac113-0001-012
951,4274755527180947946-242ac113-0001-012
952,8686510879341997590-242ac113-0001-012
953,4508917144158867946-242ac113-0001-012
954,2125772554623259116-242ac114-0001-012
955,6718138981176831510-242ac113-0001-012
956,1620130036252077590-242ac113-0001-012
957,8583474613910957590-242ac113-0001-012
958,9072425517994480106-242ac113-0001-012
959,7326466535390637590-242ac113-0001-012
960,3365046399597997590-242ac113-0001-012
961,2436560369548717590-242ac113-0001-012
962,771374817053634070-242ac113-0001-012
963,2351898668761747946-242ac113-0001-012
964,664027366489517590-242ac113-0001-012
965,3240085467877806571-242ac117-0001-012
966,2033305890127277590-242ac113-0001-012
967,4321492666744237590-242ac113-0001-012
968,4414931646130754026-242ac113-0001-012
969,5380073256189357590-242ac113-0001-012
970,7468481526147322346-242ac113-0001-012
971,5978663472355348971-242ac118-0001-012
972,8708309804231234026-242ac113-0001-012
973,1168401593895874070-242ac113-0001-012
974,7388325678044671510-242ac113-0001-012
975,4760524223741357590-242ac113-0001-012
976,6453752621541954026-242ac113-0001-012
977,3057003449746067946-242ac113-0001-012
978,7758262969608442346-242ac113-0001-012
979,891051442373267946-242ac113-0001-012
980,7187075337660994026-242ac113-0001-012
981,3103217297851027946-242ac113-0001-012
982,8932870203440557590-242ac113-0001-012
983,2517091006348717590-242ac113-0001-012
984,8281304155662914026-242ac113-0001-012
985,8052382398786114026-242ac113-0001-012
986,7856703688780354026-242ac113-0001-012
987,9033770598815231510-242ac113-0001-012
988,2328147499614867946-242ac113-0001-012
989,2431857895121022484-242ac117-0001-012
990,5957704031950868971-242ac118-0001-012
991,1146224444363304470-242ac113-0001-012
992,7330441346001474026-242ac113-0001-012
993,8475737256405242346-242ac113-0001-012
994,4723966156669587946-242ac113-0001-012
995,2888625956990816746-242ac113-0001-012
996,4894433408647827946-242ac113-0001-012
997,8206431048586751510-242ac113-0001-012
998,8830532746368511510-242ac113-0001-012
999,6979046630817197590-242ac113-0001-012
1000,6018606668208148971-242ac118-0001-012
1001,2423783360899509780-242ac117-0001-012
1002,4031195827207597590-242ac113-0001-012
1003,8709941823056122346-242ac113-0001-012
1004,8490211364940354026-242ac113-0001-012
1005,7676272112675394026-242ac113-0001-012
1006,3776487502411722260-242ac117-0001-012
1007,8909548531023277590-242ac113-0001-012
1008,434606431374274070-242ac113-0001-012
1009,7855074968447226346-242ac113-0001-012
1010,8416810305104122346-242ac113-0001-012
1011,8633233707149562346-242ac113-0001-012
1012,4866762205669954026-242ac113-0001-012
1013,4056536134253997590-242ac113-0001-012
1014,2059411395904147946-242ac113-0001-012
1015,2846188175412761066-242ac113-0001-012
1016,7052373336151551510-242ac113-0001-012
1017,4350733498647187946-242ac113-0001-012
1018,7396025496611394026-242ac113-0001-012
1019,8661666390649082346-242ac113-0001-012
1020,3935870993934914026-242ac113-0001-012
1021,4550886870023597590-242ac113-0001-012
1022,8597690955660717590-242ac113-0001-012
1023,2990971522960921066-242ac113-0001-012
1024,5972135122065428971-242ac118-0001-012
1025,6927635872284077590-242ac113-0001-012
1026,6174493847956034026-242ac113-0001-012
1027,7245678196257910294-242ac113-0001-012
1028,3986657016348077590-242ac113-0001-012
1029,6046008559556628971-242ac118-0001-012
1030,6038664165480468971-242ac118-0001-012
1031,6018177171478548971-242ac118-0001-012
1032,2139602349316379116-242ac114-0001-012
1033,577698523839917590-242ac113-0001-012
1034,7178817173345791510-242ac113-0001-012
1035,3675650539061907946-242ac113-0001-012
1036,8031337059035714026-242ac113-0001-012
1037,5977074334455828971-242ac118-0001-012
1038,5986609161852948971-242ac118-0001-012
1039,323152030043074070-242ac113-0001-012
1040,3586366064360877590-242ac113-0001-012
1041,6874702366222914026-242ac113-0001-012
1042,3922404305599917590-242ac113-0001-012
1043,4696810349767234026-242ac113-0001-012
1044,1935724233162157590-242ac113-0001-012
1045,7319746808686842346-242ac113-0001-012
1046,8328911902277037590-242ac113-0001-012
1047,5015282174765634026-242ac113-0001-012
1048,628328292876947946-242ac113-0001-012
1049,8459115732969722346-242ac113-0001-012
1050,4928758092725677590-242ac113-0001-012
1051,3517209195512467946-242ac113-0001-012
1052,7347616263686254100-242ac117-0001-012
1053,2152916747933979116-242ac114-0001-012
1054,5639092017904554476-242ac114-0001-012
1055,6967731357854274026-242ac113-0001-012
1056,8755144456732077590-242ac113-0001-012
1057,3149688843993747946-242ac113-0001-012
1058,3874944916979117590-242ac113-0001-012
1059,1512146663047827946-242ac113-0001-012
1060,3181436547693997590-242ac113-0001-012
1061,1888085150466707946-242ac113-0001-012
1062,2226108071596584470-242ac113-0001-012
1063,5986136719745356267-242ac118-0001-012
1064,2142737675442459116-242ac114-0001-012
1065,8519534164465151510-242ac113-0001-012
1066,8190239021880831510-242ac113-0001-012
1067,5534477330480557590-242ac113-0001-012
1068,5287301962595757590-242ac113-0001-012
1069,8615686868630957590-242ac113-0001-012
1070,3255590299816366571-242ac117-0001-012
1071,2633633748627296746-242ac113-0001-012
1072,3777518294562762260-242ac117-0001-012
1073,7173674970949882346-242ac113-0001-012
1074,2721379930484576746-242ac113-0001-012
1075,3250988843060761066-242ac113-0001-012
1076,6044977771700556267-242ac118-0001-012
1077,4939347152972354026-242ac113-0001-012
1078,7438932219898434026-242ac113-0001-012
1079,2201410910092717590-242ac113-0001-012
1080,7495172850777517590-242ac113-0001-012
1081,7701956017105474026-242ac113-0001-012
1082,3258038439765021163-242ac117-0001-012
1083,3938244839539347946-242ac113-0001-012
1084,8132182891145794026-242ac113-0001-012
1085,3540144320873107946-242ac113-0001-012
1086,1614719477010984470-242ac113-0001-012
1087,6219481664519597590-242ac113-0001-012
1088,8608697899045360106-242ac113-0001-012
1089,6582749998415277590-242ac113-0001-012
1090,3515991829917536746-242ac113-0001-012
1091,3566285896953696746-242ac113-0001-012
1092,7639022919112191510-242ac113-0001-012
1093,2829112485020307946-242ac113-0001-012
1094,5873564998499757590-242ac113-0001-012
1095,7479109673090477590-242ac113-0001-012
1096,4415552450526637590-242ac113-0001-012
1097,5033941841804717590-242ac113-0001-012
1098,4431229081157037590-242ac113-0001-012
1099,2434821426850229780-242ac117-0001-012
1100,1404686581301907946-242ac113-0001-012
1101,6038191719077908971-242ac118-0001-012
1102,6043431579179028971-242ac118-0001-012
1103,2930240685395481066-242ac113-0001-012
1104,2676392442909224470-242ac113-0001-012
1105,2056156215693864470-242ac113-0001-012
1106,6968664423552511510-242ac113-0001-012
1107,8368898047802797590-242ac113-0001-012
1108,7865367695611391510-242ac113-0001-012
1109,8684472666990842346-242ac113-0001-012
1110,5675848144890434026-242ac113-0001-012
1111,6908050821414317590-242ac113-0001-012
1112,7339584674842734100-242ac117-0001-012
1113,5633895107476394476-242ac114-0001-012
1114,3649647707475481066-242ac113-0001-012
1115,7712584095301037590-242ac113-0001-012
1116,1760360718466477590-242ac113-0001-012
1117,5636343238835114476-242ac114-0001-012
1118,6155553042180674026-242ac113-0001-012
1119,8370112252237311510-242ac113-0001-012
1120,7676775681644031510-242ac113-0001-012
1121,8386132480251391510-242ac113-0001-012
1122,8517043296948720106-242ac113-0001-012
1123,2434950275869109780-242ac117-0001-012
1124,8060328019536122346-242ac113-0001-012
1125,2949886965383827946-242ac113-0001-012
1126,4443493178649154026-242ac113-0001-012
1127,6731914208310390294-242ac113-0001-012
1128,2618085967015776746-242ac113-0001-012
1129,3310474140110361066-242ac113-0001-012
1130,2161168166081064470-242ac113-0001-012
1131,5940610062112788971-242ac118-0001-012
1132,2132172055894299116-242ac114-0001-012
1133,6092631771294274026-242ac113-0001-012
1134,1408645846597037590-242ac113-0001-012
1135,9210735078517314026-242ac113-0001-012
1136,919269377507987946-242ac113-0001-012
1137,3411835368295961066-242ac113-0001-012
1138,6796768218774957590-242ac113-0001-012
1139,2431857899415989780-242ac117-0001-012
1140,7340658416666734100-242ac117-0001-012
1141,577542942985154070-242ac113-0001-012
1142,4329161149229634026-242ac113-0001-012
1143,5035909631378067946-242ac113-0001-012
1144,3255203752759726571-242ac117-0001-012
1145,7117570939704831510-242ac113-0001-012
1146,7873946016611757590-242ac113-0001-012
1147,9062664115125677590-242ac113-0001-012
1148,3656803528015277590-242ac113-0001-012
1149,5639564464307114476-242ac114-0001-012
1150,3240300216242606571-242ac117-0001-012
1151,1322444069285588500-242ac114-0001-012
1152,8016991799519482346-242ac113-0001-012
1153,5959121371158548971-242ac118-0001-012
1154,1810518041100947946-242ac113-0001-012
1155,8393574532032762346-242ac113-0001-012
1156,6257062628359597590-242ac113-0001-012
1157,5150850851601837590-242ac113-0001-012
1158,3778085509071507946-242ac113-0001-012
1159,7047894956572077590-242ac113-0001-012
1160,3163054087667117590-242ac113-0001-012
1161,5987768811612803563-242ac118-0001-012
1162,9178854594074111510-242ac113-0001-012
1163,6752143508569517590-242ac113-0001-012
1164,3976844981938754026-242ac113-0001-012
1165,7964335569218114026-242ac113-0001-012
1166,379778535457427946-242ac113-0001-012
1167,8585891409188351510-242ac113-0001-012
1168,7660025309189631510-242ac113-0001-012
1169,7672941547158957590-242ac113-0001-012
1170,3810821055249837590-242ac113-0001-012
1171,3255289652105646571-242ac117-0001-012
1172,2203894095741587946-242ac113-0001-012
1173,6026681206724628971-242ac118-0001-012
1174,5986480312834068971-242ac118-0001-012
1175,7942391653574906346-242ac113-0001-012
1176,2141706883291419116-242ac114-0001-012
1177,6183232140541357590-242ac113-0001-012
1178,8224071750581677590-242ac113-0001-012
1179,3774769515493322260-242ac117-0001-012
1180,4593129839241794026-242ac113-0001-012
1181,6562477752778157590-242ac113-0001-012
1182,7976215376475787756-242ac117-0001-012
1183,3053506246790681066-242ac113-0001-012
1184,5974798001788948971-242ac118-0001-012
1185,1769338299666984470-242ac113-0001-012
1186,5972178071738388971-242ac118-0001-012
1187,5658086489259437590-242ac113-0001-012
1188,6864554416297471510-242ac113-0001-012
1189,6775851728043437590-242ac113-0001-012
1190,2138356808800539116-242ac114-0001-012
1191,8082063990040826346-242ac113-0001-012
1192,1472599009186344470-242ac113-0001-012
1193,7734027595699711510-242ac113-0001-012
1194,1149530469629357590-242ac113-0001-012
1195,7611461056178754026-242ac113-0001-012
1196,3313463842373037590-242ac113-0001-012
1197,7858335707605242346-242ac113-0001-012
1198,2839362682105696746-242ac113-0001-012
1199,295253579072147946-242ac113-0001-012
1200,3243993888117166571-242ac117-0001-012
1201,4617181656099394026-242ac113-0001-012
1202,6618894114073154026-242ac113-0001-012
1203,3498018587082157590-242ac113-0001-012
1204,3686627375894041066-242ac113-0001-012
1205,7126688097479234026-242ac113-0001-012
1206,6355331480092077590-242ac113-0001-012
1207,7535526034385474026-242ac113-0001-012
1208,9176523698142637590-242ac113-0001-012
1209,3794457229852077590-242ac113-0001-012
1210,4846286825259667946-242ac113-0001-012
1211,2122121832421659116-242ac114-0001-012
1212,5946923664037908971-242ac118-0001-012
1213,6164806730841517590-242ac113-0001-012
1214,4022941594616467946-242ac113-0001-012
1215,6885127309645311510-242ac113-0001-012
1216,7573911214904831510-242ac113-0001-012
1217,8088491246638591510-242ac113-0001-012
1218,5416303271193154026-242ac113-0001-012
1219,2924317135220576746-242ac113-0001-012
1220,5981970597173268971-242ac118-0001-012
1221,7409371017795071510-242ac113-0001-012
1222,1229588660026797590-242ac113-0001-012
1223,7127375223499002346-242ac113-0001-012
1224,5877797507148354026-242ac113-0001-012
1225,1323431911763668500-242ac114-0001-012
1226,4445574271925677590-242ac113-0001-012
1227,9199329974484397590-242ac113-0001-012
1228,8254878279685631510-242ac113-0001-012
1229,8929574692214271510-242ac113-0001-012
1230,8564072975324671510-242ac113-0001-012
1231,7468727465825791510-242ac113-0001-012
1232,5185468288007597590-242ac113-0001-012
1233,8353932052638274026-242ac113-0001-012
1234,4167510193799827946-242ac113-0001-012
1235,5994082404947988971-242ac118-0001-012
1236,1383863885299117590-242ac113-0001-012
1237,5626464814054314476-242ac114-0001-012
1238,7456732893478317590-242ac113-0001-012
1239,7889634260833791510-242ac113-0001-012
1240,6841318643226111510-242ac113-0001-012
1241,6901147537659391510-242ac113-0001-012
1242,8467018541541954026-242ac113-0001-012
1243,6517122898132397590-242ac113-0001-012
1244,7986271024993791510-242ac113-0001-012
1245,2120833342232859116-242ac114-0001-012
1246,8453606416471551510-242ac113-0001-012
1247,7300751294879231510-242ac113-0001-012
1248,7859471976824237590-242ac113-0001-012
1249,6566839110445634026-242ac113-0001-012
1250,1637653502819757590-242ac113-0001-012
1251,2431900849088949780-242ac117-0001-012
1252,3605194795961881066-242ac113-0001-012
1253,3463550279233376746-242ac113-0001-012
1254,5939278622251028971-242ac118-0001-012
1255,5994683700369428971-242ac118-0001-012
1256,3352307121573401066-242ac113-0001-012
1257,5349602429086274026-242ac113-0001-012
1258,4530306081292947946-242ac113-0001-012
1259,3236262946984366571-242ac117-0001-012
1260,3243950938444206571-242ac117-0001-012
1261,3620871426592281066-242ac113-0001-012
1262,7489686906230271510-242ac113-0001-012
1263,3730118619757997590-242ac113-0001-012
1264,4719315978398274026-242ac113-0001-012
1265,6235716640898477590-242ac113-0001-012
1266,4962411127351874026-242ac113-0001-012
1267,5771368217553474026-242ac113-0001-012
1268,4359631976332717590-242ac113-0001-012
1269,4397806340211347946-242ac113-0001-012
1270,6866174890278317590-242ac113-0001-012
1271,7803277662857466346-242ac113-0001-012
1272,4019622856206914026-242ac113-0001-012
1273,7993154731026682346-242ac113-0001-012
1274,2425243649780149780-242ac117-0001-012
1275,7979113623955706346-242ac113-0001-012
1276,3270058497855001066-242ac113-0001-012
1277,9221417719977471510-242ac113-0001-012
1278,7822750006443437590-242ac113-0001-012
1279,8929059509654000106-242ac113-0001-012
1280,8207430718171714026-242ac113-0001-012
1281,8136352376662266346-242ac113-0001-012
1282,2131141263743259116-242ac114-0001-012
1283,7820156884330746346-242ac113-0001-012
1284,1336792143286824470-242ac113-0001-012
1285,8677975721529840106-242ac113-0001-012
1286,1440034162147987946-242ac113-0001-012
1287,4910676280409517590-242ac113-0001-012
1288,8498274076349951510-242ac113-0001-012
1289,6921345711057474026-242ac113-0001-012
1290,1339797520842157590-242ac113-0001-012
1291,8706708839224831510-242ac113-0001-012
1292,5986136715450388971-242ac118-0001-012
1293,5986738015166796267-242ac118-0001-012
1294,9010835473454591510-242ac113-0001-012
1295,4187684926499394026-242ac113-0001-012
1296,6430860445854274026-242ac113-0001-012
1297,7343106543730486804-242ac117-0001-012
1298,4418636931596947946-242ac113-0001-012
1299,9084053052259757590-242ac113-0001-012
1300,3845977328429634026-242ac113-0001-012
1301,3073418120199597590-242ac113-0001-012
1302,2433962429096062484-242ac117-0001-012
1303,7837852149590266346-242ac113-0001-012
1304,5460197836958274026-242ac113-0001-012
1305,5750494676494914026-242ac113-0001-012
1306,4992186864304787946-242ac113-0001-012
1307,7025475222991990294-242ac113-0001-012
1308,3767637124950594026-242ac113-0001-012
1309,3866593171450434026-242ac113-0001-012
1310,4489148681005634026-242ac113-0001-012
1311,3439435233164717590-242ac113-0001-012
1312,3005449067442016746-242ac113-0001-012
1313,7064559429680557590-242ac113-0001-012
1314,4699535688138157590-242ac113-0001-012
1315,4168978378063277590-242ac113-0001-012
1316,1034546299732627946-242ac113-0001-012
1317,3282067631439277590-242ac113-0001-012
1318,7769433320564986346-242ac113-0001-012
1319,3503404071046681066-242ac113-0001-012
1320,8828507109788553706-242ac116-0001-012
1321,6802847563360834026-242ac113-0001-012
1322,6751866301557314026-242ac113-0001-012
1323,6305275602119234026-242ac113-0001-012
1324,7779327887080877590-242ac113-0001-012
1325,5325894209612354026-242ac113-0001-012
1326,3702158382661037590-242ac113-0001-012
1327,7341989852233526804-242ac117-0001-012
1328,6097032146910637590-242ac113-0001-012
1329,7551222173990317590-242ac113-0001-012
1330,8201523172277677590-242ac113-0001-012
1331,7487207583557882346-242ac113-0001-012
1332,7340314819283054100-242ac117-0001-012
1333,4251090257379987946-242ac113-0001-012
1334,4828064550332994026-242ac113-0001-012
1335,5036112766151234026-242ac113-0001-012
1336,6068708803455554026-242ac113-0001-012
1337,3333521339645357590-242ac113-0001-012
1338,6046051509229588971-242ac118-0001-012
1339,8845865779615231510-242ac113-0001-012
1340,7929479943749037590-242ac113-0001-012
1341,7435816402746797590-242ac113-0001-012
1342,7239462111565311510-242ac113-0001-012
1343,2797057254240096746-242ac113-0001-012
1344,3391606072331801066-242ac113-0001-012
1345,6046309207267348971-242ac118-0001-012
1346,3739240725270041066-242ac113-0001-012
1347,6037676323002388971-242ac118-0001-012
1348,3790314552273474026-242ac113-0001-012
1349,7640471594401197590-242ac113-0001-012
1350,4921749400650387946-242ac113-0001-012
1351,666897099195027946-242ac113-0001-012
1352,7976516024186507756-242ac117-0001-012
1353,3331777177898521066-242ac113-0001-012
1354,4051491513543234026-242ac113-0001-012
1355,4844084778347074026-242ac113-0001-012
1356,847379520355757590-242ac113-0001-012
1357,2939134772391776746-242ac113-0001-012
1358,6038664169775436267-242ac118-0001-012
1359,3966556569402797590-242ac113-0001-012
1360,8072373505686957590-242ac113-0001-012
1361,4243753758686637590-242ac113-0001-012
1362,6472197540216237590-242ac113-0001-012
1363,8075145725454914026-242ac113-0001-012
1364,5283717630765634026-242ac113-0001-012
1365,444718440972947946-242ac113-0001-012
1366,7833382016363074026-242ac113-0001-012
1367,7555528754877951510-242ac113-0001-012
1368,3431997044359827946-242ac113-0001-012
1369,3268131604320686571-242ac117-0001-012
1370,3493329177346707946-242ac113-0001-012
1371,2138399758473499116-242ac114-0001-012
1372,7977718615029387756-242ac117-0001-012
1373,5051789396781634026-242ac113-0001-012
1374,2747164509012627946-242ac113-0001-012
1375,5689310901501357590-242ac113-0001-012
1376,3752659302679187946-242ac113-0001-012
1377,8881127461115391510-242ac113-0001-012
1378,4393929256053314026-242ac113-0001-012
1379,3954897699056194026-242ac113-0001-012
1380,8953443096788397590-242ac113-0001-012
1381,7004043340479917590-242ac113-0001-012
