,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,fold,method,minsize,spike_x,label_reference,index
0,276,55,11.35632183908046,0.1532567049808429,11.358062538320048,81.73280423280423,6.606376456161864,58.16464237516869,1,clustcr,2,1,gliph,
1,82,14,5.409961685823755,0.1532567049808429,5.410790925812385,86.68602400309717,3.080931943592888,56.94050991501416,1,clustcr,3,1,gliph,1.0
2,267,49,11.24731841863316,0.15323322096230463,11.24731841863316,82.22088460852505,6.788231688630095,60.35422343324251,2,clustcr,2,1,gliph,
3,90,20,5.822862396567576,0.15323322096230463,5.822862396567576,82.81084656084657,3.3251608948820106,57.10526315789474,2,clustcr,3,1,gliph,2.0
4,289,72,11.93686791296353,0.15323322096230463,11.923371647509578,79.3350085132092,6.712643678160919,56.29820051413882,3,clustcr,2,1,gliph,
5,94,25,5.96077229543365,0.15323322096230463,5.946360153256705,80.08316447146234,3.2490421455938696,54.63917525773196,3,clustcr,3,1,gliph,3.0
6,287,64,11.739463601532567,0.1532567049808429,11.739463601532567,80.33598805375809,6.973180076628353,59.39947780678851,4,clustcr,2,1,gliph,
7,91,19,5.731800766283525,0.1532567049808429,5.731800766283525,83.03767660910518,3.478927203065134,60.6951871657754,4,clustcr,3,1,gliph,4.0
8,274,58,11.448275862068966,0.1532567049808429,11.448275862068966,81.24435175530067,6.681992337164751,58.366800535475235,5,clustcr,2,1,gliph,
9,88,21,5.747126436781609,0.1532567049808429,5.747126436781609,82.5108225108225,3.1877394636015324,55.46666666666667,5,clustcr,3,1,gliph,5.0
10,284,67,11.971183323114653,0.15328019619865113,11.957688180285144,79.25106192711826,6.438755173999693,53.84615384615385,6,clustcr,2,1,gliph,
11,99,28,6.2998160637645615,0.15328019619865113,6.2854514793806535,77.85153118486451,3.0354131534569984,48.292682926829265,6,clustcr,3,1,gliph,6.0
12,270,56,11.327406499080318,0.16860821581851626,11.313812662885175,81.66297899631233,6.868005518933006,60.704607046070464,7,clustcr,2,1,gliph,
13,94,21,5.931943592887799,0.16860821581851626,5.917522612294956,81.90430137238647,3.464663498390311,58.54922279792746,7,clustcr,3,1,gliph,7.0
14,285,72,11.909871244635193,0.15328019619865113,11.909871244635193,79.58020050125315,6.698344573881054,56.241956241956245,8,clustcr,2,1,gliph,
15,94,28,6.054567749846719,0.15328019619865113,6.054567749846719,79.04635258358662,3.2035561005518085,52.91139240506329,8,clustcr,3,1,gliph,8.0
16,271,52,11.46360153256705,0.1685823754789272,11.46360153256705,81.38726484667444,6.712643678160919,58.55614973262032,9,clustcr,2,1,gliph,
17,91,17,5.946360153256705,0.1685823754789272,5.946360153256705,82.48295355438212,3.310344827586207,55.670103092783506,9,clustcr,3,1,gliph,9.0
18,277,63,11.645724793135152,0.15323322096230463,11.645724793135152,80.27133115580769,6.589028501379099,56.578947368421055,10,clustcr,2,1,gliph,
19,95,24,6.068035550107263,0.15323322096230463,6.068035550107263,79.843776106934,3.187250996015936,52.525252525252526,10,clustcr,3,1,gliph,10.0
