,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,fold,method,minsize,spike_x,label_reference,index
0,331,122,9.17356216160997,0.10215548064153641,9.174499387004495,73.90627247878004,4.127503064977524,44.98886414253897,1,clustcr,2,2,gliph,
1,112,38,4.699152109510675,0.10215548064153641,4.69963220269718,72.88371598639456,1.9411524315488353,41.30434782608695,1,clustcr,3,2,gliph,1.0
2,361,152,9.713993871297243,0.11235955056179775,9.70477066094596,72.08646616541354,4.392685667586066,45.26315789473684,2,clustcr,2,2,gliph,
3,111,42,4.606741573033708,0.11235955056179775,4.596996628869139,71.83075933075932,2.1248339973439574,46.22222222222222,2,clustcr,3,2,gliph,2.0
4,354,139,9.520890795791194,0.11237102870569006,9.520890795791194,72.87764652171433,4.300745735008683,45.17167381974249,3,clustcr,2,2,gliph,
5,104,33,4.413116763714373,0.11237102870569006,4.413116763714373,74.98737373737373,2.053325160894882,46.52777777777778,3,clustcr,3,2,gliph,3.0
6,344,133,9.419697588884349,0.1021659174499387,9.419697588884349,73.17241140642304,4.301185124642419,45.66160520607375,4,clustcr,2,2,gliph,
7,111,41,4.658765835717205,0.1021659174499387,4.658765835717205,71.36314886314885,2.0126685737637926,43.20175438596491,4,clustcr,3,2,gliph,4.0
8,326,121,9.001736998058648,0.1021763563911311,9.001736998058648,74.25844775538027,4.4344538673750895,49.2622020431328,5,clustcr,2,2,gliph,
9,118,41,4.751200572187596,0.1021763563911311,4.751200572187596,72.52757600215229,2.2887503831613363,48.17204301075269,5,clustcr,3,2,gliph,5.0
10,342,125,9.154066203514507,0.1021659174499387,9.154066203514507,74.30288684674649,4.3829178586023705,47.879464285714285,6,clustcr,2,2,gliph,
11,96,26,4.127503064977524,0.1021659174499387,4.127503064977524,78.24570105820106,2.0944013077237433,50.742574257425744,6,clustcr,3,2,gliph,6.0
12,356,150,9.635230407683663,0.1021763563911311,9.635230407683663,72.34494827893705,4.322059875344845,44.856839872746555,7,clustcr,2,2,gliph,
13,111,45,4.628588944518238,0.1021763563911311,4.628588944518238,70.76397826397826,2.0128742209052826,43.4878587196468,7,clustcr,3,2,gliph,7.0
14,362,147,9.769057837727365,0.10218679746576742,9.751609935602575,72.20928702972901,4.415823367065317,45.283018867924525,8,clustcr,2,2,gliph,
15,114,37,4.700592683425302,0.10218679746576742,4.681590514157212,73.15580618212196,2.2079116835326587,47.161572052401745,8,clustcr,3,2,gliph,8.0
16,360,141,9.53208009807928,0.11238250919493258,9.533054051292531,73.2973885682219,4.3424951466230715,45.551982851018224,9,clustcr,2,2,gliph,
17,99,27,4.199019207192481,0.11238250919493258,4.1994482476754875,78.65717055110996,2.0741800347399613,49.39172749391727,9,clustcr,3,2,gliph,9.0
18,339,126,9.280457890433361,0.10220768601798855,9.280457890433361,73.71646298637448,4.302943581357318,46.36563876651982,10,clustcr,2,2,gliph,
19,107,37,4.5380212591986915,0.10220768601798855,4.5380212591986915,73.73720516243881,2.05437448896157,45.270270270270274,10,clustcr,3,2,gliph,10.0
