,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,fold,method,minsize,spike_x,label_reference,index
0,665,464,8.473797119215446,0.05107774032076821,8.473797119215446,59.800811552691265,1.8694452957401164,22.06148282097649,1,clustcr,2,5,gliph,
1,164,84,3.3558075390744713,0.05107774032076821,3.3558075390744713,59.253290747193184,0.8478904893247523,25.266362252663622,1,clustcr,3,5,gliph,1.0
2,645,453,8.260114425827544,0.05619125459746629,8.255427841634738,59.794551271295454,1.9565772669220944,23.70049504950495,2,clustcr,2,5,gliph,
3,174,99,3.4480997139354312,0.05619125459746629,3.443167305236271,57.28439982750328,0.9246487867177522,26.85459940652819,2,clustcr,3,5,gliph,2.0
4,671,471,8.647461436306058,0.05618551435284503,8.642795116718599,59.019667615047645,1.9461613117433723,22.5177304964539,3,clustcr,2,5,gliph,
5,185,110,3.682705077127388,0.05618551435284503,3.6777851560504673,55.41728091728091,0.9143382540736579,24.86111111111111,3,clustcr,3,5,gliph,3.0
6,677,473,8.758937691521961,0.056179775280898875,8.754724690979671,58.767427386334326,1.9051997139646542,21.76196032672112,4,clustcr,2,5,gliph,
7,191,113,3.794688457609806,0.056179775280898875,3.7899683318010013,54.636378746326386,0.8734293594851363,23.045822102425877,4,clustcr,3,5,gliph,4.0
8,670,470,8.707865168539326,0.056179775280898875,8.708309923898055,58.86292563158234,1.7774145768425353,20.410557184750733,5,clustcr,2,5,gliph,
9,163,88,3.529111338100102,0.056179775280898875,3.529291587925839,56.369080816933575,0.7763419990806476,21.99710564399421,5,clustcr,3,5,gliph,5.0
10,640,437,8.366106542724348,0.06129015782215639,8.356745160136896,59.35385101010102,1.9512693466823312,23.34963325183374,6,clustcr,2,5,gliph,
11,188,104,3.7489146534552327,0.06129015782215639,3.739081575317975,56.310982162045995,0.9705266384022067,25.956284153005466,6,clustcr,3,5,gliph,6.0
12,662,458,8.442288049029623,0.056179775280898875,8.443150475022986,59.46793681310297,1.8898763918684238,22.383545069570477,7,clustcr,2,5,gliph,
13,176,98,3.4780388151174666,0.056179775280898875,3.4783941158443152,57.20326233110324,0.8683215854530596,24.963289280469898,7,clustcr,3,5,gliph,7.0
14,693,493,8.855975485188969,0.056179775280898875,8.851320292149753,59.055859564517576,2.0123601818274683,22.735141373341026,8,clustcr,2,5,gliph,
15,175,103,3.564862104187947,0.056179775280898875,3.5599366668369172,56.146918161203864,0.9499974462434241,26.685796269727405,8,clustcr,3,5,gliph,8.0
16,688,486,8.78582009500945,0.05108034938958982,8.776949013998161,59.33624031007752,2.0333094921835086,23.166472642607683,9,clustcr,2,5,gliph,
17,173,101,3.524544107881698,0.05108034938958982,3.5148666598549094,56.20423892100192,0.9400224787984061,26.74418604651163,9,clustcr,3,5,gliph,9.0
18,667,468,8.64367816091954,0.06641123882503193,8.634343227916007,59.17632758712219,2.023195217902212,23.431952662721894,10,clustcr,2,5,gliph,
19,181,105,3.67816091954023,0.06641123882503193,3.6683186021560314,55.91497514149447,0.9911612936187605,27.01949860724234,10,clustcr,3,5,gliph,10.0
