,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,fold,method,eps,minsize,spike_x,label_reference,index
1,269,260,84.89755794701986,81.67425496688742,84.89755794701986,47.08945182845519,0.07243377483443708,0.08531903223840576,1,tcrvalid,6.00,2,5,tcrvalid,
0,62,60,82.75558774834437,81.67425496688742,82.75558774834437,31.726815191200743,0.0,0.0,1,tcrvalid,6.00,3,5,tcrvalid,1.0
2,291,280,84.83907689123461,81.22218772637898,84.83750776236803,47.018128525686855,0.09314841647691989,0.10979626692692449,2,tcrvalid,6.00,2,5,tcrvalid,
0,68,66,82.53130497775018,81.22218772637898,82.52949699855102,30.62169707315993,0.0,0.0,2,tcrvalid,6.00,3,5,tcrvalid,2.0
3,297,289,85.30629139072848,81.72081953642385,85.3047707751216,47.39704430843965,0.09313877677739832,0.10918354967851511,3,tcrvalid,6.00,2,5,tcrvalid,
0,62,61,82.87458609271523,81.72081953642385,82.87281382593397,30.272938058170592,0.0,0.0,3,tcrvalid,6.00,3,5,tcrvalid,3.0
4,302,292,85.34919813760993,81.55199172271081,85.34844016762378,46.68104913734694,0.08277717419421594,0.09698733102988422,4,tcrvalid,6.00,2,5,tcrvalid,
0,71,69,82.95913088463529,81.55199172271081,82.95824926276579,30.2489695701236,0.0,0.0,4,tcrvalid,6.00,3,5,tcrvalid,4.0
5,272,267,84.95602690118986,81.62959130884636,84.9544701986755,46.820928361837225,0.07243377483443708,0.08526187576126674,5,tcrvalid,6.00,2,5,tcrvalid,
0,58,58,82.74185204345576,81.62959130884636,82.74006622516556,29.056767489995263,0.0,0.0,5,tcrvalid,6.00,3,5,tcrvalid,5.0
6,297,290,84.83625640229707,81.26131719178437,84.83311772315653,47.243374522623974,0.08279430789133248,0.09759668171282176,6,tcrvalid,6.00,2,5,tcrvalid,
0,62,61,82.40467691034198,81.26131719178437,82.40103492884865,30.34326182611805,0.0,0.0,6,tcrvalid,6.00,3,5,tcrvalid,6.0
7,299,291,85.77858251422658,82.15726849456803,85.7763750194029,46.583877109099106,0.056915196357427436,0.06635299794908915,7,tcrvalid,6.00,2,5,tcrvalid,
0,72,70,83.4299017071909,82.15726849456803,83.43250375122885,31.6469341058421,0.0,0.0,7,tcrvalid,6.00,3,5,tcrvalid,7.0
8,288,278,84.6973616140714,81.04500775995861,84.6973616140714,46.90143049044765,0.10346611484738748,0.1221597849987784,8,tcrvalid,6.00,2,5,tcrvalid,
0,65,64,82.39006725297465,81.04500775995861,82.39006725297465,28.578645865368035,0.0,0.0,8,tcrvalid,6.00,3,5,tcrvalid,8.0
9,298,295,85.15548196823097,81.56465048895328,85.15240904621436,46.276125949647394,0.03105107902499612,0.03646529719217212,9,tcrvalid,6.00,2,5,tcrvalid,
0,63,63,82.72365085114089,81.56465048895328,82.72007452258966,30.00453226976069,0.0,0.0,9,tcrvalid,6.00,3,5,tcrvalid,9.0
10,299,296,84.76584734799482,81.13324708926261,84.7642705584019,46.483811396297426,0.05175179837499353,0.061053788387569446,10,tcrvalid,6.00,2,5,tcrvalid,
0,66,66,82.35446313065977,81.13324708926261,82.3526367541272,30.282721325650463,0.0,0.0,10,tcrvalid,6.00,3,5,tcrvalid,10.0
