,index,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,method,eps,minsize,spike_x,label_reference,fold
0,tcrvalid,141,19,70.2855245683931,56.308100929614874,70.2855245683931,69.05210742801069,4.083665338645418,5.810108644307983,tcrvalid,5.43,2,0,tcrvalid,0
0,tcrvalid,43,11,63.778220451527226,56.308100929614874,63.778220451527226,60.14760807789548,1.095617529880478,1.717855283706403,tcrvalid,5.43,3,0,tcrvalid,0
