,index,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,method,eps,minsize,spike_x,label_reference,fold
0,tcrvalid,71,13,24.422442244224424,1.1001100110011002,24.422442244224424,96.90140845070422,22.332233223322334,91.44144144144144,tcrvalid,2.31,2,0,gliph_HQ,0
0,tcrvalid,30,7,15.401540154015402,1.1001100110011002,15.401540154015402,97.66666666666667,13.971397139713972,90.71428571428571,tcrvalid,2.31,3,0,gliph_HQ,0
