,n_clusters,n_epitopes_captured,percent_clustered,percent_clustered_in_largest,percent_labeled_clustered,mean_purity,well_clustered_total,well_clustered,fold,method,eps,minsize,spike_x,label_reference,index
1,108,63,3.3216783216783217,0.08068854222700376,3.3216783216783217,73.76543209876543,1.7482517482517483,52.63157894736842,1,tcrvalid,1.45,2,2,gliph_HQ,
0,21,7,0.9817105970952125,0.08068854222700376,0.9817105970952125,96.03174603174604,0.8875739644970414,90.41095890410959,1,tcrvalid,1.45,3,2,gliph_HQ,1.0
2,123,78,3.791851553045583,0.08067769261799113,3.7789133942980095,70.59620596205963,1.7751479289940828,46.97508896797153,2,tcrvalid,1.45,2,2,gliph_HQ,
0,23,10,1.1025951324458787,0.08067769261799113,1.0892953200645508,88.40579710144927,0.8875739644970414,81.48148148148148,2,tcrvalid,1.45,3,2,gliph_HQ,2.0
3,120,75,3.6847767616998386,0.08068854222700376,3.6847767616998386,71.11111111111111,1.7751479289940828,48.175182481751825,3,tcrvalid,1.45,2,2,gliph_HQ,
0,24,11,1.102743410435718,0.08068854222700376,1.102743410435718,86.80555555555556,0.8875739644970414,80.48780487804878,3,tcrvalid,1.45,3,2,gliph_HQ,3.0
4,113,68,3.4835238735709484,0.08069939475453934,3.4835238735709484,72.56637168141593,1.7753866845998656,50.965250965250966,4,tcrvalid,1.45,2,2,gliph_HQ,
0,23,10,1.062542030934768,0.08069939475453934,1.062542030934768,89.1304347826087,0.8876933422999328,83.54430379746836,4,tcrvalid,1.45,3,2,gliph_HQ,4.0
5,124,79,3.8337368845843423,0.08071025020177562,3.8337368845843423,70.05376344086022,1.7487220877051386,45.6140350877193,5,tcrvalid,1.45,2,2,gliph_HQ,
0,25,11,1.1702986279257466,0.08071025020177562,1.1702986279257466,85.46666666666668,0.8878127522195319,75.86206896551724,5,tcrvalid,1.45,3,2,gliph_HQ,5.0
6,109,63,3.4431741761936787,0.08069939475453934,3.4431741761936787,73.01223241590215,1.7753866845998656,51.5625,6,tcrvalid,1.45,2,2,gliph_HQ,
0,27,13,1.2373907195696032,0.08069939475453934,1.2373907195696032,81.79012345679013,0.8876933422999328,71.73913043478261,6,tcrvalid,1.45,3,2,gliph_HQ,6.0
7,112,67,3.4705407586763517,0.08071025020177562,3.4705407586763517,72.61904761904762,1.7756255044390639,51.16279069767442,7,tcrvalid,1.45,2,2,gliph_HQ,
0,24,11,1.1030400860909335,0.08071025020177562,1.1030400860909335,86.80555555555556,0.8878127522195319,80.48780487804878,7,tcrvalid,1.45,3,2,gliph_HQ,7.0
8,108,62,3.3633795237454596,0.08072110856989102,3.337370475037007,74.22839506172839,1.7763423496164716,53.225806451612904,8,tcrvalid,1.45,2,2,gliph_HQ,
0,24,10,1.1031884837885106,0.08072110856989102,1.1034853990041718,88.19444444444446,0.8881711748082358,80.48780487804878,8,tcrvalid,1.45,3,2,gliph_HQ,8.0
9,99,54,3.1472763954270344,0.08069939475453934,3.1472763954270344,74.83164983164984,1.6812373907195697,53.41880341880342,9,tcrvalid,1.45,2,2,gliph_HQ,
0,25,11,1.1566913248150639,0.08069939475453934,1.1566913248150639,86.33333333333334,0.8473436449226631,73.25581395348837,9,tcrvalid,1.45,3,2,gliph_HQ,9.0
10,117,73,3.646884672318665,0.08074283407347597,3.646884672318665,71.22507122507123,1.7359709325797335,47.601476014760145,10,tcrvalid,1.45,2,2,gliph_HQ,
0,25,12,1.1707710940654017,0.08074283407347597,1.1707710940654017,83.33333333333334,0.8477997577714977,72.41379310344827,10,tcrvalid,1.45,3,2,gliph_HQ,10.0
